# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
1.043870943249203265e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.338190631940960884e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.280475600855425000e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.384178319014608860e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.037718267180025578e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.672355960588902235e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.873459740541875362e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.661729067564010620e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.597116352058947086e-03 0.000000000000000000e+00 8.378604434255976230e-06 0.000000000000000000e+00 8.378604434255976230e-06 0.000000000000000000e+00
3.565003629773855209e-03 6.494820809166412801e-06 1.113945563702145591e-05 6.159481927170418203e-06 4.979973709851037711e-06 0.000000000000000000e+00
1.043847575783729553e-02 3.113478305749595165e-05 3.164300869684666395e-05 1.386859457852551714e-05 2.461633266648277640e-05 0.000000000000000000e+00
1.146036107093095779e-02 4.352474570623598993e-05 1.319356233580037951e-04 0.000000000000000000e+00 1.319356233580037951e-04 5.563711511058500037e-06
3.438690677285194397e-02 2.114571980200707912e-04 3.779455437324941158e-04 0.000000000000000000e+00 3.779455437324941158e-04 2.587051312730181962e-05
3.173479810357093811e-02 3.355627413839101791e-04 7.124754483811557293e-04 0.000000000000000000e+00 7.124754483811557293e-04 1.656190215726383030e-05
4.123602807521820068e-02 5.016764625906944275e-04 6.491856765933334827e-04 0.000000000000000000e+00 6.491856765933334827e-04 7.264407031470909715e-05
4.803945124149322510e-02 7.354901172220706940e-04 5.411196034401655197e-04 0.000000000000000000e+00 5.411196034401655197e-04 8.554630039725452662e-05
4.169288277626037598e-02 1.910888531710952520e-04 3.234187024645507336e-04 6.775058136554434896e-05 2.967896580230444670e-04 0.000000000000000000e+00
6.444832682609558105e-02 2.439012896502390504e-04 1.735597616061568260e-04 1.264816964976489544e-04 7.615197682753205299e-05 0.000000000000000000e+00
1.096888184547424316e-01 5.990358768031001091e-04 4.020991618745028973e-04 1.443551736883819103e-04 2.980118442792445421e-04 1.286593760596588254e-05
1.040458530187606812e-01 7.999810623005032539e-04 1.167072448879480362e-03 6.352321361191570759e-05 1.117871841415762901e-03 5.351232175598852336e-05
1.506705880165100098e-01 1.300825271755456924e-03 1.337904017418622971e-03 1.370645040879026055e-04 1.217789947986602783e-03 1.065420074155554175e-04
1.934302747249603271e-01 2.316088415682315826e-03 3.304910846054553986e-03 8.936246740631759167e-05 3.238664008677005768e-03 2.143199089914560318e-04
2.152726799249649048e-01 4.138290416449308395e-03 1.257023587822914124e-02 8.036111103137955070e-05 1.252091862261295319e-02 1.115364022552967072e-03
2.345988899469375610e-01 5.928028840571641922e-03 1.896152645349502563e-02 4.445776085049146786e-06 1.896152645349502563e-02 1.510113244876265526e-03
2.687636017799377441e-01 8.537814952433109283e-03 1.672017574310302734e-02 5.128018892719410360e-05 1.670136675238609314e-02 2.823502058163285255e-03
