Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,2.0866278685444763,1.816076970975372,1.6606522052061818
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,2.0235176201721954,1.7532122807727184,1.581129727549313
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,2.099653979640145,1.8126846756752655,1.6253389282622195
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,2.1575898137830056,1.8549849371959781,1.6563063151785626
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,2.2565711993871505,1.9468267405660542,1.733222808691814
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,2.3239494465506776,1.9960451019817707,1.7742074640254677
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,2.410643672146347,2.053856425403778,1.8233473426506897
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,2.499435886446784,2.1148202070693847,1.8712098483727082
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,2.590232012741993,2.1842526352003233,1.9312459121746988
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,2.696517810783307,2.261568507378715,1.998293763147189
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,2.799406697910328,2.340789485242643,2.057657598470963
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,2.9121777383642624,2.4200026684022364,2.121864902437857
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,3.0202312807258918,2.504971940918045,2.181365219111303
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,3.2458453830154728,2.624015463644734,2.2664358949566754
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,4.289754323201424,3.232711320261351,2.6024356285259893
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,4.59593614932336,3.367839515182819,2.707104794859995
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,3.906095446904212,3.19413992537671,2.5522067906574057
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,4.134973932958534,3.389578745713225,2.6430726034044603
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,4.454393640363568,3.5621439062420444,2.735859101992752
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,5.1184206304245965,3.730320448365178,2.843448737885427
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,5.9992878008991815,4.195678287751804,3.1885582545588878
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,6.3232836961516385,4.471518483998701,3.2884332243302503
52.0,1.949231863937383,3.2830330579565246,0.23347940267290615,6.656130999698921,4.684445822767426,3.392259444836789
53.0,2.0913186379114133,3.084822635834013,0.24480867081657914,7.001659531465201,4.912673166827718,3.494784234710688
