Time_Gyr,SnapshotNumber,VirialRadius_ckpc
,0,
,1,
,2,
,3,
,4,
,5,
,6,
,7,
,8,
,9,
,10,
,11,
,12,
,13,
,14,
,15,
,16,
,17,
,18,
,19,
,20,
,21,
,22,
,23,
,24,
,25,
,26,
,27,
,28,
,29,
,30,
,31,
0.4780873012769339,32,46.57311669128508
0.51144273747843,33,52.27474150664697
0.5471208106629557,34,57.97636632200886
0.5891997750159086,35,63.36779911373707
0.6303016906900535,36,67.97636632200886
0.6741780982620621,37,72.98375184638108
0.7211528104403899,38,82.95420974889215
0.7766504355647659,39,95.15509601181684
0.8307696690240871,40,101.28508124076808
0.8886787464488208,41,109.85228951255539
0.9569792349999162,42,114.28360413589365
1.0235859033603345,43,117.75480059084194
1.094853121042702,44,118.81831610044313
1.1789142813106497,45,117.88774002954209
1.260877564365467,46,118.47858197932051
1.3482981877900693,47,121.13737075332348
1.4517049514969056,48,123.89955686853764
1.5524152659289694,49,129.94091580502214
1.6600143869141089,50,135.2437223042836
1.7870610578518569,51,140.47267355982274
1.9103746631890275,52,148.50812407680945
2.0566279658005517,53,154.35745937961593
2.1979545826256524,54,162.88035450516986
2.3495344837482337,55,167.2378138847858
2.4942982026932317,56,171.75775480059085
2.648679024181495,57,176.6765140324963
2.7919964070004784,58,179.2466765140325
2.9444522970841254,59,196.46971935007383
3.103679461620113,60,215.45051698670605
3.2503461041698882,61,222.54062038404726
3.4035482502094134,62,227.23781388478582
3.5395210614408477,63,230.32496307237813
3.706074245251531,64,235.77548005908417
3.852039404050016,65,239.7636632200886
4.005330648859183,66,240.23633677991134
4.1380238212264,67,239.52732644017723
4.302863700119068,68,239.12850812407677
4.444078540437953,69,237.81388478581977
4.618010469172704,70,236.4401772525849
4.767519355776625,71,236.35155096011815
4.9218213133602315,72,237.94682422451993
5.048501545881991,73,239.29098966026586
5.210902319443069,74,240.97488921713438
5.378187481427072,75,243.4268833087149
5.516742183317032,76,251.74298375184637
5.657151746908872,77,262.98375184638104
5.835657267816712,78,267.0014771048744
5.984925889355136,79,271.2850812407681
6.1314743443417274,80,275.39143279172816
6.288280009550495,81,277.68094534711963
6.441930961431011,82,283.61890694239287
6.60150134785066,83,284.85967503692757
6.767286363666197,84,285.09601181683894
6.891938257577819,85,284.7710487444608
7.058261067482293,86,283.8404726735598
7.230838364822614,87,282.9394387001477
7.363097920077097,88,282.39290989660265
7.541245459552444,89,279.71935007385525
7.6760992541526205,90,276.98670605613
7.859537305692069,91,273.44165435745936
7.9965535098945315,92,270.98966026587885
8.184930564043999,93,268.55243722304283
8.33063774295648,94,267.13441654357456
8.473061122257839,95,266.02658788774
8.619165545014738,96,265.2584933530281
8.822454757224136,97,264.0324963072378
8.977680498782219,98,262.9689807976366
9.128933347146273,99,262.1861152141802
9.28399281865738,100,262.1861152141802
9.442976215473088,101,263.8404726735598
9.597321544370372,102,263.5450516986706
9.755404100736131,103,263.41211225997046
9.917333999546388,104,263.5450516986706
10.083224987834548,105,264.9483013293944
10.253194588767297,106,264.4017725258493
10.417575859721632,107,263.63367799113735
10.585809115748917,108,262.8655834564254
10.758003408639935,109,262.42245199409155
10.871586753389128,110,261.66912850812406
11.050552250154956,111,260.2511078286558
11.222886201331546,112,258.7001477104874
11.399102192939777,113,257.35598227474145
11.579305643595353,114,255.36189069423926
11.69400588091851,115,253.67799113737075
11.880922573432047,116,251.00443131462333
12.060042487650401,117,248.24224519940915
12.181593952274879,118,246.41063515509597
12.367202557614284,119,243.41211225997043
12.55684042003699,120,241.03397341211226
12.672601171018869,121,239.33530280649924
12.868907973792403,122,237.4150664697193
13.056016187829684,123,235.3618906942393
13.178327328662581,124,234.07680945347118
13.371812419226801,125,232.4076809453471
13.498307651451075,126,231.44756277695714
13.698436884332015,127,230.94534711964548
