Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1.8322292206959883,1.5631997738397214,1.4616197180465245
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,1.8795380950278568,1.5906535219698834,1.4839354596774066
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,1.9286028077063695,1.6224421250322334,1.5101867219896055
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,1.9740584489233668,1.6560931627704822,1.5383546219674147
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,2.028059261177981,1.6940460778456483,1.5679903904271668
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,2.0819051005949736,1.7381045448547867,1.5960783678519053
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,2.1425617424915253,1.79478483669114,1.6279200450412772
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,2.2086110097415044,1.8534637706650705,1.6622359671731854
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,2.264993992629819,1.909239876798385,1.6956356136677158
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,2.33237672893096,1.9784164787357148,1.7381957032928004
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,2.40183539860859,2.0370360530381575,1.7801692701007752
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,2.4768769940384865,2.1015254394344463,1.8267672414194303
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,2.5779512936700946,2.1668244757606665,1.872294065467478
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,2.725330657427169,2.247051969805078,1.929290412023079
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,2.856058053155986,2.3220885904897797,1.9897761703060253
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,2.9717398114026587,2.411601576041152,2.061078885185632
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,3.0995254557352303,2.4949543467960895,2.140920243419658
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,3.2541707814899143,2.5738407519661886,2.2317948464909296
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,3.443735742482255,2.6662803491996123,2.3164685698006444
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,3.6058447474694493,2.7634785134983915,2.3984570803866365
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,3.819225169042125,2.86356131799433,2.4893952976463134
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,4.100481351333868,2.9915153869629725,2.595616187528799
52.0,1.949231863937383,3.2830330579565246,0.23347940267290615,4.364389163727539,3.1247154918143214,2.6886108780064215
53.0,2.0913186379114133,3.084822635834013,0.24480867081657914,4.613119397029204,3.3419367133514144,2.7838311397809905
