# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
2.058077370747923851e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.420921373413875699e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.280096327420324087e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.516636301763355732e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.298184257000684738e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.389027573168277740e-03 0.000000000000000000e+00 7.579264547530328855e-06 0.000000000000000000e+00 7.579264547530328855e-06 0.000000000000000000e+00
2.544501330703496933e-03 6.025505626894300804e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.814753308892250061e-03 1.418655210727592930e-05 7.209845534816849977e-06 0.000000000000000000e+00 7.209845534816849977e-06 0.000000000000000000e+00
7.304407190531492233e-03 4.032502693007700145e-05 1.435590274923015386e-05 0.000000000000000000e+00 1.435590274923015386e-05 6.406975899153621867e-06
1.088176481425762177e-02 6.735209171893075109e-05 3.022769305971451104e-05 0.000000000000000000e+00 3.022769305971451104e-05 7.105939403118100017e-06
1.282667834311723709e-02 1.423599169356748462e-04 6.117037264630198479e-05 0.000000000000000000e+00 6.117037264630198479e-05 1.592703301867004484e-05
2.166519314050674438e-02 1.656282693147659302e-04 9.492936078459024429e-05 0.000000000000000000e+00 9.492936078459024429e-05 5.198880899115465581e-06
2.639512903988361359e-02 2.356400364078581333e-04 1.373675768263638020e-04 0.000000000000000000e+00 1.373675768263638020e-04 1.170396080851787701e-05
2.926175296306610107e-02 3.561411867849528790e-04 2.747155376709997654e-04 0.000000000000000000e+00 2.747155376709997654e-04 4.845234070671722293e-05
3.430140018463134766e-02 4.498499329201877117e-04 4.359667073003947735e-04 0.000000000000000000e+00 4.359667073003947735e-04 7.266975444508716464e-05
4.047250747680664062e-02 6.831075879745185375e-04 7.058438495732843876e-04 0.000000000000000000e+00 7.058438495732843876e-04 1.097623025998473167e-04
5.473700910806655884e-02 8.950829505920410156e-04 9.542602929286658764e-04 0.000000000000000000e+00 9.542602929286658764e-04 1.377921144012361765e-04
6.884263455867767334e-02 1.254480797797441483e-03 1.023280783556401730e-03 0.000000000000000000e+00 1.023280783556401730e-03 1.970759767573326826e-04
7.850193977355957031e-02 1.694101607427000999e-03 2.370776608586311340e-03 0.000000000000000000e+00 2.370776608586311340e-03 4.022513167001307011e-04
9.652684628963470459e-02 2.285205060616135597e-03 2.843155059963464737e-03 0.000000000000000000e+00 2.843155059963464737e-03 4.963608807884156704e-04
1.357551366090774536e-01 3.127781441435217857e-03 3.270726650953292847e-03 0.000000000000000000e+00 3.270726650953292847e-03 7.033237488940358162e-04
2.000885754823684692e-01 4.160786047577857971e-03 4.274557344615459442e-03 0.000000000000000000e+00 4.274557344615459442e-03 9.395742672495543957e-04
2.402195036411285400e-01 6.989870220422744751e-03 7.720811292529106140e-03 0.000000000000000000e+00 7.720811292529106140e-03 1.571150613017380238e-03
2.290433049201965332e-01 2.127986634150147438e-03 2.495972905308008194e-03 3.925607597921043634e-05 2.482228912413120270e-03 2.148145576938986778e-04
3.316388726234436035e-01 4.835655912756919861e-03 9.535245597362518311e-03 0.000000000000000000e+00 9.535245597362518311e-03 1.005324185825884342e-03
