SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,1.658424075455636,3.295998561145395
51,1.7852109411306938,3.4037483353005036
52,1.9087251005943775,3.5312905159222288
53,2.0542946412802117,3.669130545359649
54,2.1960331217841973,3.7952552978404728
55,2.3473074604764466,3.9749571367960654
56,2.492093805618768,4.178391908379639
57,2.645527836580647,4.347242505273411
58,2.789547102003453,4.473643507732223
59,2.9410991694788162,4.5750868767713895
60,3.1005271216365293,4.678997513196828
61,3.24676259845616,4.780633832907767
62,3.399534921540906,4.8895250085483255
63,3.5358684189171163,4.979731680827199
64,3.701422795540636,5.077331222363424
65,3.8490727526664066,5.162708768107111
66,4.002189339946645,5.281869207278656
67,4.134073017989484,5.364625839730775
68,4.297609020790753,5.4475834624659845
69,4.438387551251412,5.516246656267404
70,4.612848329419118,5.629754355388144
71,4.762936382575863,5.704757229363485
72,4.917388364118559,5.769599821205788
73,5.04414557229201,5.8232887922714776
74,5.206651492909871,5.91079236856525
75,5.373737289661653,6.027785685839946
76,5.510751380834336,6.114390612245744
77,5.65077692188168,6.216739330848985
78,5.830093858735267,6.392606721848178
79,5.9770131818759085,6.488488019786466
80,6.127044501216197,6.583449675518322
81,6.280214482862782,6.715066599146015
82,6.436547553740773,6.871722892241815
83,6.596065774621037,7.0100109066880005
84,6.758788717127001,7.079041689384949
85,6.882944328993475,7.12482593593901
86,7.051314723485368,7.184507543956479
87,7.222929885887396,7.251754872874755
88,7.353776306456494,7.2793383326817835
89,7.531090252205096,7.333903621381775
90,7.666216917034915,7.378093345023275
91,7.849241734747805,7.447121894494852
92,7.988651455432529,7.518121935321073
93,8.177382403083039,7.606879244336292
94,8.321065170061159,7.697734891907024
95,8.46657293854438,7.81952964372235
96,8.613900426061454,7.9936470793233845
97,8.813156671342265,8.26919135809587
98,8.96470378407691,8.52089193626213
99,9.118045505078774,8.805456658939962
100,9.27317206867788,9.153827310244392
101,9.43007269490069,9.73635342793602
102,9.58873560276994,10.188318937598892
103,9.749148026266017,10.470911275631943
104,9.911296232903506,10.733010644400514
105,10.075165544860939,10.971919307660398
106,10.240740362585964,11.235525656907118
107,10.408004190783336,11.529102783878976
108,10.576939666678843,11.767260190125151
109,10.747528590438506,11.985161348995833
110,10.862163768931895,12.208362398309216
111,11.035465825156916,12.431956495287324
112,11.210368956667406,12.61838972214634
113,11.386852185757396,12.833596717933395
114,11.564893863921924,13.057039848876634
115,11.684443143597386,13.157642185242313
116,11.865032433823059,13.313359630393519
117,12.047119470537792,13.496478750806814
118,12.169331196658252,13.688751415357387
119,12.353861440878127,13.973108894721092
120,12.539825033771278,14.143476298284623
121,12.664584768785309,14.252561317887107
122,12.852881684242274,14.41511332595372
123,13.042544673427637,14.5941197385298
124,13.169732865216234,14.743237556074279
125,13.361615184557813,15.225962618662177
126,13.49025876910861,15.456831670598211
127,13.684287694692006,15.655899593297711
