# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
4.714772221632301807e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.176739116199314594e-04 5.310468168318038806e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.372674363665282726e-03 4.948625246470328420e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.481827232055366039e-03 2.432201654301024973e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.090675989165902138e-03 4.099486250197514892e-05 2.600990046630613506e-05 0.000000000000000000e+00 2.600990046630613506e-05 8.032166988414246589e-06
3.302301280200481415e-03 3.650845246738754213e-05 3.884975740220397711e-05 0.000000000000000000e+00 3.884975740220397711e-05 7.546258530055638403e-06
4.711777437478303909e-03 5.606396371149457991e-05 6.182789365993812680e-05 7.979589099704753608e-06 6.182789365993812680e-05 0.000000000000000000e+00
6.418728269636631012e-03 6.108839443186298013e-05 8.478792005917057395e-05 0.000000000000000000e+00 8.478792005917057395e-05 1.311532378167612478e-05
9.532953612506389618e-03 7.124734111130237579e-05 1.018861221382394433e-04 0.000000000000000000e+00 1.018861221382394433e-04 2.420962846372276545e-05
1.967112347483634949e-02 1.488569541834294796e-04 3.015669935848563910e-04 0.000000000000000000e+00 3.015669935848563910e-04 3.819138510152697563e-05
2.782185375690460205e-02 2.199080336140468717e-04 5.652072140946984291e-04 0.000000000000000000e+00 5.652072140946984291e-04 4.315370460972189903e-05
3.358993679285049438e-02 3.334889188408851624e-04 9.650996653363108635e-04 0.000000000000000000e+00 9.650996653363108635e-04 1.488430134486407042e-04
3.914657607674598694e-02 5.631463718600571156e-04 1.510734204202890396e-03 0.000000000000000000e+00 1.510734204202890396e-03 1.390848337905481458e-04
4.452951624989509583e-02 9.013428934849798679e-04 2.838132902979850769e-03 0.000000000000000000e+00 2.838132902979850769e-03 3.361666167620569468e-04
5.177211388945579529e-02 1.165179535746574402e-03 2.983471378684043884e-03 0.000000000000000000e+00 2.983471378684043884e-03 3.306519356556236744e-04
5.828275904059410095e-02 1.471045892685651779e-03 3.650693688541650772e-03 0.000000000000000000e+00 3.650693688541650772e-03 5.684028146788477898e-04
6.756117194890975952e-02 1.810212153941392899e-03 4.914759192615747452e-03 0.000000000000000000e+00 4.914759192615747452e-03 6.965072825551033020e-04
8.079792559146881104e-02 2.291970886290073395e-03 6.043970119208097458e-03 1.708994386717677116e-05 6.043970119208097458e-03 1.057624584063887596e-03
9.061598032712936401e-02 2.696869662031531334e-03 7.013205438852310181e-03 0.000000000000000000e+00 7.013205438852310181e-03 1.277222996577620506e-03
1.042555272579193115e-01 3.287879284471273422e-03 8.730459958314895630e-03 3.517755249049514532e-05 8.720047771930694580e-03 1.735582598485052586e-03
1.093804538249969482e-01 4.176742397248744965e-03 1.282680127769708633e-02 1.483058804296888411e-05 1.282118633389472961e-02 2.185937482863664627e-03
1.197248548269271851e-01 5.101181566715240479e-03 1.556808128952980042e-02 2.030884206760674715e-05 1.556116901338100433e-02 2.931080060079693794e-03
1.289453059434890747e-01 5.924675147980451584e-03 1.380661875009536743e-02 6.005112663842737675e-05 1.376398280262947083e-02 3.696978557854890823e-03
1.412250995635986328e-01 6.553093437105417252e-03 1.351828128099441528e-02 2.404379920335486531e-04 1.336389780044555664e-02 4.132429137825965881e-03
1.529282778501510620e-01 7.316076662391424179e-03 1.848795637488365173e-02 3.062763134948909283e-04 1.830339059233665466e-02 5.146150942891836166e-03
