SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,0.588579847511807,1.8027136725499826
36,0.6296157675006637,1.8556121934967642
37,0.6735067612001536,1.8969134634476348
38,0.7204501377792731,1.9476664131223667
39,0.7758651800373145,2.001039829443597
40,0.8299211591567458,2.0525545322912615
41,0.8877297039012763,2.1153188846063498
42,0.9559611038451133,2.175758449313627
43,1.0225083933455177,2.2384216365195564
44,1.0936628506455037,2.312474943068539
45,1.1776285666554693,2.3962090582641125
46,1.259501882076255,2.4770348440632843
47,1.347020121131645,2.561271434966599
48,1.4502627846921008,2.6626071625430394
49,1.550895775549458,2.771221194915462
50,1.658424075455636,2.890810636680151
51,1.7852109411306938,3.0189336792200225
52,1.9087251005943775,3.173086750001128
53,2.0542946412802117,3.3491959993076468
54,2.1960331217841973,3.500532749577503
55,2.3473074604764466,3.69670551891028
56,2.492093805618768,3.965983143978363
57,2.645527836580647,4.250556799557666
58,2.789547102003453,4.457111833625035
59,2.9410991694788162,4.620027857426593
60,3.1005271216365293,4.779452456688235
61,3.24676259845616,5.004038552374691
62,3.399534921540906,5.232782913695867
63,3.5358684189171163,5.487395617741649
64,3.701422795540636,5.69544512622511
65,3.8490727526664066,5.823520154419575
66,4.002189339946645,5.912499892681418
67,4.134073017989484,5.978141085915224
68,4.297609020790753,6.055872067999789
69,4.438387551251412,6.136176172353058
70,4.612848329419118,6.249789726356229
71,4.762936382575863,6.343228322387288
72,4.917388364118559,6.451730023523716
73,5.04414557229201,6.5561668078457895
74,5.206651492909871,6.714689630703941
75,5.373737289661653,6.844708011613409
76,5.510751380834336,6.941463393960632
77,5.65077692188168,7.054583851802601
78,5.830093858735267,7.1892518079276915
79,5.9770131818759085,7.32985210391963
80,6.127044501216197,7.453266837416709
81,6.280214482862782,7.589343958748842
82,6.436547553740773,7.671212214149672
83,6.596065774621037,7.753791528507589
84,6.758788717127001,7.8488045484229
85,6.882944328993475,7.938067459661373
86,7.051314723485368,8.048651420130675
87,7.222929885887396,8.151394079688787
88,7.353776306456494,8.233267694830504
89,7.531090252205096,8.383095678041919
90,7.666216917034915,8.519550214461198
91,7.849241734747805,8.71360499285521
92,7.988651455432529,8.868824875394486
93,8.177382403083039,9.09018038726398
94,8.321065170061159,9.271546872408676
95,8.46657293854438,9.469446371595783
96,8.613900426061454,9.669171755843548
97,8.813156671342265,9.914701485673692
98,8.96470378407691,10.119826808860639
99,9.118045505078774,10.357065912835601
100,9.27317206867788,10.668913503185966
101,9.43007269490069,11.089507556173059
102,9.58873560276994,11.716741059146424
103,9.749148026266017,12.653532649823154
104,9.911296232903506,14.090118291218431
105,10.075165544860939,15.317462328428963
106,10.240740362585964,16.18923311587904
107,10.408004190783336,17.083077102863804
108,10.576939666678843,17.73549870811477
109,10.747528590438506,18.242776743685674
110,10.862163768931895,18.53168464305867
111,11.035465825156916,19.002764775289048
112,11.210368956667406,19.435038596949394
113,11.386852185757396,19.757984424087258
114,11.564893863921924,20.041725533249462
115,11.684443143597386,20.21848442781545
116,11.865032433823059,20.48715930535679
117,12.047119470537792,20.731097192144798
118,12.169331196658252,20.871266922285848
119,12.353861440878127,21.064244392762472
120,12.539825033771278,21.24329725642619
121,12.664584768785309,21.364162986488545
122,12.852881684242274,21.581402217360225
123,13.042544673427637,21.781685014659786
124,13.169732865216234,21.895116784118017
125,13.361615184557813,22.087795895685517
126,13.49025876910861,22.18846969526296
127,13.684287694692006,22.3357357223325
