# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
5.023682606406509876e-04 1.444309691578382626e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.086013210937380791e-04 2.471723564667627215e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.050856546498835087e-03 2.303419387317262590e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.170423114672303200e-03 2.227839286206290126e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.548894379287958145e-03 2.173192115151323378e-05 9.963824595615733415e-06 0.000000000000000000e+00 9.963824595615733415e-06 0.000000000000000000e+00
2.386357635259628296e-03 2.133952148142270744e-05 1.010026153380749747e-05 0.000000000000000000e+00 1.010026153380749747e-05 0.000000000000000000e+00
3.439122810959815979e-03 4.430361877894029021e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.072119973599910736e-03 7.052016007946804166e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.384856194723397493e-06
1.067379862070083618e-02 9.106443030759692192e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.328958757221698761e-02 1.140995082096196711e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.716017536818981171e-02 1.488644484197720885e-04 2.454550849506631494e-05 0.000000000000000000e+00 2.454550849506631494e-05 0.000000000000000000e+00
1.710795052349567413e-02 2.328166883671656251e-04 4.641565828933380544e-05 0.000000000000000000e+00 4.641565828933380544e-05 9.379328730574343354e-06
3.023279085755348206e-02 1.413653517374768853e-04 4.862307105213403702e-05 0.000000000000000000e+00 4.862307105213403702e-05 8.207732207665685564e-06
3.759240731596946716e-02 2.351384609937667847e-04 1.064330426743254066e-04 0.000000000000000000e+00 1.064330426743254066e-04 1.586931466590613127e-05
4.526498168706893921e-02 4.550002631731331348e-04 1.033403241308405995e-04 7.179098247434012592e-06 1.033403241308405995e-04 2.558542109909467399e-05
7.999917864799499512e-02 9.274135809391736984e-04 3.568409592844545841e-04 0.000000000000000000e+00 3.568409592844545841e-04 5.804475949844345450e-05
8.152481913566589355e-02 9.279805235564708710e-04 2.669935638550668955e-04 0.000000000000000000e+00 2.669935638550668955e-04 5.818769568577408791e-05
1.565291285514831543e-01 1.652491278946399689e-03 6.866701296530663967e-04 0.000000000000000000e+00 6.866701296530663967e-04 8.234375127358362079e-05
1.905851960182189941e-01 2.523748669773340225e-03 1.738237333483994007e-03 0.000000000000000000e+00 1.738237333483994007e-03 1.760408486006781459e-04
2.325176000595092773e-01 5.212491843849420547e-03 9.427756071090698242e-03 0.000000000000000000e+00 9.427756071090698242e-03 1.149585004895925522e-03
2.583849132061004639e-01 9.264670312404632568e-03 1.147416885942220688e-02 0.000000000000000000e+00 1.147416885942220688e-02 1.387292984873056412e-03
4.181441068649291992e-01 1.401283405721187592e-02 1.236303802579641342e-02 0.000000000000000000e+00 1.236303802579641342e-02 3.263907739892601967e-03
5.913470983505249023e-01 1.805330812931060791e-02 1.046156883239746094e-02 0.000000000000000000e+00 1.046156883239746094e-02 4.354184493422508240e-03
7.895178794860839844e-01 2.341542020440101624e-02 1.838461309671401978e-02 3.579357098715263419e-06 1.838103495538234711e-02 6.019162479788064957e-03
8.226514458656311035e-01 3.168313577771186829e-02 2.815927192568778992e-02 6.065889920137124136e-06 2.815927192568778992e-02 8.865822106599807739e-03
