# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
1.378756132908165455e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.514824689365923405e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.576616825535893440e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.268065873067826033e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.947712343186140060e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.208965882658958435e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.685628904961049557e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.201511360704898834e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.338299760594964027e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.570354707539081573e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.215579643845558167e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.655789747834205627e-03 0.000000000000000000e+00 8.664521374157629907e-06 8.664521374157629907e-06 8.664521374157629907e-06 0.000000000000000000e+00
7.245083805173635483e-03 1.195539880427531898e-05 8.154083843692205846e-06 8.154083843692205846e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.019346900284290314e-02 1.393138154526241124e-05 1.489616079197730869e-05 1.489616079197730869e-05 1.489616079197730869e-05 0.000000000000000000e+00
1.174264773726463318e-02 3.234810719732195139e-05 2.851728640962392092e-05 0.000000000000000000e+00 2.851728640962392092e-05 0.000000000000000000e+00
1.096012350171804428e-02 4.342467582318931818e-05 3.642940282588824630e-05 1.569625601405277848e-05 3.642940282588824630e-05 7.983785508258733898e-06
1.977312006056308746e-02 3.844373350148089230e-05 7.312236994039267302e-05 1.464891829527914524e-05 7.312236994039267302e-05 6.850624686194350943e-06
3.398972749710083008e-02 9.417829278390854597e-05 4.872385761700570583e-05 4.872385761700570583e-05 1.504638385085854679e-05 0.000000000000000000e+00
4.552401229739189148e-02 2.365164546063169837e-04 1.539062213851138949e-04 2.266754745505750179e-05 1.463887019781395793e-04 1.060161866917042062e-05
4.502488672733306885e-02 4.011274431832134724e-04 1.877487084129825234e-04 8.346236427314579487e-05 1.615335204405710101e-04 4.250644451531115919e-06
6.528347730636596680e-02 6.036055856384336948e-04 9.842092404142022133e-04 0.000000000000000000e+00 9.842092404142022133e-04 5.620596130029298365e-05
8.119686692953109741e-02 8.413699106313288212e-04 1.022204873152077198e-03 0.000000000000000000e+00 1.022204873152077198e-03 1.560300006531178951e-05
1.179848164319992065e-01 1.082787173800170422e-03 1.602121046744287014e-03 0.000000000000000000e+00 1.602121046744287014e-03 1.458446058677509427e-04
1.283174306154251099e-01 1.438484760001301765e-03 2.661962294951081276e-03 1.461159081372898072e-05 2.647350775077939034e-03 3.204705426469445229e-04
1.804769635200500488e-01 2.255677711218595505e-03 3.660926129668951035e-03 1.696176695986650884e-05 3.649609629064798355e-03 4.352738615125417709e-04
