Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,30.679468242245196,980514032.4963071,293.9702214143853
0.51144273747843,33,32.93943870014771,1205314623.3382568,305.85780371201173
0.5471208106629557,34,37.429837518463806,1779172821.2703102,318.0522609805765
0.5891997750159086,35,41.72821270310192,2453441654.357459,332.41562273104915
0.6303016906900535,36,44.32791728212703,2959970457.9025106,344.9088589691426
0.6741780982620621,37,47.25258493353027,3584372230.42836,359.02164884820286
0.7211528104403899,38,50.78286558345643,4455066469.71935,373.3371300450734
0.7766504355647659,39,57.0162481536189,6310871491.875923,390.03591381807735
0.8307696690240871,40,61.78729689807976,8033663220.088626,403.82658338784665
0.888678746448821,41,70.78286558345643,12084121122.599703,417.7423220136944
0.9569792349999162,42,62.65878877400295,12724992614.475626,430.5992142063919
1.0235859033603345,43,100.3397341211226,34489660265.878876,441.423728624865
1.094853121042702,44,117.47415066469719,55429098966.02658,451.6412590009076
1.1789142813106497,45,124.81536189069423,66572525849.3353,470.37660625307524
1.260877564365467,46,132.8951255539143,80481388478.58197,492.18002707250434
1.3482981877900693,47,143.6927621861152,101866026587.88773,511.0911260407381
1.4517049514969056,48,147.62186115214178,110728360413.58936,528.2723871042808
1.5524152659289694,49,155.68685376661742,130141211225.99704,543.3556696232303
1.6600143869141086,50,171.18168389955684,173454948301.32938,562.2044479807505
1.7870610578518569,51,188.13884785819792,231041358936.48447,582.340378502869
1.910374663189027,52,199.03988183161002,274454948301.32938,599.3511553463633
2.0566279658005517,53,214.15066469719346,343288035450.51697,618.5511629017842
2.1979545826256524,54,234.47562776957164,452596750369.2762,637.3705841975693
2.3495344837482337,55,237.65140324963068,473581979320.53174,658.1261040580058
2.4942982026932317,56,239.615952732644,487880354505.16986,677.3206221372609
2.648679024181495,57,236.83899556868536,473867060561.2998,695.0982815464448
2.7919964070004784,58,236.8242245199409,476478581979.3205,712.1019411571389
2.9444522970841254,59,234.23929098966028,463958641063.5155,730.4546047865539
3.103679461620113,60,234.327917282127,467677991137.3707,749.0427218412971
3.2503461041698882,61,235.14032496307235,475779911373.7075,765.5097280827671
3.4035482502094134,62,236.29246676514032,486290989660.26587,778.9101383268563
3.5395210614408477,63,240.3397341211226,515161004431.3146,790.489577500468
3.706074245251531,64,243.94387001477105,543323485967.50366,803.0114836811297
3.852039404050016,65,247.341211225997,570921713441.6543,810.5315383974511
