Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,43.53028064992614,2793559822.747415,221.25432616874605
0.51144273747843,33,45.14032496307237,3120590841.949778,230.47304948541685
0.5471208106629557,34,46.73559822747415,3459837518.463811,240.300529784728
0.5891997750159086,35,48.92171344165435,3969719350.073855,251.29210982504546
0.6303016906900535,36,51.68389955686854,4688345642.54062,261.69791429984446
0.6741780982620621,37,58.7149187592319,6882732644.017725,274.73720089890924
0.7211528104403899,38,68.06499261447561,10718345642.540619,285.11338015710754
0.7766504355647659,39,75.83456425406204,14846676514.032495,296.4771284953244
0.8307696690240871,40,79.27621861152141,16971935007.385523,307.2600357958348
0.888678746448821,41,82.09748892171343,18852141802.067947,319.538416062386
0.9569792349999162,42,86.58788774002953,22150221565.731167,332.9729167207678
1.0235859033603345,43,91.74298375184637,26374298375.184635,345.12696473508674
1.094853121042702,44,95.76070901033972,30012998522.895123,357.46946326326264
1.1789142813106497,45,105.74593796159527,40480354505.16986,374.58787049948353
1.260877564365467,46,110.9010339734121,46760118168.38995,390.88245704501577
1.3482981877900693,47,114.88921713441654,52082127031.019196,405.59747950611876
1.4517049514969056,48,118.25701624815362,56913737075.332344,422.1536042099731
1.5524152659289694,49,120.08862629246676,59734416543.57459,436.220825247129
1.6600143869141086,50,144.7415066469719,104850221565.73116,461.20933363319585
1.7870610578518569,51,159.08419497784342,139656573116.69128,484.7754932360648
1.910374663189027,52,166.2333825701625,159878877400.2954,501.2594670431248
2.0566279658005517,53,168.12407680945344,166093057607.0901,518.3492022157394
2.1979545826256524,54,167.725258493353,165660265878.87738,538.4180638664498
2.3495344837482337,55,166.12998522895126,161774002954.20975,565.1980755982516
2.4942982026932317,56,130.23633677991137,131850221565.73116,581.28087180793
2.648679024181495,57,177.22304283604134,198525849335.3028,602.6292076598972
2.7919964070004784,58,211.83161004431312,340942392909.8966,621.0096299189239
2.9444522970841254,59,218.40472673559825,376023633677.9911,649.7044077382994
3.103679461620113,60,220.41358936484488,389249630723.7814,667.0557391595796
3.2503461041698882,61,226.7799113737075,426757754800.5908,673.3993734468327
3.4035482502094134,62,236.66174298375182,488530280649.9261,673.2760242751532
3.5395210614408477,63,240.7090103397341,517590841949.7784,684.1894963544534
3.706074245251531,64,242.85081240768093,536104874446.08563,694.2249684421284
3.852039404050016,65,245.43574593796157,557836041358.9364,694.3626731635909
