Time_Gyr,SnapshotNumber,VirialRadius_ckpc,VirialMass_Msun
,0,,
,1,,
,2,,
,3,,
,4,,
,5,,
,6,,
,7,,
,8,,
,9,,
,10,,
,11,,
,12,,
,13,,
,14,,
,15,,
,16,,
,17,,
,18,,
,19,,
,20,,
,21,,
,22,,
,23,,
,24,,
,25,,
,26,,
,27,,
,28,,
,29,,
,30,,
,31,,
0.4780873012769339,32,46.57311669128508,3427415066.469719
0.51144273747843,33,52.27474150664697,4839320531.757754
0.5471208106629557,34,57.97636632200886,6615155096.011816
0.5891997750159086,35,63.36779911373707,8634180206.794682
0.6303016906900535,36,67.97636632200886,10668670605.612997
0.6741780982620621,37,72.98375184638108,13213323485.967503
0.7211528104403899,38,82.95420974889215,19412850812.40768
0.7766504355647659,39,95.15509601181684,29323781388.47858
0.8307696690240871,40,101.28508124076808,35395864106.35155
0.888678746448821,41,109.85228951255539,45185967503.69276
0.9569792349999162,42,114.28360413589365,50909748892.17134
1.0235859033603345,43,117.75480059084194,55759231905.46529
1.094853121042702,44,118.81831610044313,57353028064.99261
1.1789142813106497,45,117.88774002954209,56094682422.45199
1.260877564365467,46,118.47858197932051,57029689807.976364
1.3482981877900693,47,121.13737075332348,61045790251.10783
1.4517049514969056,48,123.89955686853764,65459675036.92762
1.5524152659289694,49,129.94091580502214,75673412112.25996
1.6600143869141086,50,135.2437223042836,85532200886.26292
1.7870610578518569,51,140.47267355982274,96158788774.00294
1.910374663189027,52,148.50812407680945,113996159527.32643
2.0566279658005517,53,154.35745937961593,128546381093.0576
2.1979545826256524,54,162.88035450516986,151695716395.8641
2.3495344837482337,55,167.2378138847858,165017725258.49335
2.4942982026932317,56,171.75775480059085,179710487444.60855
2.648679024181495,57,176.6765140324963,196710487444.60855
2.7919964070004784,58,179.2466765140325,206610044313.1462
2.9444522970841254,59,196.46971935007383,273748892171.34415
3.103679461620113,60,215.45051698670605,363522895125.5539
3.2503461041698882,61,222.54062038404726,403274741506.647
3.4035482502094134,62,227.23781388478582,432527326440.17725
3.5395210614408477,63,230.32496307237813,453394387001.47705
3.706074245251531,64,235.77548005908417,490607090103.3973
3.852039404050016,65,239.7636632200886,520029542097.4889
4.005330648859183,66,240.23633677991134,527602658788.774
4.1380238212264,67,239.52732644017723,526948301329.39435
4.302863700119068,68,239.12850812407677,529404726735.5982
4.444078540437954,69,237.81388478581977,525258493353.028
4.618010469172704,70,236.4401772525849,521977843426.8833
4.767519355776625,71,236.35155096011815,526539143279.1728
4.921821313360232,72,237.94682422451993,542912850812.40765
5.048501545881991,73,239.29098966026586,557051698670.6056
5.210902319443069,74,240.97488921713438,575497784342.6882
5.378187481427072,75,243.4268833087149,600490398818.316
5.516742183317032,76,251.74298375184637,671047267355.9822
5.657151746908872,77,262.98375184638104,773177252584.9335
5.835657267816712,78,267.0014771048744,820657311669.1284
5.984925889355137,79,271.2850812407681,870951255539.1432
6.1314743443417274,80,275.39143279172816,922468242245.1993
6.288280009550495,81,277.68094534711963,957827178729.6897
6.441930961431011,82,283.61890694239287,1034332348596.7502
6.60150134785066,83,284.85967503692757,1062612998522.895
6.767286363666197,84,285.09601181683894,1080779911373.7075
6.891938257577819,85,284.7710487444608,1089270310192.0236
7.058261067482293,86,283.8404726735598,1095423929098.966
7.230838364822614,87,282.9394387001477,1102680945347.1196
7.363097920077097,88,282.39290989660265,1110035450516.9866
7.541245459552444,89,279.71935007385525,1097472673559.8226
7.6760992541526205,90,276.98670605613,1079918759231.9054
7.859537305692069,91,273.44165435745936,1058098966026.5878
7.996553509894531,92,270.98966026587885,1044701624815.3618
8.184930564043999,93,268.55243722304283,1036775480059.0841
8.33063774295648,94,267.13441654357456,1035881831610.0442
8.473061122257839,95,266.02658788774,1038818316100.4431
8.619165545014738,96,265.2584933530281,1046420974889.217
8.822454757224136,97,264.0324963072378,1054483013293.9438
8.977680498782219,98,262.9689807976366,1059381093057.607
9.128933347146274,99,262.1861152141802,1068107828655.8345
9.28399281865738,100,262.1861152141802,1086983751846.381
9.442976215473088,101,263.8404726735598,1127815361890.694
9.597321544370372,102,263.5450516986706,1144754800590.8418
9.755404100736131,103,263.41211225997046,1164645494830.1328
9.91733399954639,104,263.5450516986706,1188943870014.771
10.083224987834548,105,264.9483013293944,1231954209748.892
10.253194588767297,106,264.4017725258493,1249155096011.8167
10.417575859721632,107,263.63367799113735,1263740029542.0974
10.585809115748921,108,262.8655834564254,1279069423929.0989
10.758003408639935,109,262.42245199409155,1299864106351.5508
10.87158675338913,110,261.66912850812406,1307242245199.4092
11.050552250154956,111,260.2511078286558,1314545051698.6704
11.222886201331546,112,258.7001477104874,1320233382570.1624
11.399102192939777,113,257.35598227474145,1329580502215.6572
11.579305643595353,114,255.36189069423926,1329391432791.728
11.69400588091851,115,253.67799113737075,1323756277695.7163
11.880922573432047,116,251.00443131462333,1313261447562.7769
12.060042487650401,117,248.24224519940915,1301273264401.7725
12.181593952274879,118,246.41063515509597,1293740029542.0974
12.367202557614286,119,243.41211225997043,1278420974889.217
12.55684042003699,120,241.03397341211226,1272991137370.7532
12.672601171018869,121,239.33530280649924,1267692762186.1152
12.868907973792403,122,237.4150664697193,1269590841949.7783
13.056016187829684,123,235.3618906942393,1269821270310.192
13.178327328662581,124,234.07680945347118,1271348596750.3691
13.371812419226801,125,232.4076809453471,1278205317577.5479
13.498307651451077,126,231.44756277695714,1285558345642.5405
13.698436884332015,127,230.94534711964548,1312709010339.7341
