Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir
,0,,
,1,,
,2,,
,3,,
,4,,
,5,,
,6,,
,7,,
,8,,
,9,,
,10,,
,11,,
,12,,
,13,,
,14,,
,15,,
,16,,
,17,,
,18,,
,19,,
,20,,
,21,,
,22,,
,23,,
,24,,
,25,,
,26,,
,27,,
,28,,
,29,,
,30,,
,31,,
0.4780873012769339,32,46.05612998522895,3314460856.720827
0.51144273747843,33,53.02806499261447,5063308714.918759
0.5471208106629557,34,56.57311669128507,6145598227.474151
0.5891997750159086,35,59.4682422451994,7143825701.624815
0.6303016906900535,36,61.44756277695716,7877533234.859674
0.6741780982620621,37,63.870014771048744,8854682422.451994
0.7211528104403899,38,66.39586410635155,9959453471.196455
0.7766504355647659,39,72.40768094534712,12918109305.760708
0.8307696690240871,40,76.77991137370752,15401033973.412111
0.888678746448821,41,80.45790251107827,17742836041.358936
0.9569792349999162,42,85.77548005908419,21530723781.388477
1.0235859033603345,43,103.29394387001477,37633530280.649925
1.094853121042702,44,110.51698670605612,46146085672.08272
1.1789142813106497,45,115.80502215657312,53164549483.01329
1.260877564365467,46,121.80206794682421,61947415066.46972
1.3482981877900693,47,129.5864106351551,74746085672.08272
1.4517049514969056,48,141.9497784342688,98442688330.87149
1.5524152659289694,49,152.14180206794683,121487887740.02954
1.6600143869141086,50,160.5317577548006,143038109305.7607
1.7870610578518569,51,199.3943870014771,275031019202.36334
1.910374663189027,52,214.31314623338255,342618906942.3929
2.0566279658005517,53,235.77548005908417,458143279172.8212
2.1979545826256524,54,243.89955686853764,509381093057.60706
2.3495344837482337,55,243.85524372230427,511692762186.1152
2.4942982026932317,56,247.2082717872969,535741506646.9719
2.648679024181495,57,258.6262924667651,617057607090.1034
2.7919964070004784,58,269.23190546528804,700051698670.6056
2.9444522970841254,59,288.4047267355982,865930576070.901
3.103679461620113,60,302.3190546528803,1004286558345.6425
3.2503461041698882,61,307.9911373707533,1069044313146.2333
3.4035482502094134,62,313.8700147710487,1139805022156.573
3.5395210614408477,63,318.8330871491876,1202834564254.062
3.706074245251531,64,319.91137370753324,1225422451994.0916
3.852039404050016,65,317.79911373707534,1210840472673.5598
4.005330648859183,66,316.11521418020675,1201958641063.5154
4.1380238212264,67,315.18463810930575,1200565731166.9128
4.302863700119068,68,312.629246676514,1182948301329.3943
4.444078540437954,69,310.930576070901,1173917282127.031
4.618010469172704,70,310.9010339734121,1186722304283.604
4.767519355776625,71,310.9010339734121,1198381093057.607
4.921821313360232,72,310.63515509601183,1207886262924.6675
5.048501545881991,73,311.1964549483013,1225203840472.6736
5.210902319443069,74,312.3190546528803,1252883308714.9187
5.378187481427072,75,313.24963072378137,1279635155096.0117
5.516742183317032,76,313.95864106351553,1301549483013.294
5.657151746908872,77,314.32791728212703,1320212703101.9202
5.835657267816712,78,315.55391432791725,1354648449039.8818
5.984925889355137,79,316.64697193500734,1385125553914.328
6.1314743443417274,80,316.98670605612995,1406641063515.5095
6.288280009550495,81,316.9719350073855,1424669128508.124
6.441930961431011,82,317.0162481536189,1444475627769.5715
6.60150134785066,83,317.725258493353,1474519940915.805
6.767286363666197,84,318.7592319054653,1510576070901.034
6.891938257577819,85,318.93648449039875,1530280649926.1445
7.058261067482293,86,318.87740029542095,1553220088626.2925
7.230838364822614,87,318.87740029542095,1578567208271.787
7.363097920077097,88,319.77843426883305,1611890694239.2908
7.541245459552444,89,326.64697193500734,1747813884785.8196
7.6760992541526205,90,327.4002954209749,1783426883308.7148
7.859537305692069,91,327.1935007385524,1812998522895.1255
7.996553509894531,92,326.64697193500734,1829704579025.1106
8.184930564043999,93,325.7754800590842,1850723781388.4785
8.33063774295648,94,324.903988183161,1863545051698.6704
8.473061122257839,95,324.0768094534712,1878183161004.4312
8.619165545014738,96,323.17577548005903,1892289512555.3914
8.822454757224136,97,320.66469719350073,1888936484490.3987
8.977680498782219,98,318.31610044313146,1879025110782.8655
9.128933347146274,99,316.1595273264401,1872821270310.192
9.28399281865738,100,313.8847858197932,1865051698670.6055
9.442976215473088,101,311.66912850812406,1858892171344.1653
9.597321544370372,102,309.63072378138844,1856410635155.096
9.755404100736131,103,307.5036927621861,1852924667651.403
9.91733399954639,104,305.6129985228951,1854017725258.4932
10.083224987834548,105,303.63367799113735,1854224519940.9158
10.253194588767297,106,302.05317577548004,1862127031019.2021
10.417575859721632,107,300.5169867060561,1871875923190.5464
10.585809115748921,108,299.39438700147707,1889704579025.1106
10.758003408639935,109,297.9320531757754,1902023633677.991
10.87158675338913,110,296.57311669128507,1903441654357.4592
11.050552250154956,111,294.2983751846381,1901048744460.8567
11.222886201331546,112,291.6543574593796,1891994091580.5022
11.399102192939777,113,289.0103397341211,1883057607090.1033
11.579305643595353,114,286.61742983751844,1879601181683.8994
11.69400588091851,115,284.903988183161,1875155096011.8167
11.880922573432047,116,282.58493353028064,1873707533234.8596
12.060042487650401,117,280.2215657311669,1871920236336.7798
12.181593952274879,118,278.75923190546524,1873057607090.1033
12.367202557614286,119,276.42540620384045,1872274741506.6467
12.55684042003699,120,274.35745937961593,1877267355982.2747
12.672601171018869,121,273.42688330871493,1890147710487.4446
12.868907973792403,122,275.83456425406206,1991196454948.3013
13.056016187829684,123,275.36189069423926,2033677991137.3706
13.178327328662581,124,274.32791728212703,2046543574593.796
13.371812419226801,125,272.45199409158045,2059468242245.1992
13.498307651451077,126,271.1964549483013,2067991137370.7532
13.698436884332015,127,269.2023633677991,2079054652880.3542
