Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
4.005330648859183,66,278.2127031019202,819443131462.3337,820.7059290049651
4.1380238212264,67,284.35745937961593,881556868537.6661,828.5901059491636
4.302863700119068,68,309.5125553914328,1147939438700.1477,840.5158306662007
4.444078540437954,69,317.3264401772526,1247838995568.6853,853.8130772845507
4.618010469172704,70,323.82570162481534,1340915805022.1565,887.1281279204811
4.767519355776625,71,330.5612998522895,1440545051698.6704,896.2206160928417
4.921821313360232,72,333.2348596750369,1491211225997.0457,902.9125716792325
5.048501545881991,73,333.9143279172821,1513545051698.6704,914.9291430602923
5.210902319443069,74,334.4165435745938,1538094534711.9644,948.0709057369579
5.378187481427072,75,340.79763663220086,1647769571639.5862,944.4056972337428
5.516742183317032,76,348.2570162481536,1776514032496.3071,948.3027295540224
5.657151746908872,77,351.7872968980797,1850782865583.4563,945.8579245838474
5.835657267816712,78,352.4519940915805,1887621861152.1416,944.7281911337244
5.984925889355137,79,351.122599704579,1888522895125.5537,954.7520605947053
6.1314743443417274,80,349.8227474150665,1890782865583.4563,963.4384331853927
6.288280009550495,81,350.0443131462333,1918862629246.6763,968.1009767780987
6.441930961431011,82,346.2924667651403,1882658788774.003,965.8247759223134
6.60150134785066,83,344.87444608567205,1885775480059.084,966.7964968212905
6.767286363666197,84,343.3382570162481,1887651403249.6306,967.0563876647094
6.891938257577819,85,341.8168389955687,1883766617429.8374,968.4667506604007
7.058261067482293,86,338.271787296898,1854268833087.1492,974.8641474323482
7.230838364822614,87,335.450516986706,1837548005908.4194,976.6829143444921
7.363097920077097,88,333.1757754800591,1823101920236.3367,978.9314637379823
7.541245459552444,89,329.423929098966,1792629246676.514,979.9581489489331
7.6760992541526205,90,326.61742983751844,1770649926144.756,979.7092331603012
7.859537305692069,91,323.97341211225995,1759837518463.8108,979.5639321478158
7.996553509894531,92,322.1270310192024,1754726735598.2273,979.0047931978179
8.184930564043999,93,320.0295420974889,1754505169867.0605,976.1595160660498
8.33063774295648,94,318.7001477104874,1758877400295.421,976.5043393755832
8.473061122257839,95,317.9911373707533,1774327917282.127,975.8903164653889
8.619165545014738,96,316.79468242245196,1782437223042.836,979.5497326388446
8.822454757224136,97,315.05169867060556,1791521418020.6794,980.2222635294154
8.977680498782219,98,313.7223042836041,1798774002954.2097,979.9598579252065
9.128933347146274,99,312.4963072378139,1808522895125.5537,980.063858067005
9.28399281865738,100,311.5361890694239,1823485967503.6926,975.9453614545639
9.442976215473088,101,310.3101920236337,1834682422451.994,964.6504683711494
9.597321544370372,102,308.9364844903988,1843884785819.793,955.478824863238
9.755404100736131,103,307.5036927621861,1852806499261.4475,949.058034473503
9.91733399954639,104,305.8197932053175,1857917282127.031,944.3658649651173
10.083224987834548,105,304.1802067946824,1864254062038.4045,940.3130889140897
10.253194588767297,106,302.821270310192,1876395864106.3513,932.8579285775941
10.417575859721632,107,301.31462333825704,1886720827178.7295,928.9955078699458
10.585809115748921,108,299.7193500738552,1895908419497.7842,921.3238772826248
10.758003408639935,109,298.4490398818316,1911935007385.5242,912.3728546018929
10.87158675338913,110,297.4150664697193,1919438700147.7104,907.9798034617131
11.050552250154956,111,296.1299852289512,1936602658788.774,900.92552839373
11.222886201331546,112,295.4505169867061,1966602658788.774,891.1075428792324
11.399102192939777,113,295.56868537666173,2014357459379.6157,880.7538248003384
11.579305643595353,114,294.2392909896602,2033692762186.115,872.0004817081451
11.69400588091851,115,292.98375184638104,2039438700147.7104,868.1742281996255
11.880922573432047,116,291.0487444608567,2047149187592.3188,860.3448270914022
12.060042487650401,117,289.1728212703102,2056898079763.663,851.7990487433475
12.181593952274879,118,287.79911373707534,2061063515509.601,843.310618085521
12.367202557614286,119,285.9970457902511,2073382570162.4814,831.9212602313435
12.55684042003699,120,284.0768094534712,2083796159527.3264,817.2162001154077
12.672601171018869,121,282.821270310192,2091521418020.6794,806.9651266241602
12.868907973792403,122,280.9453471196455,2103796159527.3264,794.8740821319226
13.056016187829684,123,279.06942392909895,2116824224519.9407,783.5275640150038
13.178327328662581,124,277.9025110782865,2127680945347.1194,770.897659154804
13.371812419226801,125,276.46971935007383,2151890694239.2908,758.398847945583
13.498307651451077,126,274.96307237813886,2155583456425.406,748.9997053616654
13.698436884332015,127,272.8064992614475,2163737075332.3484,736.5743715174218
