Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,55.036927621861146,5655524372.230428,293.9702214143853
0.51144273747843,33,55.93796159527326,5939645494.8301325,305.85780371201173
0.5471208106629557,34,58.18316100443131,6688271787.296898,318.0522609805765
0.5891997750159086,35,67.91728212703102,10644859675.036926,332.41562273104915
0.6303016906900535,36,74.06203840472674,13809497784.342688,344.9088589691426
0.6741780982620621,37,81.75775480059085,18580502215.65731,359.02164884820286
0.7211528104403899,38,86.80945347119645,22249926144.756275,373.3371300450734
0.7766504355647659,39,90.16248153618906,24946528803.54505,390.03591381807735
0.8307696690240871,40,94.59379615952733,28833087149.18759,403.82658338784665
0.888678746448821,41,99.63072378138848,33693796159.527325,417.7423220136944
0.9569792349999162,42,113.81093057607089,50291875923.190544,430.5992142063919
1.0235859033603345,43,136.2333825701625,86345347119.6455,441.423728624865
1.094853121042702,44,142.05317577548004,97997784342.68832,451.6412590009076
1.1789142813106497,45,150.0295420974889,115613589364.8449,470.37660625307524
1.260877564365467,46,165.67208271787294,155899556868.53766,492.18002707250434
1.3482981877900693,47,171.4180206794682,172963072378.13882,511.0911260407381
1.4517049514969056,48,176.39586410635155,188902511078.28656,528.2723871042808
1.5524152659289694,49,176.73559822747416,190403249630.72375,543.3556696232303
1.6600143869141086,50,174.7562776957164,184540620384.04724,562.2044479807505
1.7870610578518569,51,173.3530280649926,180750369276.2186,582.340378502869
1.910374663189027,52,173.66322008862628,182326440177.25256,599.3511553463633
2.0566279658005517,53,175.3914327917282,188586410635.1551,618.5511629017842
2.1979545826256524,54,178.4194977843427,199419497784.34268,637.3705841975693
2.3495344837482337,55,201.698670605613,289505169867.06055,658.1261040580058
2.4942982026932317,56,214.18020679468242,348404726735.5982,677.3206221372609
2.648679024181495,57,223.13146233382568,396233382570.1625,695.0982815464448
2.7919964070004784,58,229.3943870014771,433002954209.74884,712.1019411571389
2.9444522970841254,59,231.0782865583456,445360413589.3648,730.4546047865539
3.103679461620113,60,231.86115214180205,453106351550.9601,749.0427218412971
3.2503461041698882,61,234.09158050221563,469364844903.98816,765.5097280827671
3.4035482502094134,62,245.22895125553913,543531757754.80054,778.9101383268563
3.5395210614408477,63,256.76514032496306,628203840472.6735,790.489577500468
3.706074245251531,64,264.2245199409158,690425406203.8405,803.0114836811297
3.852039404050016,65,271.8463810930576,757887740029.542,810.5315383974511
