Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,22.7917282127031,401016248.1536189,221.25432616874605
0.51144273747843,33,24.490398818316095,485042836.0413589,230.47304948541685
0.5471208106629557,34,25.52437223042836,562611521.4180206,240.300529784728
0.5891997750159086,35,27.163958641063516,681048744.4608567,251.29210982504546
0.6303016906900535,36,28.83308714918759,813706056.1299852,261.69791429984446
0.6741780982620621,37,31.669128508124075,1079703101.9202363,274.73720089890924
0.7211528104403899,38,40.635155096011815,2282540620.384047,285.11338015710754
0.7766504355647659,39,43.75184638109305,2846395864.1063514,296.4771284953244
0.8307696690240871,40,45.86410635155096,3286144756.2776957,307.2600357958348
0.888678746448821,41,48.020679468242236,3766883308.7149186,319.538416062386
0.9569792349999162,42,49.52732644017725,4132215657.311669,332.9729167207678
1.0235859033603345,43,49.82274741506646,4221713441.654357,345.12696473508674
1.094853121042702,44,51.32939438700147,4623072378.138847,357.46946326326264
1.1789142813106497,45,53.76661742983751,5322673559.822747,374.58787049948353
1.260877564365467,46,58.77400295420974,6955657311.669128,390.88245704501577
1.3482981877900693,47,63.64844903988183,8855391432.791727,405.59747950611876
1.4517049514969056,48,83.87001477104874,20307828655.834564,422.1536042099731
1.5524152659289694,49,90.73855243722303,25771787296.89808,436.220825247129
1.6600143869141086,50,88.87740029542097,24275627769.571636,461.20933363319585
1.7870610578518569,51,94.19497784342688,28990398818.316097,484.7754932360648
1.910374663189027,52,93.78138847858197,28707237813.884785,501.2594670431248
2.0566279658005517,53,99.57163958641063,36757163958.64106,518.3492022157394
2.1979545826256524,54,123.60413589364845,66302511078.28655,538.4180638664498
2.3495344837482337,55,148.55243722304283,115657754800.59084,565.1980755982516
2.4942982026932317,56,158.7149187592319,141773855243.7223,581.28087180793
2.648679024181495,57,185.18463810930575,226539143279.17282,602.6292076598972
2.7919964070004784,58,193.5007385524372,259889217134.41653,621.0096299189239
2.9444522970841254,59,199.7341211225997,287598227474.15063,649.7044077382994
3.103679461620113,60,206.1447562776957,318401772525.8493,667.0557391595796
3.2503461041698882,61,208.62629246676514,332240768094.53467,673.3993734468327
3.4035482502094134,62,214.0324963072378,361369276218.6115,673.2760242751532
3.5395210614408477,63,220.41358936484488,397342688330.87146,684.1894963544534
3.706074245251531,64,228.3604135893648,445769571639.58636,694.2249684421284
3.852039404050016,65,246.20384047267356,563076809453.4712,694.3626731635909
