Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir
,0,,
,1,,
,2,,
,3,,
,4,,
,5,,
,6,,
,7,,
,8,,
,9,,
,10,,
,11,,
,12,,
,13,,
,14,,
,15,,
,16,,
,17,,
,18,,
,19,,
,20,,
,21,,
,22,,
,23,,
,24,,
,25,,
,26,,
,27,,
,28,,
,29,,
,30,,
,31,,
0.4780873012769339,32,25.317577548005907,547268833.0871491
0.51144273747843,33,27.385524372230424,694641063.5155096
0.5471208106629557,34,29.807976366322006,894732644.0177252
0.5891997750159086,35,33.456425406203834,1263197932.0531757
0.6303016906900535,36,42.23042836041358,2555775480.059084
0.6741780982620621,37,45.02215657311669,3098301329.394387
0.7211528104403899,38,47.32644017725258,3600960118.16839
0.7766504355647659,39,48.22747415066469,3811875923.190546
0.8307696690240871,40,45.02215657311669,3579350073.8552437
0.888678746448821,41,62.540620384047266,8338729689.807976
0.9569792349999162,42,75.52437223042836,14688404726.735598
1.0235859033603345,43,81.21122599704579,18286558345.64254
1.094853121042702,44,94.84490398818315,29172525849.3353
1.1789142813106497,45,101.94977843426882,36275480059.08419
1.260877564365467,46,104.80059084194977,39471344165.435745
1.3482981877900693,47,116.01181683899557,53616691285.08124
1.4517049514969056,48,120.73855243722302,60571935007.38552
1.5524152659289694,49,124.28360413589364,66219350073.85524
1.6600143869141086,50,126.79468242245198,70496159527.32643
1.7870610578518569,51,136.15952732644018,87557459379.61595
1.910374663189027,52,157.17872968980797,135153914327.91727
2.0566279658005517,53,164.68242245199409,156112259970.4579
2.1979545826256524,54,153.66322008862628,150836041358.93646
2.3495344837482337,55,158.49335302806497,140489512555.39142
2.4942982026932317,56,187.0457902511078,232072378138.84784
2.648679024181495,57,228.1536189069424,423573116691.28503
2.7919964070004784,58,231.78729689807972,446672082717.8729
2.9444522970841254,59,240.25110782865582,500559822747.41504
3.103679461620113,60,257.5923190546528,621264401772.5258
3.2503461041698882,61,264.3426883308715,675960118168.3899
3.4035482502094134,62,280.66469719350073,814970457902.511
3.5395210614408477,63,293.85524372230424,941701624815.3618
3.706074245251531,64,301.0930576070901,1021673559822.7473
3.852039404050016,65,304.34268833087145,1063496307237.8138
4.005330648859183,66,308.4194977843427,1116347119645.4949
4.1380238212264,67,317.9320531757755,1232132939438.7
4.302863700119068,68,333.22008862629247,1432429837518.4636
4.444078540437954,69,336.1004431314623,1482806499261.4475
4.618010469172704,70,335.8050221565731,1495258493353.028
4.767519355776625,71,336.20384047267356,1515539143279.1726
4.921821313360232,72,336.60265878877397,1536957163958.6409
5.048501545881991,73,335.92319054652876,1541004431314.6233
5.210902319443069,74,333.9290989660266,1531299852289.5125
5.378187481427072,75,332.8508124076809,1535214180206.7947
5.516742183317032,76,330.4874446085672,1518227474150.6646
5.657151746908872,77,328.4047267355982,1505642540620.384
5.835657267816712,78,326.410635155096,1499290989660.2659
5.984925889355137,79,325.5096011816839,1504638109305.7605
6.1314743443417274,80,324.56425406203834,1510059084194.9778
6.288280009550495,81,323.58936484490397,1515731166912.8508
6.441930961431011,82,322.30428360413583,1517946824224.5198
6.60150134785066,83,321.1078286558345,1522067946824.2244
6.767286363666197,84,320.2067946824224,1531388478581.9792
6.891938257577819,85,319.5273264401772,1538833087149.1875
7.058261067482293,86,318.6410635155096,1549719350073.8552
7.230838364822614,87,317.9025110782865,1563958641063.5154
7.363097920077097,88,317.2378138847858,1573870014771.0486
7.541245459552444,89,316.4401772525849,1589054652880.3545
7.6760992541526205,90,315.89364844903986,1601979320531.7576
7.859537305692069,91,317.47415066469716,1656189069423.929
7.996553509894531,92,320.0295420974889,1720664697193.5007
8.184930564043999,93,320.8567208271787,1768109305760.709
8.33063774295648,94,326.5140324963072,1891418020679.468
8.473061122257839,95,326.98670605612995,1929379615952.7324
8.619165545014738,96,326.6617429837518,1954076809453.471
8.822454757224136,97,326.1595273264402,1987858197932.053
8.977680498782219,98,325.55391432791725,2010132939438.7
9.128933347146274,99,324.83013293943867,2031225997045.79
9.28399281865738,100,323.9143279172821,2049704579025.1106
9.442976215473088,101,322.7917282127031,2065214180206.7944
9.597321544370372,102,320.81240768094534,2064948301329.3943
9.755404100736131,103,318.3308714918759,2055435745937.9614
9.91733399954639,104,316.05612998522895,2050827178729.6897
10.083224987834548,105,314.31314623338255,2056794682422.452
10.253194588767297,106,312.9689807976366,2071536189069.4238
10.417575859721632,107,310.84194977843424,2071491875923.1904
10.585809115748921,108,308.8183161004431,2073855243722.3042
10.758003408639935,109,306.8685376661743,2078330871491.8757
10.87158675338913,110,305.8641063515509,2087902511078.2864
11.050552250154956,111,303.8700147710487,2092540620384.047
11.222886201331546,112,301.9202363367799,2098774002954.2097
11.399102192939777,113,299.615952732644,2098227474150.6646
11.579305643595353,114,296.5878877400295,2082850812407.681
11.69400588091851,115,294.7562776957164,2076602658788.774
11.880922573432047,116,292.4815361890694,2077754800590.8418
12.060042487650401,117,290.192023633678,2078729689807.9763
12.181593952274879,118,288.5967503692762,2078478581979.3203
12.367202557614286,119,286.21861152141804,2078404726735.5981
12.55684042003699,120,283.6779911373707,2075199409158.05
12.672601171018869,121,281.9202363367799,2071669128508.124
12.868907973792403,122,279.55686853766616,2072776957163.9585
13.056016187829684,123,276.70605612998526,2063515509601.1816
13.178327328662581,124,274.50516986706054,2050605612998.5227
13.371812419226801,125,271.0930576070901,2028641063515.5095
13.498307651451077,126,268.71491875923186,2011831610044.313
13.698436884332015,127,265.096011816839,1985288035450.5168
