Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,41.61004431314623,2446203840.4726734,252.49822196266572
0.51144273747843,33,47.592319054652876,3661610044.313146,263.74948487216795
0.5471208106629557,34,51.447562776957156,4625051698.670606,275.7490376791437
0.5891997750159086,35,54.78581979320532,5587060561.299852,288.4366414115773
0.6303016906900535,36,57.63663220088626,6506883308.714918,299.3709251176826
0.6741780982620621,37,66.08567208271788,9816602658.788773,313.6250787607906
0.7211528104403899,38,69.83751846381092,11587119645.49483,326.5342475916718
0.7766504355647659,39,75.55391432791727,14677119645.49483,340.6219509595626
0.8307696690240871,40,81.25553914327917,18277104874.446083,356.2859025786236
0.888678746448821,41,91.89069423929098,26447858197.932053,369.4703270542177
0.9569792349999162,42,101.6543574593796,35838552437.22304,386.6234782359131
1.0235859033603345,43,103.27917282127031,37619350073.85524,399.2692469405764
1.094853121042702,44,105.5834564254062,40241802067.94682,413.97111357993583
1.1789142813106497,45,111.22599704579024,47117577548.005905,429.2554278393043
1.260877564365467,46,113.30871491875922,49875923190.546524,447.42810193049485
1.3482981877900693,47,115.55391432791728,52988921713.44165,464.47450294670375
1.4517049514969056,48,118.87740029542097,57824076809.45347,480.13066317920436
1.5524152659289694,49,127.99113737075332,72334711964.54948,497.6397298003771
1.6600143869141086,50,165.48005908419498,156700147710.48743,510.46745050795414
1.7870610578518569,51,173.58936484490397,181466765140.32495,539.5617026859444
1.910374663189027,52,178.4194977843427,197706056129.98523,563.0601763311422
2.0566279658005517,53,184.50516986706054,219537666174.29837,594.730246181151
2.1979545826256524,54,189.83751846381094,240168389955.68683,624.398587557327
2.3495344837482337,55,195.21418020679465,262477104874.44608,651.9534040187647
2.4942982026932317,56,198.21270310192023,276211225997.0458,672.8809925695889
2.648679024181495,57,203.91432791728212,302400295420.97485,712.9059737021258
2.7919964070004784,58,232.73264401772525,452225997045.7902,717.7720473500747
2.9444522970841254,59,250.41358936484488,566836041358.9364,735.6972830831146
3.103679461620113,60,257.2821270310192,619060561299.8523,754.8808869107395
3.2503461041698882,61,263.8847858197932,672412112259.9705,772.2699183459686
3.4035482502094134,62,268.53766617429835,713768094534.7119,788.3169271771588
3.5395210614408477,63,269.5273264401772,726666174298.3751,800.3969815044445
3.706074245251531,64,270.08862629246676,737456425406.2037,815.9207351653014
3.852039404050016,65,271.4327917282127,754457902511.0782,834.0834069629066
