Time_Gyr,SnapshotNumber,VirialRadius_ckpc,VirialMass_Msun
,0,,
,1,,
,2,,
,3,,
,4,,
,5,,
,6,,
,7,,
,8,,
,9,,
,10,,
,11,,
,12,,
,13,,
,14,,
,15,,
,16,,
,17,,
,18,,
,19,,
,20,,
,21,,
,22,,
,23,,
,24,,
,25,,
,26,,
,27,,
,28,,
,29,,
,30,,
,31,,
0.4780873012769339,32,41.87592319054653,2492762186.115214
0.51144273747843,33,43.028064992614475,2705450516.986706
0.5471208106629557,34,46.336779911373704,3379719350.073855
0.5891997750159086,35,54.062038404726735,5370103397.341211
0.6303016906900535,36,56.92762186115214,6264741506.646972
0.6741780982620621,37,59.054652880354496,7003146233.382569
0.7211528104403899,38,62.96898079763663,8495598227.47415
0.7766504355647659,39,75.76070901033972,14803840472.67356
0.8307696690240871,40,90.76809453471196,25476514032.496307
0.888678746448821,41,97.22304283604134,31323042836.041355
0.9569792349999162,42,100.08862629246677,34212259970.4579
1.0235859033603345,43,106.08567208271785,40771491875.92319
1.094853121042702,44,109.14327917282127,44448153618.90694
1.1789142813106497,45,112.57016248153617,48839290989.66026
1.260877564365467,46,116.39586410635154,54076070901.033966
1.3482981877900693,47,115.74593796159526,53252141802.06794
1.4517049514969056,48,119.85228951255539,59257754800.590836
1.5524152659289694,49,123.63367799113736,65186115214.1802
1.6600143869141086,50,125.79025110782864,68837075332.34859
1.7870610578518569,51,125.59822747415066,68736927621.86115
1.910374663189027,52,127.50369276218609,72160413589.36484
2.0566279658005517,53,130.76809453471196,78166026587.88774
2.1979545826256524,54,136.410635155096,89119497784.34268
2.3495344837482337,55,144.06203840472674,105488921713.44165
2.4942982026932317,56,149.11373707533235,117577400295.42096
2.648679024181495,57,156.44017725258493,136562333825.70161
2.7919964070004784,58,160.28064992614475,147701920236.33676
2.9444522970841254,59,163.5450516986706,157908419497.78433
3.103679461620113,60,167.32644017725258,170295420974.8892
3.2503461041698882,61,168.7887740029542,175955686853.7666
3.4035482502094134,62,170.26587887740027,181926144756.27768
3.5395210614408477,63,172.54062038404726,190635155096.0118
3.706074245251531,64,176.35155096011815,205292466765.14032
3.852039404050016,65,182.7474150664697,230276218611.5214
4.005330648859183,66,196.91285081240767,290505169867.06055
4.1380238212264,67,218.19793205317575,398341211225.997
4.302863700119068,68,226.45494830132938,449612998522.8951
4.444078540437954,69,227.8434268833087,461924667651.4032
4.618010469172704,70,229.6898079763663,478553914327.91724
4.767519355776625,71,230.96011816838995,491363367799.1137
4.921821313360232,72,231.5805022156573,500443131462.3338
5.048501545881991,73,232.54062038404726,511175775480.059
5.210902319443069,74,234.68242245199406,531584933530.28064
5.378187481427072,75,237.75480059084194,559497784342.6882
5.516742183317032,76,255.90841949778434,704883308714.9187
5.657151746908872,77,263.9290989660266,781533234859.6749
5.835657267816712,78,270.9453471196455,857531757754.8005
5.984925889355137,79,271.9645494830133,877553914327.9172
6.1314743443417274,80,272.821270310192,896883308714.9187
6.288280009550495,81,270.576070901034,886135893648.449
6.441930961431011,82,272.6587887740029,919007385524.3722
6.60150134785066,83,273.29394387001474,938367799113.737
6.767286363666197,84,272.7474150664697,946302806499.2614
6.891938257577819,85,271.2850812407681,941694239290.9896
7.058261067482293,86,268.55243722304283,927872968980.7976
7.230838364822614,87,265.70162481536187,913237813884.7858
7.363097920077097,88,263.2200886262924,899020679468.2422
7.541245459552444,89,260.8714918759232,890199409158.0502
7.6760992541526205,90,258.9807976366322,882666174298.3751
7.859537305692069,91,256.91285081240767,877620384047.2673
7.996553509894531,92,255.40620384047264,874611521418.0206
8.184930564043999,93,253.55982274741504,872627769571.6395
8.33063774295648,94,252.05317577548,870137370753.3235
8.473061122257839,95,250.73855243722303,869935007385.5243
8.619165545014738,96,250.19202363367796,878039881831.61
8.822454757224136,97,248.72968980797634,881669128508.124
8.977680498782219,98,247.51846381093054,883389955686.8538
9.128933347146274,99,246.14475627769568,883816838995.5686
9.28399281865738,100,245.096011816839,887960118168.3899
9.442976215473088,101,244.28360413589363,895189069423.9291
9.597321544370372,102,243.63367799113735,904370753323.486
9.755404100736131,103,243.1905465288035,916463810930.576
9.91733399954639,104,242.59970457902511,927453471196.4548
10.083224987834548,105,241.81683899556867,936611521418.0206
10.253194588767297,106,240.96011816838993,945444608567.2083
10.417575859721632,107,240.78286558345638,962809453471.1964
10.585809115748921,108,242.1861152141802,1000245199409.158
10.758003408639935,109,241.43279172821266,1012113737075.3323
10.87158675338913,110,240.67946824224518,1017276218611.5214
11.050552250154956,111,239.3500738552437,1022545051698.6705
11.222886201331546,112,237.81388478581977,1025669128508.124
11.399102192939777,113,236.11521418020678,1026929098966.0265
11.579305643595353,114,234.50516986706054,1029490398818.316
11.69400588091851,115,233.39734121122598,1030875923190.5465
11.880922573432047,116,231.81683899556867,1034375184638.1093
12.060042487650401,117,230.3988183161004,1040426883308.7148
12.181593952274879,118,229.423929098966,1044214180206.7946
12.367202557614286,119,227.87296898079762,1048828655834.5642
12.55684042003699,120,226.23338257016246,1052488921713.4415
12.672601171018869,121,224.94830132939435,1052499261447.5627
12.868907973792403,122,223.04283604135892,1052872968980.7976
13.056016187829684,123,221.00443131462333,1051416543574.5938
13.178327328662581,124,219.70457902511077,1051293943870.0146
13.371812419226801,125,217.60709010339733,1049233382570.1624
13.498307651451077,126,216.05612998522895,1045657311669.1284
13.698436884332015,127,213.82570162481534,1041999999999.9999
