Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir
,0,,
,1,,
,2,,
,3,,
,4,,
,5,,
,6,,
,7,,
,8,,
,9,,
,10,,
,11,,
,12,,
,13,,
,14,,
,15,,
,16,,
,17,,
,18,,
,19,,
,20,,
,21,,
,22,,
,23,,
,24,,
,25,,
,26,,
,27,,
,28,,
,29,,
,30,,
,31,,
0.4780873012769339,32,38.31610044313146,1908862629.2466764
0.51144273747843,33,52.806499261447556,4995302806.499261
0.5471208106629557,34,54.85967503692762,5603766617.429837
0.5891997750159086,35,56.89807976366322,6255760709.01034
0.6303016906900535,36,60.147710487444606,7396661742.983751
0.6741780982620621,37,62.73264401772525,8392008862.629246
0.7211528104403899,38,64.26883308714918,9025642540.620384
0.7766504355647659,39,67.00147710487444,10223855243.722303
0.8307696690240871,40,68.00590841949777,10708892171.344164
0.888678746448821,41,69.11373707533234,11254889217.134417
0.9569792349999162,42,71.43279172821269,12438522895.125553
1.0235859033603345,43,74.74150664697193,14257666174.298374
1.094853121042702,44,77.68094534711965,16026292466.765139
1.1789142813106497,45,80.50221565731167,17864549483.013294
1.260877564365467,46,82.9394387001477,19552437223.042835
1.3482981877900693,47,84.51994091580501,20737370753.323486
1.4517049514969056,48,85.93796159527326,21847119645.494827
1.5524152659289694,49,87.3559822747415,22978286558.345642
1.6600143869141086,50,90.93057607090103,25995864106.35155
1.7870610578518569,51,99.615952732644,34287296898.07976
1.910374663189027,52,108.40472673559822,44340915805.022156
2.0566279658005517,53,112.1122599704579,49248301329.39439
2.1979545826256524,54,115.30280649926144,53806203840.47267
2.3495344837482337,55,116.76514032496306,56157016248.15362
2.4942982026932317,56,116.30723781388477,55804874446.08567
2.648679024181495,57,117.0162481536189,57154062038.404724
2.7919964070004784,58,122.03840472673559,65196898079.76366
2.9444522970841254,59,130.93057607090103,81023190546.5288
3.103679461620113,60,133.7370753323486,86943279172.82126
3.2503461041698882,61,134.87444608567208,89791285081.24077
3.4035482502094134,62,142.86558345642538,107489217134.41653
3.5395210614408477,63,147.71048744460856,119596159527.32643
3.706074245251531,64,149.21713441654356,124336779911.3737
3.852039404050016,65,151.94977843426884,132362186115.21417
4.005330648859183,66,169.5864106351551,185580502215.6573
4.1380238212264,67,204.4460856720827,327635155096.0118
4.302863700119068,68,216.1742983751846,391097488921.71344
4.444078540437954,69,226.32200886262922,452717872968.9808
4.618010469172704,70,228.59675036927618,471691285081.2407
4.767519355776625,71,230.3692762186115,487595273264.40173
4.921821313360232,72,231.0782865583456,497251107828.6558
5.048501545881991,73,231.96454948301326,507372230428.36035
5.210902319443069,74,233.58936484490394,524132939438.70013
5.378187481427072,75,236.02658788774,547370753323.4859
5.516742183317032,76,251.16691285081237,666391432791.7281
5.657151746908872,77,261.18168389955684,757435745937.9615
5.835657267816712,78,268.99556868537667,839211225997.0458
5.984925889355137,79,270.576070901034,864122599704.579
6.1314743443417274,80,268.8183161004431,857991137370.7533
6.288280009550495,81,269.5125553914328,875710487444.6085
6.441930961431011,82,271.9202363367799,911540620384.0472
6.60150134785066,83,273.14623338257013,936822747415.0664
6.767286363666197,84,273.57459379615955,955035450516.9867
6.891938257577819,85,272.6735598227474,956310192023.6337
7.058261067482293,86,271.1669128508124,955127031019.2023
7.230838364822614,87,268.9069423929099,946598227474.1506
7.363097920077097,88,267.13441654357456,939717872968.9807
7.541245459552444,89,264.46085672082717,927465288035.4504
7.6760992541526205,90,262.5258493353028,919539143279.1727
7.859537305692069,91,260.47267355982274,914646971935.0073
7.996553509894531,92,259.29098966026584,915090103397.3412
8.184930564043999,93,257.562776957164,914645494830.1329
8.33063774295648,94,256.6912850812408,919100443131.4623
8.473061122257839,95,255.4357459379616,919753323485.9674
8.619165545014738,96,254.0620384047267,919298375184.6381
8.822454757224136,97,252.12703101920235,918236336779.9113
8.977680498782219,98,250.73855243722303,918400295420.9749
9.128933347146274,99,249.26144756277694,917810930576.0708
9.28399281865738,100,248.30132939438698,923273264401.7725
9.442976215473088,101,248.12407680945344,937924667651.4032
9.597321544370372,102,247.725258493353,950713441654.3574
9.755404100736131,103,246.89807976366322,959004431314.6233
9.91733399954639,104,245.9084194977843,965846381093.0575
10.083224987834548,105,245.14032496307237,975813884785.8197
10.253194588767297,106,245.22895125553913,996626292466.765
10.417575859721632,107,246.57311669128507,1033878877400.2954
10.585809115748921,108,245.71639586410632,1044735598227.4741
10.758003408639935,109,244.37223042836038,1049531757754.8005
10.87158675338913,110,243.44165435745936,1052753323485.9674
11.050552250154956,111,241.8759231905465,1055350073855.2437
11.222886201331546,112,240.2954209748892,1058116691285.0812
11.399102192939777,113,238.72968980797637,1061363367799.1136
11.579305643595353,114,237.10487444608566,1064050221565.7311
11.69400588091851,115,235.9970457902511,1065802067946.8241
11.880922573432047,116,234.41654357459376,1069567208271.7872
12.060042487650401,117,232.80649926144756,1073422451994.0916
12.181593952274879,118,231.66912850812406,1075103397341.2112
12.367202557614286,119,229.70457902511075,1074326440177.2526
12.55684042003699,120,228.12407680945344,1079066469719.35
12.672601171018869,121,227.1639586410635,1083914327917.2821
12.868907973792403,122,225.18463810930572,1083475627769.5715
13.056016187829684,123,223.10192023633675,1081530280649.926
13.178327328662581,124,221.698670605613,1080322008862.6292
13.371812419226801,125,219.6011816838995,1078332348596.7502
13.498307651451077,126,218.31610044313146,1078929098966.0265
13.698436884332015,127,218.9807976366322,1119050221565.7312
