Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,29.999999999999996,909565731.1669128,186.8947771882363
0.51144273747843,33,31.491875923190545,1057933530.2806499,193.96756634348918
0.5471208106629557,34,32.59970457902511,1175933530.28065,201.71637623465898
0.5891997750159086,35,34.66765140324963,1415661742.9837518,210.60460738671003
0.6303016906900535,36,36.971935007385525,1713205317.5775478,219.5129345685366
0.6741780982620621,37,43.08714918759232,2710531757.7548003,228.3071373305491
0.7211528104403899,38,50.91580502215657,4489556868.537666,236.89632488954243
0.7766504355647659,39,53.92909896602658,5326381093.057607,247.20922833254005
0.8307696690240871,40,61.13737075332348,7782850812.4076805,258.1960150075427
0.888678746448821,41,71.68389955686854,12551728212.7031,269.513914247926
0.9569792349999162,42,87.29689807976366,22692023633.67799,282.73782536702
1.0235859033603345,43,105.19940915805022,39761890694.23929,295.3705976206555
1.094853121042702,44,104.4460856720827,38946971935.007385,299.1528996945791
1.1789142813106497,45,108.36041358936484,43564549483.01329,321.54172995916565
1.260877564365467,46,115.28803545051697,52547267355.98227,331.7622215485908
1.3482981877900693,47,129.86706056129984,75224963072.37813,342.63532698049903
1.4517049514969056,48,138.00590841949779,90472230428.36041,361.04789735107255
1.5524152659289694,49,144.54948301329392,104185967503.69275,379.2742161279317
1.6600143869141086,50,148.47858197932052,113205465288.03545,393.22800194116695
1.7870610578518569,51,155.45051698670605,130303840472.67355,411.0339775453226
1.910374663189027,52,167.0901033973412,162366322008.8626,427.00092448879445
2.0566279658005517,53,172.31905465288034,178858197932.05316,444.61782534637183
2.1979545826256524,54,175.52437223042836,189865583456.42538,458.9340103245285
2.3495344837482337,55,179.0841949778434,202641063515.50958,473.7239022149639
2.4942982026932317,56,182.83604135893648,216769571639.5864,489.1631567899811
2.648679024181495,57,202.245199409158,295045790251.1078,504.4121545339457
2.7919964070004784,58,210.10339734121123,332675036927.6218,523.0377472560059
2.9444522970841254,59,215.15509601181682,359512555391.43274,551.5974700357044
3.103679461620113,60,218.95125553914326,381533234859.675,570.7900451584369
3.2503461041698882,61,219.9556868537666,389409158050.22156,582.4818660031607
3.4035482502094134,62,219.88183161004432,391850812407.6809,597.4142220674772
3.5395210614408477,63,219.35007385524372,391649926144.7562,620.4334575875099
3.706074245251531,64,220.0590841949778,398841949778.43427,650.8661811356267
3.852039404050016,65,221.18168389955687,408254062038.4047,681.6279431429318
