Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,61.61004431314623,7936661742.983751,258.0961324672574
0.51144273747843,33,67.25258493353027,10328921713.441654,269.0633365369838
0.5471208106629557,34,72.55539143279172,12972274741.506645,281.53982231221227
0.5891997750159086,35,76.54357459379615,15227326440.177252,295.65881635817976
0.6303016906900535,36,80.62038404726735,17809453471.196453,308.8727383643125
0.6741780982620621,37,84.94830132939438,20843574593.796158,322.3228983066999
0.7211528104403899,38,94.10635155096011,28343722304.283604,336.8966311562273
0.7766504355647659,39,100.10339734121122,34138700147.710484,353.452753450129
0.8307696690240871,40,104.60856720827177,38978581979.320526,369.6835068390952
0.888678746448821,41,107.22304283604136,42011669128.50812,386.175762012556
0.9569792349999162,42,111.13737075332347,46830132939.4387,406.4871812779518
1.0235859033603345,43,117.79911373707533,55822747415.06647,426.15665358326584
1.094853121042702,44,123.24963072378138,64009010339.734116,447.38127060512386
1.1789142813106497,45,129.8522895125554,74957754800.59084,472.0277419811084
1.260877564365467,46,137.91728212703103,89957016248.15361,494.53115969015545
1.3482981877900693,47,148.19793205317578,111768389955.68684,513.2846356485788
1.4517049514969056,48,152.51107828655833,122103840472.67355,536.2098377690212
1.5524152659289694,49,155.0516986706056,128574741506.64696,555.6597766448735
1.6600143869141086,50,155.33234859675036,129616248153.6189,571.100162099877
1.7870610578518569,51,156.15952732644016,132105465288.03545,590.3101711015108
1.910374663189027,52,170.2215657311669,171663220088.62628,610.1689863917861
2.0566279658005517,53,180.3397341211226,204998522895.12555,629.8409655784588
2.1979545826256524,54,185.84933530280648,225379615952.73264,637.6116102520012
2.3495344837482337,55,193.47119645494828,255496307237.81387,652.5731412024959
2.4942982026932317,56,221.52141802067945,385516986706.0561,683.6010658735877
2.648679024181495,57,236.98670605612998,474740029542.0975,698.0707155791315
2.7919964070004784,58,242.00886262924666,508404726735.5982,717.736677458318
2.9444522970841254,59,246.82422451994088,542825701624.8153,730.9910798749156
3.103679461620113,60,245.74593796159527,539400295420.97485,734.7768749380892
3.2503461041698882,61,240.7976366322009,510939438700.1477,747.864770639823
3.4035482502094134,62,236.54357459379614,487865583456.42535,760.3936896218443
3.5395210614408477,63,234.46085672082714,478246676514.0325,770.5700343748147
3.706074245251531,64,235.89364844903986,491307237813.88477,779.8920463746432
3.852039404050016,65,237.4298375184638,504992614475.62775,784.6419858344169
