Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,20.620384047267354,332946824.2245199,322.9403960266738
0.51144273747843,33,25.819793205317577,580898079.7636632,335.42692889216556
0.5471208106629557,34,29.70457902511078,889345642.5406203,348.48028693120335
0.5891997750159086,35,32.540620384047266,1170924667.6514032,363.4926089142746
0.6303016906900535,36,39.97045790251107,2169645494.830133,377.7760840288721
0.6741780982620621,37,42.92466765140325,2688567208.271787,390.76924948871886
0.7211528104403899,38,47.03101920236337,3532747415.0664697,405.86436252492274
0.7766504355647659,39,52.51107828655834,4928966026.587888,421.6758552305086
0.8307696690240871,40,58.05022156573116,6662112259.970457,435.6990860704579
0.888678746448821,41,61.21122599704578,7773353028.064992,459.1333830844054
0.9569792349999162,42,64.37223042836041,9095642540.620384,471.6257518424913
1.0235859033603345,43,67.26735598227474,10391846381.093058,487.2695640406013
1.094853121042702,44,68.31610044313146,10901683899.556868,503.5030371945545
1.1789142813106497,45,69.54209748892171,11512776957.163958,520.7558526030911
1.260877564365467,46,72.51107828655834,13071329394.387001,535.7596963264066
1.3482981877900693,47,75.56868537666173,14818611521.41802,551.5411140093553
1.4517049514969056,48,89.45347119645494,24626144756.277695,572.0197375664437
1.5524152659289694,49,92.3338257016248,27158050221.56573,592.9405150754466
1.6600143869141086,50,94.81536189069423,29463220088.62629,610.7401311698186
1.7870610578518569,51,96.20384047267355,30886706056.129982,627.280208971734
1.910374663189027,52,95.30280649926144,30128360413.589363,642.7662839912837
2.0566279658005517,53,105.42097488921713,40953028064.992615,659.5551265196782
2.1979545826256524,54,123.1314623338257,65523485967.503685,677.3399007073995
2.3495344837482337,55,148.92171344165433,116533677991.13736,694.4692560936462
2.4942982026932317,56,156.45494830132938,135808862629.24667,700.3142865630742
2.648679024181495,57,160.16248153618906,146549926144.75626,708.02603847693
2.7919964070004784,58,162.36336779911372,153531757754.80057,716.6349848634826
2.9444522970841254,59,173.57459379615952,188793205317.57755,725.6281230988405
3.103679461620113,60,196.39586410635155,275364844903.98816,735.6364518560268
3.2503461041698882,61,207.63663220088623,327574593796.1595,750.3883722252627
3.4035482502094134,62,217.09010339734118,377119645494.8301,759.8218300427677
3.5395210614408477,63,255.50960118168388,618979320531.7577,753.023419414919
3.706074245251531,64,263.0576070901034,681292466765.1403,739.1195655830239
3.852039404050016,65,264.72673559822744,699877400295.4209,728.6495046109449
