Time_Gyr,SnapshotNumber,VirialRadius_ckpc,Mvir,d_MW_M31_kpc
,0,,,
,1,,,
,2,,,
,3,,,
,4,,,
,5,,,
,6,,,
,7,,,
,8,,,
,9,,,
,10,,,
,11,,,
,12,,,
,13,,,
,14,,,
,15,,,
,16,,,
,17,,,
,18,,,
,19,,,
,20,,,
,21,,,
,22,,,
,23,,,
,24,,,
,25,,,
,26,,,
,27,,,
,28,,,
,29,,,
,30,,,
,31,,,
0.4780873012769339,32,35.89364844903988,1555553914.327917,336.02751099713174
0.51144273747843,33,38.3751846381093,1915228951.255539,348.9579252855145
0.5471208106629557,34,40.35450516986706,2231491875.9231906,362.11403269809057
0.5891997750159086,35,43.39734121122599,2770428360.413589,376.7995503840787
0.6303016906900535,36,44.96307237813885,3088567208.271787,391.059333879947
0.6741780982620621,37,46.42540620384047,3390177252.5849333,405.9752275985822
0.7211528104403899,38,48.80354505169866,3952806499.2614474,421.0459534315496
0.7766504355647659,39,50.91580502215657,4491550960.118168,437.06703029726526
0.8307696690240871,40,53.41211225997045,5187577548.005908,452.5498787142356
0.888678746448821,41,58.301329394387,6754771048.74446,468.88805000334054
0.9569792349999162,42,62.71787296898079,8414327917.282126,488.04499599570045
1.0235859033603345,43,65.3914327917282,9545243722.304283,504.5690205194619
1.094853121042702,44,68.92171344165435,11193545051.69867,527.7000934553647
1.1789142813106497,45,73.23485967503692,13445199409.158049,550.4636719695038
1.260877564365467,46,77.29689807976365,15839290989.660265,565.6333733514875
1.3482981877900693,47,80.7533234859675,18081536189.069424,584.2592788064047
1.4517049514969056,48,83.205317577548,19829098966.02659,603.3105055418704
1.5524152659289694,49,84.40177252584932,20732939438.700146,618.9973030480178
1.6600143869141086,50,87.37075332348596,23066174298.375183,637.1202940592442
1.7870610578518569,51,97.79911373707532,32442540620.384045,657.9181050356971
1.910374663189027,52,101.07828655834565,35944608567.20827,676.1852234806547
2.0566279658005517,53,104.01772525849334,39340177252.58493,692.9586518112853
2.1979545826256524,54,107.87296898079764,44068980797.63663,705.4497728590751
2.3495344837482337,55,117.62186115214179,57414032496.307236,716.8804227482138
2.4942982026932317,56,127.51846381093057,73527326440.17725,726.4553443664853
2.648679024181495,57,131.56573116691283,81219202363.3678,732.204626667537
2.7919964070004784,58,143.7666174298375,106587444608.5672,732.9789033135786
2.9444522970841254,59,174.1506646971935,190676514032.4963,706.170729664517
3.103679461620113,60,187.79911373707532,240769571639.5864,717.4958028932539
3.2503461041698882,61,213.13146233382568,354230428360.4136,711.7964199365607
3.4035482502094134,62,228.90694239290988,442101920236.33673,711.3113274871994
3.5395210614408477,63,236.05612998522895,488067946824.2245,710.0446851955116
3.706074245251531,64,249.52732644017723,581549483013.294,702.3505498983462
3.852039404050016,65,259.3205317577548,657884785819.7932,707.3436693597109
