Time_Gyr,SnapshotNumber,VirialRadius_ckpc
,0,
,1,
,2,
,3,
,4,
,5,
,6,
,7,
,8,
,9,
,10,
,11,
,12,
,13,
,14,
,15,
,16,
,17,
,18,
,19,
,20,
,21,
,22,
,23,
,24,
,25,
,26,
,27,
,28,
,29,
,30,
,31,
0.4780873012769339,32,41.181683899556866
0.51144273747843,33,47.85819793205317
0.5471208106629557,34,51.536189069423926
0.5891997750159086,35,54.63810930576071
0.6303016906900535,36,58.25701624815361
0.6741780982620621,37,65.43574593796158
0.7211528104403899,38,69.3205317577548
0.7766504355647659,39,74.2245199409158
0.8307696690240871,40,80.72378138847857
0.8886787464488208,41,91.96454948301329
0.9569792349999162,42,101.56573116691285
1.0235859033603345,43,103.55982274741505
1.094853121042702,44,105.77548005908419
1.1789142813106497,45,111.00443131462333
1.260877564365467,46,112.88035450516986
1.3482981877900693,47,114.83013293943868
1.4517049514969056,48,117.68094534711965
1.5524152659289694,49,124.12112259970458
1.6600143869141089,50,164.5642540620384
1.7870610578518569,51,173.22008862629244
1.9103746631890275,52,177.93205317577545
2.0566279658005517,53,184.34268833087148
2.1979545826256524,54,189.15805022156573
2.3495344837482337,55,195.62776957163956
2.4942982026932317,56,198.77400295420972
2.648679024181495,57,204.0324963072378
2.7919964070004784,58,232.4076809453471
2.9444522970841254,59,249.21713441654356
3.103679461620113,60,255.46528803545047
3.2503461041698882,61,262.1565731166913
3.4035482502094134,62,267.31166912850813
3.5395210614408477,63,268.2422451994091
3.706074245251531,64,269.08419497784337
3.852039404050016,65,270.81240768094534
4.005330648859183,66,270.69423929098963
4.1380238212264,67,273.0871491875923
4.302863700119068,68,279.6602658788774
4.444078540437953,69,313.5450516986706
4.618010469172704,70,315.28803545051693
4.767519355776625,71,327.78434268833087
4.9218213133602315,72,338.95125553914323
5.048501545881991,73,349.79320531757753
5.210902319443069,74,359.9113737075332
5.378187481427072,75,357.3855243722304
5.516742183317032,76,357.6514032496307
5.657151746908872,77,361.77252584933524
5.835657267816712,78,359.231905465288
5.984925889355136,79,356.1004431314623
6.1314743443417274,80,352.4963072378138
6.288280009550495,81,346.9719350073855
6.441930961431011,82,345.67208271787297
6.60150134785066,83,342.8064992614476
6.767286363666197,84,339.42392909896597
6.891938257577819,85,337.32644017725255
7.058261067482293,86,334.85967503692757
7.230838364822614,87,332.1418020679468
7.363097920077097,88,330.5169867060561
7.541245459552444,89,328.2717872968981
7.6760992541526205,90,326.82422451994086
7.859537305692069,91,324.35745937961593
7.9965535098945315,92,323.0576070901034
8.184930564043999,93,321.9940915805022
8.33063774295648,94,321.2555391432792
8.473061122257839,95,320.384047267356
8.619165545014738,96,319.79320531757753
8.822454757224136,97,318.8035450516987
8.977680498782219,98,318.1388478581979
9.128933347146273,99,317.13441654357456
9.28399281865738,100,316.1742983751846
9.442976215473088,101,315.34711964549484
9.597321544370372,102,314.5937961595273
9.755404100736131,103,313.4268833087149
9.917333999546388,104,312.00886262924666
10.083224987834548,105,310.7680945347119
10.253194588767297,106,309.3205317577548
10.417575859721632,107,308.16838995568685
10.585809115748917,108,307.5923190546529
10.758003408639935,109,306.3072378138848
10.871586753389128,110,305.77548005908415
11.050552250154956,111,303.94387001477105
11.222886201331546,112,302.1418020679468
11.399102192939777,113,300.28064992614475
11.579305643595353,114,298.2422451994091
11.69400588091851,115,296.91285081240767
11.880922573432047,116,294.84490398818315
12.060042487650401,117,293.24963072378137
12.181593952274879,118,292.9985228951256
12.367202557614284,119,291.2259970457902
12.55684042003699,120,289.1285081240768
12.672601171018869,121,287.82865583456424
12.868907973792403,122,287.1639586410635
13.056016187829684,123,286.1004431314623
13.178327328662581,124,284.711964549483
13.371812419226801,125,282.4815361890694
13.498307651451075,126,281.15214180206794
13.698436884332015,127,280.4135893648449
