Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,2.1823323788705205,1.796541243401642,1.7204394797004223
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,2.2558533277287514,1.8737639788564224,1.788270247838957
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,2.3254958568686477,1.9461603932773865,1.8454450611085798
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,2.705076839593557,2.357194339907862,2.0451468851924344
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,2.667709648456956,2.1892064696025173,1.9530027742448892
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,2.8013237548512735,2.284100799109312,2.030107797080145
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,2.936412640541636,2.383822448970992,2.112939484817925
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,3.092434570104557,2.4994956614610895,2.2048215053092366
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,3.2386832567226684,2.60969958974171,2.3165895524207785
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,3.4457144762704135,2.746058348627284,2.430312058724493
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,3.6314234632324855,2.8899903623005567,2.540377327505631
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,4.014246188854172,3.2675254677915606,2.6815265706611386
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,4.189114494018862,3.4035244710923713,2.7710830877486243
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,4.434330708468485,3.5741797291945225,2.8672032011337447
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,4.704097821347511,3.7821980031449383,2.965707111651704
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,5.043883379846602,3.9964764239986645,3.08816419301013
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,5.636337511593843,4.192930954269493,3.2137288853032993
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,6.25666645540358,4.36095879741759,3.3375968136984238
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,6.693334630082465,4.532615774959096,3.5955581307953146
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,7.124280130203377,4.7478875209551985,3.8029447801630134
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,7.495972136701849,5.016444265524338,4.032726399741697
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,7.845390213440555,5.360522101632333,4.268335310302752
52.0,1.949231863937383,3.2830330579565246,0.23347940267290615,8.220956931239341,5.718926604310893,4.45507880854602
53.0,2.0913186379114133,3.084822635834013,0.24480867081657914,8.606628502626656,6.121227284257018,4.629678705208942
