SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,0.588579847511807,1.6961132278303772
36,0.6296157675006637,1.7380518603011994
37,0.6735067612001536,1.784522711994569
38,0.7204501377792731,1.835569665788963
39,0.7758651800373145,1.889473696457567
40,0.8299211591567458,1.9394872252130406
41,0.8877297039012763,1.9914626424540696
42,0.9559611038451133,2.05683339209584
43,1.0225083933455177,2.1259635533216534
44,1.0936628506455037,2.2239159444659773
45,1.1776285666554693,2.3543923598983687
46,1.259501882076255,2.5009676503616785
47,1.347020121131645,2.646748582561688
48,1.4502627846921008,2.8156492037036975
49,1.550895775549458,2.9872464444772464
50,1.658424075455636,3.2007959403963615
51,1.7852109411306938,3.4426794831685985
52,1.9087251005943775,3.7045796482343722
53,2.0542946412802117,3.959733686109297
54,2.1960331217841973,4.197858933910175
55,2.3473074604764466,4.566797144206363
56,2.492093805618768,4.93727047362033
57,2.645527836580647,5.35956043795168
58,2.789547102003453,5.7009093820548795
59,2.9410991694788162,5.9372851211026765
60,3.1005271216365293,6.145794227366816
61,3.24676259845616,6.358135995007061
62,3.399534921540906,6.459541399214974
63,3.5358684189171163,6.484087225876809
64,3.701422795540636,6.594950339517079
65,3.8490727526664066,6.756469704173653
66,4.002189339946645,6.978349130714414
67,4.134073017989484,7.429639759671161
68,4.297609020790753,8.080066648023662
69,4.438387551251412,8.44693376511381
70,4.612848329419118,8.697697281915772
71,4.762936382575863,8.890823931846958
72,4.917388364118559,9.04657264215331
73,5.04414557229201,9.167490183044187
74,5.206651492909871,9.34696021320661
75,5.373737289661653,9.541774288225657
76,5.510751380834336,9.719049504496674
77,5.65077692188168,9.853655823601608
78,5.830093858735267,10.029239148334026
79,5.9770131818759085,10.163182646149822
80,6.127044501216197,10.323139646339133
81,6.280214482862782,10.498103920999615
82,6.436547553740773,10.669658507168641
83,6.596065774621037,10.817141603743934
84,6.758788717127001,10.942163812860707
85,6.882944328993475,11.020694736271997
86,7.051314723485368,11.1585553113828
87,7.222929885887396,11.293620781623346
88,7.353776306456494,11.388412265582184
89,7.531090252205096,11.525447440597071
90,7.666216917034915,11.635501680009149
91,7.849241734747805,11.8215677646177
92,7.988651455432529,11.938231457828127
93,8.177382403083039,12.083597456754811
94,8.321065170061159,12.225616297500329
95,8.46657293854438,12.365244693812228
96,8.613900426061454,12.509826383989761
97,8.813156671342265,12.719414584751595
98,8.96470378407691,12.865807867347437
99,9.118045505078774,13.025721989609684
100,9.27317206867788,13.203897642348968
101,9.43007269490069,13.40092618364266
102,9.58873560276994,13.61042505538978
103,9.749148026266017,13.87417433106004
104,9.911296232903506,14.156630888990724
105,10.075165544860939,14.38760356258383
106,10.240740362585964,14.760830012231136
107,10.408004190783336,15.876002712380975
108,10.576939666678843,16.476506294282864
109,10.747528590438506,16.924836113047064
110,10.862163768931895,17.157874073460242
111,11.035465825156916,17.437525700329058
112,11.210368956667406,17.699231128142767
113,11.386852185757396,17.948185732396876
114,11.564893863921924,18.16824418697277
115,11.684443143597386,18.296595688467765
116,11.865032433823059,18.473159845781694
117,12.047119470537792,18.6289532205954
118,12.169331196658252,18.732767828330033
119,12.353861440878127,18.932816583611046
120,12.539825033771278,19.13934526561907
121,12.664584768785309,19.318998420261654
122,12.852881684242274,19.783788003276197
123,13.042544673427637,20.7489558487655
124,13.169732865216234,21.01215128454456
125,13.361615184557813,21.283488166724236
126,13.49025876910861,21.42970189800051
127,13.684287694692006,21.66288457141751
