Time_Gyr,SnapshotNumber,VirialRadius_ckpc
,0,
,1,
,2,
,3,
,4,
,5,
,6,
,7,
,8,
,9,
,10,
,11,
,12,
,13,
,14,
,15,
,16,
,17,
,18,
,19,
,20,
,21,
,22,
,23,
,24,
,25,
,26,
,27,
,28,
,29,
,30,
,31,
0.4780873012769339,32,31.373707533234857
0.51144273747843,33,32.998522895125554
0.5471208106629557,34,34.59379615952733
0.5891997750159086,35,36.02658788774003
0.6303016906900535,36,38.109305760709006
0.6741780982620621,37,39.556868537666176
0.7211528104403899,38,40.960118168389954
0.7766504355647659,39,43.48596750369276
0.8307696690240871,40,46.8685376661743
0.8886787464488208,41,49.06942392909896
0.9569792349999162,42,52.55539143279172
1.0235859033603345,43,58.567208271787294
1.094853121042702,44,66.64697193500737
1.1789142813106497,45,77.79911373707533
1.260877564365467,46,80.2658788774003
1.3482981877900693,47,82.02363367799113
1.4517049514969056,48,80.51698670605612
1.5524152659289694,49,80.7533234859675
1.6600143869141089,50,82.33382570162482
1.7870610578518569,51,86.85376661742983
1.9103746631890275,52,121.38847858197933
2.0566279658005517,53,136.30723781388477
2.1979545826256524,54,146.1447562776957
2.3495344837482337,55,157.82865583456424
2.4942982026932317,56,163.38257016248153
2.648679024181495,57,168.6410635155096
2.7919964070004784,58,172.77695716395863
2.9444522970841254,59,174.03249630723778
3.103679461620113,60,174.8596750369276
3.2503461041698882,61,178.1831610044313
3.4035482502094134,62,215.64254062038404
3.5395210614408477,63,258.34564254062036
3.706074245251531,64,283.205317577548
3.852039404050016,65,287.48892171344164
4.005330648859183,66,290.8567208271787
4.1380238212264,67,292.76218611521415
4.302863700119068,68,293.6927621861152
4.444078540437953,69,290.48744460856716
4.618010469172704,70,282.5553914327917
4.767519355776625,71,279.9852289512555
4.9218213133602315,72,280.76809453471196
5.048501545881991,73,279.91137370753324
5.210902319443069,74,279.60118168389954
5.378187481427072,75,280.64992614475625
5.516742183317032,76,284.2392909896603
5.657151746908872,77,287.6957163958641
5.835657267816712,78,296.410635155096
5.984925889355136,79,297.9615952732644
6.1314743443417274,80,301.07828655834567
6.288280009550495,81,304.0324963072378
6.441930961431011,82,312.23042836041355
6.60150134785066,83,315.480059084195
6.767286363666197,84,317.9615952732644
6.891938257577819,85,321.7725258493353
7.058261067482293,86,339.36484490398817
7.230838364822614,87,345.0664697193501
7.363097920077097,88,346.73559822747416
7.541245459552444,89,348.8035450516986
7.6760992541526205,90,348.8626292466765
7.859537305692069,91,347.97636632200886
7.9965535098945315,92,346.80945347119643
8.184930564043999,93,344.83013293943867
8.33063774295648,94,343.3677991137371
8.473061122257839,95,340.3692762186115
8.619165545014738,96,337.8877400295421
8.822454757224136,97,333.0576070901034
8.977680498782219,98,330.14771048744456
9.128933347146273,99,327.5627769571639
9.28399281865738,100,324.9778434268833
9.442976215473088,101,322.23042836041355
9.597321544370372,102,319.86706056129987
9.755404100736131,103,317.3116691285081
9.917333999546388,104,314.5494830132939
10.083224987834548,105,311.6248153618907
10.253194588767297,106,309.03988183161005
10.417575859721632,107,306.79468242245196
10.585809115748917,108,304.53471196454944
10.758003408639935,109,302.05317577548004
10.871586753389128,110,300.31019202363365
11.050552250154956,111,297.66617429837515
11.222886201331546,112,295.55391432791725
11.399102192939777,113,293.82570162481534
11.579305643595353,114,293.205317577548
11.69400588091851,115,292.0974889217134
11.880922573432047,116,290.5317577548006
12.060042487650401,117,288.8035450516987
12.181593952274879,118,287.7548005908419
12.367202557614284,119,286.2629246676514
12.55684042003699,120,285.09601181683894
12.672601171018869,121,284.3722304283604
12.868907973792403,122,283.60413589364845
13.056016187829684,123,281.71344165435744
13.178327328662581,124,280.3692762186115
13.371812419226801,125,278.3161004431314
13.498307651451075,126,277.0901033973412
13.698436884332015,127,275.4357459379616
