# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.085283485939726233e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.764607197605073452e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.144675331190228462e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.422408237587660551e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.641012103296816349e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.084662741050124168e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.698146224953234196e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.910109400749206543e-03 5.023421635996783152e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.734354257583618164e-03 0.000000000000000000e+00 6.333210421871626750e-06 0.000000000000000000e+00 6.333210421871626750e-06 0.000000000000000000e+00
5.162711255252361298e-03 1.641171002120245248e-05 8.816914487397298217e-06 0.000000000000000000e+00 8.816914487397298217e-06 0.000000000000000000e+00
1.221091765910387039e-02 5.200907253311015666e-05 1.755840094119776040e-05 0.000000000000000000e+00 1.755840094119776040e-05 0.000000000000000000e+00
1.702782511711120605e-02 6.095122080296278000e-05 1.536276613478548825e-05 8.341172360815107822e-06 1.536276613478548825e-05 0.000000000000000000e+00
2.756427228450775146e-02 1.306857011513784528e-04 1.530118752270936966e-04 0.000000000000000000e+00 1.530118752270936966e-04 0.000000000000000000e+00
3.129490464925765991e-02 2.067490131594240665e-04 2.533864462748169899e-04 0.000000000000000000e+00 2.533864462748169899e-04 2.961218342534266412e-05
4.147053509950637817e-02 3.374712832737714052e-04 5.827430868521332741e-04 0.000000000000000000e+00 5.827430868521332741e-04 2.774749918899033219e-05
4.760041460394859314e-02 5.861101089976727962e-04 1.457995036616921425e-03 0.000000000000000000e+00 1.457995036616921425e-03 7.852749695302918553e-05
7.716277241706848145e-02 1.074068015441298485e-03 2.015674021095037460e-03 0.000000000000000000e+00 2.015674021095037460e-03 1.680599525570869446e-04
1.098375469446182251e-01 1.747226458974182606e-03 2.520932117477059364e-03 0.000000000000000000e+00 2.520932117477059364e-03 3.660538932308554649e-04
1.441449224948883057e-01 2.514880150556564331e-03 3.615332068875432014e-03 0.000000000000000000e+00 3.615332068875432014e-03 5.214976263232529163e-04
1.860768795013427734e-01 3.536226227879524231e-03 3.001908771693706512e-03 0.000000000000000000e+00 3.001908771693706512e-03 5.356727051548659801e-04
2.116443067789077759e-01 4.827769007533788681e-03 6.717900745570659637e-03 0.000000000000000000e+00 6.717900745570659637e-03 1.225685235112905502e-03
2.387059330940246582e-01 6.574007216840982437e-03 6.729788612574338913e-03 0.000000000000000000e+00 6.729788612574338913e-03 1.302077667787671089e-03
3.159317970275878906e-01 9.389748796820640564e-03 2.244696766138076782e-02 0.000000000000000000e+00 2.244696766138076782e-02 2.759624272584915161e-03
3.472654819488525391e-01 1.318389177322387695e-02 2.013456635177135468e-02 0.000000000000000000e+00 2.013456635177135468e-02 3.262528916820883751e-03
