# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
1.797386212274432182e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.864173486363142729e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.572334294905886054e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.007455983199179173e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.198572223074734211e-03 0.000000000000000000e+00 6.058586677681887522e-06 6.058586677681887522e-06 0.000000000000000000e+00 0.000000000000000000e+00
2.822349779307842255e-03 1.402261386829195544e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.196322490519378334e-06
3.742610570043325424e-03 2.016750477196183056e-05 1.492543651693267748e-05 0.000000000000000000e+00 1.492543651693267748e-05 0.000000000000000000e+00
5.995522253215312958e-03 6.348830356728285551e-05 6.651700095972046256e-05 0.000000000000000000e+00 6.651700095972046256e-05 0.000000000000000000e+00
6.755732931196689606e-03 7.670448394492268562e-05 1.101315137930214405e-04 0.000000000000000000e+00 1.101315137930214405e-04 0.000000000000000000e+00
1.042452827095985413e-02 9.265101834898814559e-05 1.433256402378901839e-04 0.000000000000000000e+00 1.433256402378901839e-04 0.000000000000000000e+00
1.773137971758842468e-02 1.191729825222864747e-04 1.618342794245108962e-04 0.000000000000000000e+00 1.618342794245108962e-04 0.000000000000000000e+00
1.707996055483818054e-02 1.739547587931156158e-04 2.600447332952171564e-04 0.000000000000000000e+00 2.600447332952171564e-04 6.846581072750268504e-06
2.224582806229591370e-02 2.332877338631078601e-04 5.370175931602716446e-04 0.000000000000000000e+00 5.370175931602716446e-04 6.639810635533649474e-06
2.682280167937278748e-02 3.611861029639840126e-04 6.461594020947813988e-04 0.000000000000000000e+00 6.461594020947813988e-04 9.406042227055877447e-05
3.683653101325035095e-02 4.969563451595604420e-04 1.120330882258713245e-03 0.000000000000000000e+00 1.120330882258713245e-03 1.110838202293962240e-04
5.260875076055526733e-02 6.503707845695316792e-04 1.442293636500835419e-03 0.000000000000000000e+00 1.442293636500835419e-03 1.291503431275486946e-04
6.470518559217453003e-02 9.000474237836897373e-04 1.780854887329041958e-03 0.000000000000000000e+00 1.780854887329041958e-03 2.309545961907133460e-04
6.372281908988952637e-02 1.088247634470462799e-03 1.903564087115228176e-03 6.584280072274850681e-06 1.896979636512696743e-03 3.025794867426156998e-04
7.768023014068603516e-02 1.385875511914491653e-03 2.214402891695499420e-03 0.000000000000000000e+00 2.214402891695499420e-03 3.829272463917732239e-04
9.921042621135711670e-02 1.772329793311655521e-03 2.922313753515481949e-03 3.576481321942992508e-05 2.911220304667949677e-03 6.359952385537326336e-04
1.231974661350250244e-01 2.457591472193598747e-03 4.104051738977432251e-03 1.185641485790256411e-05 4.092195071280002594e-03 7.136821513995528221e-04
1.410720050334930420e-01 3.203403204679489136e-03 8.779956959187984467e-03 6.411514914361760020e-05 8.755054324865341187e-03 1.090987934730947018e-03
1.703125983476638794e-01 4.315818659961223602e-03 1.103945914655923843e-02 0.000000000000000000e+00 1.103945914655923843e-02 1.744592562317848206e-03
1.778051257133483887e-01 5.300370976328849792e-03 1.057708077132701874e-02 1.812279151636175811e-05 1.057057268917560577e-02 2.132330555468797684e-03
1.947906464338302612e-01 6.888072937726974487e-03 1.106709521263837814e-02 2.392250462435185909e-04 1.091438718140125275e-02 2.520207781344652176e-03
