Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.9016270192750335,6.1788363000124304,0.13929834282448653,2.374187971125224,1.8973139791634734,1.7392749469146596
31.0,0.9408235520130295,5.977616828479627,0.14331540762147194,3.564495886449395,2.8542716293388795,2.4676982329132255
32.0,0.9817162432109339,5.782037445957332,0.14744831593285945,3.529215558763474,2.809178665159333,2.4139791736821734
33.0,1.0171412614273008,5.623248840958556,0.15098330502335075,3.620501196238471,2.8772478194882325,2.4715296576498766
34.0,1.061333567335198,5.437602229737511,0.15533733901430788,3.7443541608415503,2.958667703431921,2.568005085192788
35.0,1.0996152207180008,5.2868779251693665,0.15906146292367532,3.84939763884325,3.0266219358379107,2.6439305853128245
36.0,1.1392690677058177,5.139682545684944,0.16287487057499644,3.968334021859852,3.0979051065882452,2.7095526688298825
37.0,1.1887329941227875,4.9675900747618,0.16757183175654297,2.6699128391257987,2.041738458259445,1.903149722736548
38.0,1.222887837331828,4.855550003953163,0.170778150528112,2.71141881996233,2.0646059222765136,1.9251527138847908
39.0,1.2669540184102086,4.718453353567881,0.17487245906728888,2.782079797800844,2.10151824432275,1.9575286345946172
40.0,1.3125949903702092,4.584566562467239,0.1790649263133152,2.845051858806583,2.1478159899828286,1.9966353990865089
41.0,1.359865573512625,4.453814477855031,0.1833579055650784,2.911223308671612,2.205224587014116,2.0475235112713066
42.0,1.3988933134958883,4.351420420518502,0.18686627501098288,2.9564133100498156,2.2696757993455754,2.089699024211932
43.0,1.449240943696033,4.226127012732526,0.19134628713838725,5.068067340071057,3.9262909075102863,3.2002621086041008
44.0,1.4908067298866303,4.128007732884895,0.19500750624598293,5.1953652298429045,4.05572856853765,3.2528483726328714
45.0,1.5335511640597344,4.031730618957529,0.198738779105623,5.314767702451744,4.1994613175898055,3.309548277070497
46.0,1.577506484958674,3.9372610847275835,0.20254144612552438,5.428864404760994,4.321672688104556,3.371651223684901
47.0,1.6227057098538533,3.844565193320247,0.2064168733612696,5.555117691728125,4.45309500077453,3.431757841404942
48.0,1.669182644236522,3.753609645017388,0.21036645300654302,5.692955686257137,4.562439512935995,3.4972038871133537
49.0,1.7169718907593048,3.66436176529508,0.2143916038932579,5.8559953089896375,4.684648884808603,3.568419392723764
50.0,1.7661088573246462,3.5767894930857462,0.21849377200125142,6.048213545491566,4.7864249389234965,3.6435650985560954
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,6.251825213257055,4.888297727317851,3.7222836085336657
52.0,1.8685716501485172,3.4065465253286398,0.22693508266667403,6.477173675707843,4.989758395703433,3.8067794434401625
53.0,1.9084833274036512,3.344350865135782,0.23018398629474995,6.652583409904726,5.06741803432949,3.8719150519091516
