# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
2.101957070408388972e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.334942739456892014e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.467329031787812710e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.558519089594483376e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.647697300650179386e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000191835686564445e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.264131744392216206e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.369350124150514603e-03 0.000000000000000000e+00 6.730423592671286315e-06 6.730423592671286315e-06 6.730423592671286315e-06 0.000000000000000000e+00
1.931426813825964928e-03 0.000000000000000000e+00 1.965240335266571492e-05 0.000000000000000000e+00 1.965240335266571492e-05 0.000000000000000000e+00
2.667018212378025055e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.903237171471118927e-03 0.000000000000000000e+00 1.366316246276255697e-05 1.366316246276255697e-05 1.366316246276255697e-05 0.000000000000000000e+00
6.041302345693111420e-03 1.732577948132529855e-05 3.043947253900114447e-05 1.570040330989286304e-05 3.043947253900114447e-05 0.000000000000000000e+00
8.147997781634330750e-03 4.376839206088334322e-05 5.287914973450824618e-05 1.328210782958194613e-05 3.959704190492630005e-05 5.579837306868284941e-06
1.084509491920471191e-02 6.014434620738029480e-05 6.425221363315358758e-05 3.605063102440908551e-05 3.417291736695915461e-05 6.982824288570554927e-06
1.789380609989166260e-02 1.037092006299644709e-04 1.564856647746637464e-04 2.953324292320758104e-05 1.564856647746637464e-04 8.556436114304233342e-06
2.442010305821895599e-02 1.333949621766805649e-04 3.523598134052008390e-04 3.548710810719057918e-05 3.443698224145919085e-04 1.907323894556611776e-05
2.169495262205600739e-02 1.672293583396822214e-04 3.827615000773221254e-04 0.000000000000000000e+00 3.827615000773221254e-04 2.336760371690616012e-05
3.110796213150024414e-02 2.245409268653020263e-04 6.011939258314669132e-04 1.757304562488570809e-05 6.011939258314669132e-04 3.447691779001615942e-05
4.649391025304794312e-02 3.818804107140749693e-04 6.769322790205478668e-04 1.881072676042094827e-04 5.728710675612092018e-04 2.590221993159502745e-05
6.977254152297973633e-02 5.700341425836086273e-04 2.319943159818649292e-03 4.789480499312048778e-06 2.319943159818649292e-03 2.119624550687149167e-04
9.342867136001586914e-02 1.152439974248409271e-03 4.394082352519035339e-03 3.853204816550714895e-06 4.390229471027851105e-03 3.318632952868938446e-04
9.887255728244781494e-02 1.724633621051907539e-03 9.417053312063217163e-03 2.285262598888948560e-05 9.405785240232944489e-03 7.158251246437430382e-04
1.490114331245422363e-01 2.827970776706933975e-03 1.066617295145988464e-02 4.726626866613514721e-05 1.064633950591087341e-02 1.254569506272673607e-03
1.710914373397827148e-01 4.041031468659639359e-03 1.384199783205986023e-02 1.601170370122417808e-04 1.371512934565544128e-02 1.638172892853617668e-03
1.850945651531219482e-01 6.064367480576038361e-03 2.281163260340690613e-02 2.652519324328750372e-04 2.260995469987392426e-02 2.488047350198030472e-03
