# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
5.159483989700675011e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.540755275636911392e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.034434773027896881e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.470971952192485332e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.462328067049384117e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.505112624727189541e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.379448644816875458e-03 9.781615517567843199e-06 6.326350103336153552e-06 6.326350103336153552e-06 6.326350103336153552e-06 0.000000000000000000e+00
8.481632918119430542e-03 2.719129952311050147e-05 6.884844424348557368e-06 0.000000000000000000e+00 6.884844424348557368e-06 0.000000000000000000e+00
1.285466179251670837e-02 6.922762258909642696e-05 5.074671935290098190e-05 0.000000000000000000e+00 5.074671935290098190e-05 0.000000000000000000e+00
1.408500224351882935e-02 1.535312621854245663e-04 1.294633548241108656e-04 0.000000000000000000e+00 1.294633548241108656e-04 1.253508617082843557e-05
1.726065762341022491e-02 2.039591054199263453e-04 2.054819633485749364e-04 0.000000000000000000e+00 2.054819633485749364e-04 2.749244049482513219e-05
2.120847254991531372e-02 3.634266904555261135e-04 2.394092152826488018e-04 0.000000000000000000e+00 2.394092152826488018e-04 5.220518141868524253e-05
3.217548877000808716e-02 5.068021710030734539e-04 2.485167933627963066e-04 0.000000000000000000e+00 2.485167933627963066e-04 9.008227061713114381e-05
3.358440846204757690e-02 6.795229273848235607e-04 3.912568499799817801e-04 0.000000000000000000e+00 3.912568499799817801e-04 8.759203046793118119e-05
3.927512466907501221e-02 8.194504771381616592e-04 5.239045713096857071e-04 0.000000000000000000e+00 5.239045713096857071e-04 1.657313259784132242e-04
4.210481420159339905e-02 1.002536853775382042e-03 8.620978915132582188e-04 0.000000000000000000e+00 8.620978915132582188e-04 2.373688621446490288e-04
5.123550817370414734e-02 1.147608039900660515e-03 1.015193294733762741e-03 0.000000000000000000e+00 1.015193294733762741e-03 2.949263725895434618e-04
5.865871161222457886e-02 1.379474299028515816e-03 9.354669600725173950e-04 0.000000000000000000e+00 9.354669600725173950e-04 2.787801204249262810e-04
8.324722945690155029e-02 1.652340171858668327e-03 9.253992466256022453e-04 0.000000000000000000e+00 9.253992466256022453e-04 3.662987437564879656e-04
8.876863121986389160e-02 2.033377531915903091e-03 1.546431332826614380e-03 0.000000000000000000e+00 1.546431332826614380e-03 4.877157916780561209e-04
4.193616658449172974e-02 4.376099241198971868e-05 2.537689288146793842e-04 1.648804463911801577e-04 1.655791857047006488e-04 0.000000000000000000e+00
6.954502314329147339e-02 2.824472612701356411e-04 8.309624972753226757e-04 1.731127849780023098e-05 8.248602971434593201e-04 5.976319516776129603e-05
1.259070783853530884e-01 5.363942473195493221e-04 8.453440968878567219e-04 1.290184591198340058e-04 7.796412683092057705e-04 1.266663894057273865e-04
3.618250787258148193e-01 1.758613158017396927e-03 3.312632674351334572e-03 4.672997238230891526e-05 3.286947030574083328e-03 2.121048310073092580e-04
4.189967215061187744e-01 2.753580920398235321e-03 2.132609719410538673e-03 5.253216368146240711e-04 1.770309638231992722e-03 4.568829172058030963e-05
