# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
2.125964383594691753e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.320076698902994394e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.090814618393778801e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.458220744505524635e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.172330081928521395e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.356287678703665733e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.093603537417948246e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.047507161274552345e-03 9.303998012910597026e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.509477966465055943e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.717588631436228752e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.785873551853001118e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.869871307164430618e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.011558860540390015e-03 7.568051387352170423e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.510109640657901764e-03 0.000000000000000000e+00 7.918007213447708637e-06 7.918007213447708637e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.025635935366153717e-02 1.957300082722213119e-05 5.614339170278981328e-05 1.649300793360453099e-05 5.614339170278981328e-05 0.000000000000000000e+00
1.393943838775157928e-02 6.151106936158612370e-05 1.119421067414805293e-04 0.000000000000000000e+00 1.119421067414805293e-04 4.915632871416164562e-06
1.791725307703018188e-02 1.402175839757546782e-04 3.407477342989295721e-04 0.000000000000000000e+00 3.407477342989295721e-04 2.095052514050621539e-05
3.901935741305351257e-02 3.336543159093707800e-04 4.710582143161445856e-04 0.000000000000000000e+00 4.710582143161445856e-04 1.089705838239751756e-04
3.555462509393692017e-02 1.784443593351170421e-04 2.661925100255757570e-04 8.815804176265373826e-05 2.343410160392522812e-04 2.680888792383484542e-05
5.580909550189971924e-02 3.286518622189760208e-04 5.625454359687864780e-04 4.077063931617885828e-05 5.430333549156785011e-04 2.963026963698212057e-05
6.608684360980987549e-02 6.152604473754763603e-04 1.578465802595019341e-03 2.214083724538795650e-05 1.570187276229262352e-03 1.564889098517596722e-04
7.544966042041778564e-02 1.031678868457674980e-03 2.481073141098022461e-03 1.291356420551892370e-05 2.474496373906731606e-03 2.132255176547914743e-04
1.424206495285034180e-01 1.885926234535872936e-03 4.177124239504337311e-03 1.283266738028032705e-05 4.171705804765224457e-03 4.692289803642779589e-04
1.810125559568405151e-01 3.523117164149880409e-03 1.553194224834442139e-02 0.000000000000000000e+00 1.553194224834442139e-02 1.173411728814244270e-03
1.765701025724411011e-01 6.415990646928548813e-03 2.265301346778869629e-02 4.282201643945882097e-06 2.264872938394546509e-02 2.699201228097081184e-03
