# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
3.332429914735257626e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.045398138463497162e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.253374110907316208e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.189592061564326286e-03 0.000000000000000000e+00 8.765925485931802541e-06 8.765925485931802541e-06 8.765925485931802541e-06 0.000000000000000000e+00
1.196751836687326431e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.339448779821395874e-03 6.670155926258303225e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.718935418874025345e-03 1.279365460504777730e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.430071614682674408e-03 1.676800457062199712e-05 8.477062692691106349e-06 0.000000000000000000e+00 8.477062692691106349e-06 5.071478881291113794e-06
6.978302262723445892e-03 2.826841227943077683e-05 1.858120776887517422e-05 0.000000000000000000e+00 1.858120776887517422e-05 0.000000000000000000e+00
1.018174737691879272e-02 5.655168934026733041e-05 4.098068166058510542e-05 0.000000000000000000e+00 4.098068166058510542e-05 5.498090558830881491e-06
1.686852239072322845e-02 9.815399243962019682e-05 1.077880442608147860e-04 0.000000000000000000e+00 1.077880442608147860e-04 2.786944241961464286e-05
3.372208029031753540e-02 2.009988384088501334e-04 1.536124618723988533e-04 0.000000000000000000e+00 1.536124618723988533e-04 1.138104198616929352e-05
4.082219302654266357e-02 3.650015569292008877e-04 4.679505072999745607e-04 0.000000000000000000e+00 4.679505072999745607e-04 2.494385262252762914e-05
5.036444962024688721e-02 7.639360264874994755e-04 7.607942097820341587e-04 0.000000000000000000e+00 7.607942097820341587e-04 1.037585316225886345e-04
6.687010824680328369e-02 1.124918460845947266e-03 1.601669704541563988e-03 0.000000000000000000e+00 1.601669704541563988e-03 1.757972786435857415e-04
7.561070472002029419e-02 1.842029974795877934e-03 3.215619362890720367e-03 0.000000000000000000e+00 3.215619362890720367e-03 3.989911638200283051e-04
8.571823686361312866e-02 2.435976173728704453e-03 3.289583604782819748e-03 0.000000000000000000e+00 3.289583604782819748e-03 5.459532840177416801e-04
9.764443337917327881e-02 3.144827205687761307e-03 4.703336860984563828e-03 0.000000000000000000e+00 4.703336860984563828e-03 8.331990684382617474e-04
1.134582534432411194e-01 3.993355669081211090e-03 5.900816060602664948e-03 0.000000000000000000e+00 5.900816060602664948e-03 1.415243139490485191e-03
1.290954351425170898e-01 5.160174332559108734e-03 8.194863796234130859e-03 0.000000000000000000e+00 8.194863796234130859e-03 1.812690403312444687e-03
1.667020618915557861e-01 6.337148137390613556e-03 9.741187095642089844e-03 0.000000000000000000e+00 9.741187095642089844e-03 2.478135749697685242e-03
2.080431878566741943e-01 8.277781307697296143e-03 1.440320536494255066e-02 0.000000000000000000e+00 1.440320536494255066e-02 3.434966318309307098e-03
2.358033806085586548e-01 1.108876056969165802e-02 2.105281874537467957e-02 0.000000000000000000e+00 2.105281874537467957e-02 5.127882584929466248e-03
2.895074486732482910e-01 1.474683918058872223e-02 3.056048229336738586e-02 0.000000000000000000e+00 3.056048229336738586e-02 7.857549935579299927e-03
3.268683552742004395e-01 1.895128004252910614e-02 3.218363597989082336e-02 5.914373559789964929e-06 3.217772021889686584e-02 1.054723840206861496e-02
