Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.9016270192750335,6.1788363000124304,0.13929834282448653,5.605473714600213,4.110356654627143,3.148695290860086
31.0,0.9408235520130295,5.977616828479627,0.14331540762147194,5.819884295665284,4.223959073998495,3.2061321945859413
32.0,0.9817162432109339,5.782037445957332,0.14744831593285945,6.055044061140649,4.34926754036963,3.2780009600802082
33.0,1.0171412614273008,5.623248840958556,0.15098330502335075,6.264762517499929,4.445144802079683,3.333900019716874
34.0,1.061333567335198,5.437602229737511,0.15533733901430788,6.546652644094684,4.544156334389883,3.3958329429549896
35.0,1.0996152207180008,5.2868779251693665,0.15906146292367532,6.742732319663978,4.617233486322906,3.4465424727636056
36.0,1.1392690677058177,5.139682545684944,0.16287487057499644,6.937709228819472,4.691178448672063,3.500529636883253
37.0,1.1887329941227875,4.9675900747618,0.16757183175654297,7.217910268592099,4.78204911182749,3.5667820791763383
38.0,1.222887837331828,4.855550003953163,0.170778150528112,7.389156425242224,4.847561403269788,3.6155915110083283
39.0,1.2669540184102086,4.718453353567881,0.17487245906728888,7.579584862095562,4.94257165402056,3.681381767307099
40.0,1.3125949903702092,4.584566562467239,0.1790649263133152,7.748767576882561,5.0325421287572265,3.7466575583149035
41.0,1.359865573512625,4.453814477855031,0.1833579055650784,7.931470793442423,5.1277902179223736,3.810800554120427
42.0,1.3988933134958883,4.351420420518502,0.18686627501098288,8.090971023936367,5.208108450319829,3.862040510598192
43.0,1.449240943696033,4.226127012732526,0.19134628713838725,8.286339073603946,5.317978205635049,3.9338630112281634
44.0,1.4908067298866303,4.128007732884895,0.19500750624598293,8.415628579037103,5.405119402561761,4.000543634840306
45.0,1.5335511640597344,4.031730618957529,0.198738779105623,8.565696936224777,5.501529901994117,4.069609674855535
46.0,1.577506484958674,3.9372610847275835,0.20254144612552438,8.72808192558527,5.597401167777764,4.135598176097816
47.0,1.6227057098538533,3.844565193320247,0.2064168733612696,8.87209502167176,5.683908795146861,4.205737098316064
48.0,1.669182644236522,3.753609645017388,0.21036645300654302,9.043601157943689,5.791879440702957,4.2898239518221875
49.0,1.7169718907593048,3.66436176529508,0.2143916038932579,9.212680037025882,5.902923598138214,4.363788053020406
50.0,1.7661088573246462,3.5767894930857462,0.21849377200125142,9.383471034157957,6.059750651018911,4.437849773082289
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,9.544576424118647,6.21862831073276,4.515514138126881
52.0,1.8685716501485172,3.4065465253286398,0.22693508266667403,9.719610632195144,6.34984876054684,4.59011021737138
53.0,1.9084833274036512,3.344350865135782,0.23018398629474995,9.847443314882716,6.432373493864183,4.63955162724965
