# SnapshotNumber: 127
# Time_Gyr: 13.820529799271933
# Redshift: 2.220446049250313e-16
# ExpansionFactor: 0.9999999999999998
# ParticleType: 0
# MaxRadius_ckpc: 1000.0
# NBins: 100
# HEALPix_NSIDE: 16
# Timestamp: 2026-01-19 18:38:02.453307-03:00
Radius_ckpc,Au1_Rho50_Msun/ckpc3,Au1_Rho16_Msun/ckpc3,Au1_Rho84_Msun/ckpc3,Au2_Rho50_Msun/ckpc3,Au2_Rho16_Msun/ckpc3,Au2_Rho84_Msun/ckpc3,Au3_Rho50_Msun/ckpc3,Au3_Rho16_Msun/ckpc3,Au3_Rho84_Msun/ckpc3,Au4_Rho50_Msun/ckpc3,Au4_Rho16_Msun/ckpc3,Au4_Rho84_Msun/ckpc3,Au5_Rho50_Msun/ckpc3,Au5_Rho16_Msun/ckpc3,Au5_Rho84_Msun/ckpc3,Au6_Rho50_Msun/ckpc3,Au6_Rho16_Msun/ckpc3,Au6_Rho84_Msun/ckpc3,Au7_Rho50_Msun/ckpc3,Au7_Rho16_Msun/ckpc3,Au7_Rho84_Msun/ckpc3,Au8_Rho50_Msun/ckpc3,Au8_Rho16_Msun/ckpc3,Au8_Rho84_Msun/ckpc3,Au9_Rho50_Msun/ckpc3,Au9_Rho16_Msun/ckpc3,Au9_Rho84_Msun/ckpc3,Au10_Rho50_Msun/ckpc3,Au10_Rho16_Msun/ckpc3,Au10_Rho84_Msun/ckpc3,Au11_Rho50_Msun/ckpc3,Au11_Rho16_Msun/ckpc3,Au11_Rho84_Msun/ckpc3,Au12_Rho50_Msun/ckpc3,Au12_Rho16_Msun/ckpc3,Au12_Rho84_Msun/ckpc3,Au13_Rho50_Msun/ckpc3,Au13_Rho16_Msun/ckpc3,Au13_Rho84_Msun/ckpc3,Au14_Rho50_Msun/ckpc3,Au14_Rho16_Msun/ckpc3,Au14_Rho84_Msun/ckpc3,Au15_Rho50_Msun/ckpc3,Au15_Rho16_Msun/ckpc3,Au15_Rho84_Msun/ckpc3,Au16_Rho50_Msun/ckpc3,Au16_Rho16_Msun/ckpc3,Au16_Rho84_Msun/ckpc3,Au17_Rho50_Msun/ckpc3,Au17_Rho16_Msun/ckpc3,Au17_Rho84_Msun/ckpc3,Au18_Rho50_Msun/ckpc3,Au18_Rho16_Msun/ckpc3,Au18_Rho84_Msun/ckpc3,Au19_Rho50_Msun/ckpc3,Au19_Rho16_Msun/ckpc3,Au19_Rho84_Msun/ckpc3,Au20_Rho50_Msun/ckpc3,Au20_Rho16_Msun/ckpc3,Au20_Rho84_Msun/ckpc3,Au21_Rho50_Msun/ckpc3,Au21_Rho16_Msun/ckpc3,Au21_Rho84_Msun/ckpc3,Au22_Rho50_Msun/ckpc3,Au22_Rho16_Msun/ckpc3,Au22_Rho84_Msun/ckpc3,Au23_Rho50_Msun/ckpc3,Au23_Rho16_Msun/ckpc3,Au23_Rho84_Msun/ckpc3,Au24_Rho50_Msun/ckpc3,Au24_Rho16_Msun/ckpc3,Au24_Rho84_Msun/ckpc3,Au25_Rho50_Msun/ckpc3,Au25_Rho16_Msun/ckpc3,Au25_Rho84_Msun/ckpc3,Au26_Rho50_Msun/ckpc3,Au26_Rho16_Msun/ckpc3,Au26_Rho84_Msun/ckpc3,Au27_Rho50_Msun/ckpc3,Au27_Rho16_Msun/ckpc3,Au27_Rho84_Msun/ckpc3,Au28_Rho50_Msun/ckpc3,Au28_Rho16_Msun/ckpc3,Au28_Rho84_Msun/ckpc3,Au29_Rho50_Msun/ckpc3,Au29_Rho16_Msun/ckpc3,Au29_Rho84_Msun/ckpc3,Au30_Rho50_Msun/ckpc3,Au30_Rho16_Msun/ckpc3,Au30_Rho84_Msun/ckpc3
105.0,934.0353129449792,540.6834349607327,2622.062135144901,1118.8702859609605,793.5320945642267,1665.8869021207154,1112.023146040793,767.8402322057926,1648.1204550950592,1372.6650051670208,887.4210924792417,2821.8840791072826,1217.7476725451647,832.1621401922606,2330.0117308944014,939.1480351867019,583.5156949994622,1453.5103651127022,1362.0631741489133,897.4401613730597,2908.905631893309,840.3460851605395,565.1692041967111,1317.3637834812753,1242.0286199284246,916.5671778666998,1693.803438774518,2090.2854000800808,1425.1526502642528,3325.690578044272,1467.222428455164,773.7033706004236,3029.791182497705,1281.84811347602,863.8664492461617,2405.4494410832535,1914.9812943726986,1136.1112971072694,3727.933410836501,2343.0733406976096,1786.7037836468153,3108.4328920640196,1177.7154749073406,838.3763843541632,1882.981808541084,836.9830825516692,538.6744849874987,1382.0935764870176,1090.9176311555866,761.2376064387228,1779.0286002743517,1112.7179309344779,775.947498457378,1646.2122999956234,1483.0892396233319,985.0728285199858,2512.032979149099,1375.6599646145596,963.3297954399703,2325.694369622986,1154.3819677645245,775.9576212887554,2383.976542197828,756.3202146836088,433.68360203225393,1383.4376226138259,1477.8392844692285,1095.710068951237,2215.017241635649,1149.1985518782303,854.5284599570897,1608.3426410247275,1012.5721092653312,678.7710231182384,1662.0197257327668,3264.0875905565813,2277.360688619941,4842.339692950299,1663.8714450086793,1141.938948815597,2765.4145552796967,2555.195679700292,1822.2018861775357,4436.6368514670085,940.2238802889065,604.715734419141,1428.881624385242,1580.979373189787,845.6595912007675,3032.6989914295245
115.0,833.7473433973926,475.89441497977924,2141.2017365311763,1015.0808942263172,727.9670335752364,1515.2246796145805,1008.2420584378867,695.5979835467098,1496.6070161521095,1200.441717771002,800.9779329758392,2466.3433665912044,1105.2951628723029,754.907669588199,1902.3975181104595,859.2808250844614,556.7261576876829,1348.1931875420833,1216.8391637158225,806.7625564401764,2459.4494367975994,750.8204051605298,498.3211203374782,1192.0005352237408,1074.077882128791,810.5224411543758,1451.8156199638495,1735.631058706723,1208.2323019792705,2700.848234411349,1241.260501128514,591.4559208353876,2941.6174377127245,1061.7603575152627,724.539885802052,1879.1755531059935,1661.2334848298385,992.0019487241152,3292.5122396630295,2022.4130899126617,1572.7724566457794,2624.019476781567,1077.447913081572,747.1380778607993,1745.82760613373,751.5896984177504,499.19763896584993,1225.5656486488238,957.5946675831457,679.8033249941888,1540.6566487671132,996.5346112025894,706.0404969925448,1531.7824983224425,1299.745492790684,917.3268034950345,2190.6131549532975,1228.2132274481596,890.8846644326212,1941.1029329300545,1041.363983668527,676.2929623895157,1975.7181137553328,669.2892325227275,388.2215504251392,1243.3841199824112,1325.4905503285493,993.6639592955828,2030.8123128988332,1019.3072156551866,764.4657116937374,1395.6631928847464,921.1739486711793,622.2715919358285,1539.2790377038123,2613.1802029072496,1820.0192454127894,3799.5084594229193,1485.8061619122323,1037.5275714206714,2409.1050202520487,2203.2202123150073,1572.2217013260145,3891.495741780603,876.5915975055303,571.554229223725,1304.9054912330246,1283.39734719418,709.5689818048801,2294.1360445453106
125.0,757.9692145226145,424.1053634756308,1829.5788196909193,932.1901649600682,683.5331159671301,1380.7816247779142,891.329942456872,619.0183106124284,1328.151208231152,1040.9608637183953,742.001404130782,1783.3129463622727,978.2958954854837,685.1777281583134,1619.37429993688,803.5003746637957,530.2825107455238,1202.970806664239,1106.4105778678204,762.383590211549,2135.414892836535,696.1073645296153,462.2482462868425,1177.8576340365773,942.3341322828849,710.3831154722042,1304.5253548761848,1386.4733743208328,971.8626950646262,2145.1154157477513,1025.806924115153,488.0135343107589,2377.183555393688,898.4600296114595,613.4295986719404,1490.9548343046624,1442.4688694867395,887.9457629641273,2932.3946217476837,1778.7667038870427,1377.0284946715408,2307.657790658564,968.1905325684795,686.4663569069139,1682.3588012346736,696.3505234198986,462.91327803315335,1194.6955193225554,843.5298694469727,596.8506463296582,1338.1220206226615,916.9898512035138,654.1294281762622,1420.2132985739634,1141.657524300511,826.7673653716355,1877.2036150158553,1129.6696346372705,831.3747924094349,1623.1486223960546,911.1431895100194,608.3414793462291,1526.7955673197414,615.2497524263042,363.142719554602,1095.8833108203335,1218.803249485431,908.4339323100875,1764.5889768607624,937.5903349372205,706.2402352847463,1293.1539746417923,822.8045810899173,552.2365216319724,1353.554642988149,2098.5872005597766,1573.7663903276368,2983.127933742713,1299.7911881081125,947.6552463008934,2020.2818400719668,1977.2793545162667,1374.126358132248,3349.1997337572116,819.4690871281994,524.2148168389004,1256.6306414551143,969.5770659995279,588.7958869005114,1754.4757171437848
135.0,702.8939390271698,394.51990197524736,1643.4680402340086,865.2957779634298,642.997119666064,1292.8845447230383,796.0299359770673,567.4471670828045,1192.7411821816474,921.6941400714733,668.6028100885542,1558.273359829385,871.1379363604797,609.5726263677394,1391.0203234836897,740.1152885121527,509.03112037754954,1165.0774273590475,997.8676953101519,697.3723018098459,1808.0547626981734,661.5480266356301,440.5380855411873,1204.9922642178892,845.1175242120153,627.1245656049268,1162.3951720528828,1100.1289092977472,789.8544120901144,1691.3612215855487,878.1613724230447,426.7517162716613,1917.5657132706795,785.5801913505235,549.0622280750101,1225.9597659704052,1284.7403101992086,832.3754271914217,2622.1845590230937,1566.602613423539,1223.5370012594913,2068.4499030744414,909.1984647616362,640.0757513700045,1571.2863420779138,666.4666441040386,438.3709534398728,1177.9962928577147,741.536600927818,541.5258693007139,1184.8220884381676,841.7547752074668,601.4656544212164,1262.1960587611916,1012.393254295199,749.8820640950453,1596.8911928606078,1010.5137013380094,757.1839002455188,1434.3702859623359,807.8009401333701,552.7718957970719,1317.730481796673,560.4794656730655,341.28605846307704,978.6643873808956,1044.2468586273199,771.4036945945654,1526.4400979081377,879.6510207921913,670.290868190644,1211.7606391622128,740.483406039613,494.358450131665,1220.8500064296857,1797.7724600118472,1384.9853244615672,2393.690180233616,1135.8924111423953,839.9511065822866,1688.5127879886809,1769.9992369413135,1219.496781930197,2840.627004801137,773.6085786440865,499.73542964635874,1169.3187948872076,795.1552273928665,520.1589805610182,1392.7396007676668
145.0,644.6541923529542,372.99658373947227,1395.7182211907666,823.2677830023802,608.5237113288654,1267.1319317528926,746.1450123724436,526.2717135550549,1097.1536108608927,828.1036920757679,602.6758821527662,1234.7751981109639,765.9959750991098,546.1782976806095,1240.1553687833002,705.4772489674077,486.33714435490793,1146.9789534390147,890.9202786110675,642.4530464987625,1515.9041553832496,646.9794385047308,426.3487094585206,1181.847272546326,735.032464155338,543.9450153410213,1032.3796770073154,931.996830604642,670.8029212021194,1373.7492897374827,743.6099783141899,378.3624121250167,1590.7285222530998,705.7791096479359,484.807988100868,1123.4630831556842,1190.0686078096408,791.3613131924395,2316.2163107744555,1389.2989814779887,1090.9951938854692,1834.930089210352,871.3704864731317,598.7119541881306,1581.0914004690835,615.1889796636822,411.26596724325685,1116.7700382628072,653.0136011831366,467.3328981130766,1053.393422620602,780.9027569814036,557.8566572474723,1194.5380665158925,918.7204087545406,679.7069621015838,1464.0181667352822,916.5310380456536,660.9898913868273,1310.5211150201833,738.8464925589315,509.978410855578,1218.3519692863051,521.918060969393,320.2331760593876,917.6040363573409,889.927999247329,647.6784041564576,1312.9426195343663,831.3878752612716,640.6805391788589,1148.8906849630575,670.2919016882686,432.86287529333015,1158.9711449630634,1584.1016535315525,1222.1869881031453,2082.377057646906,1034.1612165392312,787.0815672590657,1518.508942467582,1498.0761175823586,1032.118110423644,2577.582044317637,738.5478644136658,496.0706508970917,1099.0297656103248,714.530309016063,476.86132825973004,1216.8026652574247
155.0,600.6935297201483,354.2635422260622,1239.4638897858053,780.0737575987362,561.5131035119847,1204.0831124247513,709.2948269182851,490.6272914884735,1060.073539705815,737.2142894441347,533.0217016413654,1082.4368176793855,711.0319459499692,515.61871176956,1121.9355166184482,689.7470009299122,463.2649124097444,1148.685790501094,821.283647679645,593.5988951590912,1340.6976217123627,615.5510167116654,405.20145527565535,1092.061939017406,652.723787362428,465.9112812914477,899.7570331392247,800.0207309398669,564.8134014426715,1204.8236186547301,652.3009906005398,330.15347312106275,1484.3963038761744,626.6916684751856,421.540179777959,1013.2157422379355,1078.8690067872244,721.467143467968,2042.224580236799,1221.6957988100753,960.6172515964566,1650.0703730166613,821.2333608984025,571.9002316987155,1504.307443276578,567.3337177022357,388.8196023885288,1057.060747387633,590.7081070910767,411.69479470925404,899.2612550636438,736.8932105709797,524.5541553066022,1110.6988635115417,833.9316314068325,607.5650613499519,1343.1678355543575,824.0239593889617,582.4344566672906,1190.3134448513458,702.5520116478318,479.6678132709971,1086.938103808241,469.07620796991375,276.9188972912315,832.0012140567676,773.5718865772201,568.0156229850417,1163.6211806806448,780.6718905713285,602.6431920947613,1103.885021182333,618.4794111546181,406.80185147867206,1048.8605919528775,1400.464733964216,1088.9615726829195,1877.9318959701502,977.0172000959889,732.7876146581383,1417.9512342226715,1296.6350547134007,864.3966095277062,2215.5031143402525,700.0575075740073,480.15182767274587,1074.1661259746877,654.4135757890108,440.85956773181454,1067.8900508655292
165.0,557.4885237498652,338.6794308709487,1119.7745407956163,744.4960011012479,541.7853700151218,1168.0644437322985,650.0285712581673,453.963835429078,1013.8229642719252,669.2841328911591,482.15722785228587,995.4897196613438,655.8317010008504,480.5145150746672,1049.2846179247165,660.6983217599135,434.8149839244089,1066.5093545670175,756.4797254625644,555.95648986771,1225.4110261577578,572.978497351279,384.3448544117116,954.8574839158368,581.5735094693938,420.0802946495111,804.1474172725765,696.7618703115393,492.2424138505872,1058.043364970383,563.7663178181986,291.3738113590974,1374.0821518666653,572.1000836231651,379.1047263231239,903.9498575761539,971.3968816849724,633.8046169810542,1879.4918579024138,1086.6123686073083,848.1210250617719,1522.083275176619,761.726504069344,533.000703116202,1425.6947465995486,538.4453422131737,372.8205162495564,915.6415358818138,523.7084188937812,379.53151746526527,770.9319332198627,690.6273928344089,489.47139976220353,1018.1485322188622,775.3575978052921,565.601258286731,1166.1173084496124,736.170173952635,519.58348070967,1077.1764760550766,666.7667092216055,460.54591174353305,1036.6910745951427,414.4894647750111,245.04756396481773,726.1934271949448,705.291662019682,517.0959826888726,1093.144842625966,753.2218187125669,562.8850596386562,1049.923529964626,584.6499491948282,382.27638953022483,959.1324239935618,1248.3075944601187,977.8776169835645,1679.8567801051822,915.1698753417547,681.2907059958434,1337.8743699913643,1107.0333979276588,756.8284989684846,1892.297059836269,663.2598989457233,459.27052816937794,1007.4088620714112,596.9797484799403,396.00715015125434,963.764838120156
175.0,508.8158245967055,305.57586741836536,961.0164801976232,711.0921213785464,509.18748430047407,1059.166870276205,605.6108032706422,417.1387288949492,906.5710184545645,611.0590271481891,440.66314450900893,911.3813202254978,626.7485193599952,445.7489647879121,1002.8037518361114,616.1902850376571,407.44975546525575,999.0068195068952,704.2192463600879,512.0689729696181,1092.418718192356,537.1056749597889,366.9761235532041,867.4433323601845,518.4446827209526,378.87460778198823,719.4389675454142,620.9972201360185,435.59993629939856,919.8878394428139,500.015043233604,259.92193093328353,1302.0743692217952,529.7495452665082,353.75541782490563,850.0726186314988,870.1604176792255,552.674583434157,1688.2211553498075,978.0649669512238,749.7803664255733,1398.3857959561903,705.0254272803576,490.8141206155408,1328.4574509563247,510.6682925374197,355.34310669377174,834.2179669398682,463.4512084808399,331.82289567967973,665.6475899323801,627.8743845447167,451.7029915674869,942.6671231325769,716.9412286753197,509.2829302160409,1068.9051906467776,666.0236976340743,468.3824590861481,947.5210290491308,637.9780681931984,432.6348863182501,996.634766753559,375.26301601490917,222.92100931013536,679.4759236993397,668.3641834678425,487.4020722799561,999.5790321451633,722.7122042301064,527.5816186094949,994.5997363790375,546.7651822735993,363.6999561176923,901.0258822885082,1113.2795651145802,847.3061694135248,1488.3092153571865,868.2392197414109,639.4629473607416,1279.995417269104,958.3958682527415,665.7317796899314,1655.9028184044323,638.273188217032,448.76767803355995,954.6825391318994,520.2613392408264,359.31759085047537,872.7659988026801
185.0,462.33681688807604,286.5624764308819,862.3695153611144,665.5978737626233,487.13613429472605,1005.3790704911545,562.0672008135756,385.19474250096823,842.4812087891291,556.4868262047501,387.55803239748985,821.6528327889916,609.8213529327934,414.19489496679654,978.672016742471,566.1351230537548,379.5932946494905,905.8906494878012,654.0926357627548,464.93886694519557,981.0882807434677,507.85581992217976,337.0298978047263,815.1144682835505,477.1233010543574,347.2876601814626,664.877101559505,557.8778806997639,391.9237712932635,808.5200608067993,465.07023283393715,237.20817447615835,1215.7856044224416,492.77541454383737,323.7774043107153,781.3663021589315,779.6675781426678,481.52398914826585,1534.734020014759,892.2994095095219,677.8454383365997,1284.8940290230037,672.1701850411105,446.4363581617697,1274.590984346771,487.44258894460825,340.1568267432297,774.3137676712973,423.35544640164613,308.4213213213508,594.2846361558837,577.9207365838288,417.3073704172862,872.2918955814183,657.1398562856415,463.2407409919857,934.9245469919737,607.719406771891,429.3595531473341,871.4376687320269,624.3501790386042,427.95012026393636,956.081629158125,341.30592634977995,200.89382958081544,590.7921514409305,627.4117486116279,457.9766399787039,941.6747186521723,682.9140530680763,500.83124979178933,950.8601138048083,519.460988009939,338.0963031435473,867.1375239637972,992.5938695474858,734.9566056038813,1334.5272175987175,820.2179938300108,605.6230350942302,1218.3622707197633,869.3765452840278,607.8221665013951,1441.1304680515068,614.640268305574,423.38153087711146,923.9784792022646,464.0931584774812,318.2168595089688,826.5021172680716
195.0,442.78772958130213,270.77024074128985,772.3817492362374,635.1445753826314,465.91824767975146,994.0285646997108,539.1693340622172,367.5574925118622,813.2797606710182,516.2071540773326,355.3865054945497,764.7320417788565,587.4985902231599,406.55114609563554,905.8803587132852,517.0925119631793,362.7652200841949,773.902249267041,586.8920483637535,410.7353878775066,875.2807704302523,482.36227097729716,310.21947260176506,769.9762721532346,439.808067840342,322.13227690255735,624.6451323234782,495.66465369947457,347.69529681094656,726.3832536497496,434.02463888644854,208.69405811588805,1149.9891990654646,453.9252658444573,301.90525381556284,711.0387685993514,720.8546224922139,418.3822254239404,1350.4776619534725,800.6688384806268,616.826943739053,1185.6170320172585,638.2538129600994,413.63290685379206,1136.1403489831619,462.63571070649624,325.51668446618623,703.6330260689831,391.6018394268201,284.3388535002694,561.5917506446874,536.6238949896231,391.9338331676673,841.4274969382735,594.8121629763618,399.28463120474504,861.4857898298047,572.1652554034797,387.830927490171,854.7012400060212,621.7686170459556,409.4919547700829,944.4762355694502,301.45750070618186,184.82599459706947,526.1302455832806,596.7623486130681,427.9347898942411,864.5406123852348,638.8226330056843,467.70828151942186,914.3985211487562,482.0878739066825,317.9358516577515,804.307577038189,891.7803158991319,643.1635428405076,1198.6229381551764,777.8272558174588,567.8822451382247,1133.6246004730376,770.8620574726267,546.2862729225326,1247.978098297173,603.9914590515101,408.87828392975985,894.6946317282342,438.226443205664,294.5813575781056,777.5683757093643
205.0,419.9569266408622,255.2880529979941,704.1637860140839,615.9385535492167,450.12690636029384,966.9888368185508,512.0037550665177,355.54583898863854,775.6101403738944,488.2484250758143,327.46723064648916,737.7910830341592,551.7547581180111,382.77590928587693,836.4027431955543,481.82310097524663,327.13862313005114,694.1358697780953,528.0557152103061,364.97641787084797,763.2132623876986,445.78277434432334,293.74672352554796,729.8481290450205,405.6044838142089,298.79230855033927,568.2584238294581,438.81687978537104,295.68616158057245,671.4036466678476,400.69585760298185,185.7134671515918,1087.6177152891325,416.99019570571915,283.0118458890322,638.6276938682128,650.8377081897047,372.4046989121946,1168.1536414992145,721.3598072005236,562.2373991048122,1104.7838528871487,597.7294004912437,391.14308577020824,1017.0981607379912,443.68323161653547,312.1492606078944,666.3937160660279,370.24321894694856,266.0724276451129,525.2417536341717,500.6122999660221,362.1976061876806,825.7410587591195,527.4429366212296,354.58483146407195,803.359366229887,533.5938043962059,364.31740572245155,814.0166451161382,608.1710814931525,397.7357473519184,922.0918080139867,277.2593387210915,164.4273317206702,471.8788218558304,550.7629822600414,398.6677523980978,794.9096605594254,601.3005314732409,440.3631413882048,857.2075308305684,449.2803340922304,294.1739572070215,744.7079334963311,786.9344588153288,569.7073642115764,1068.0959460016636,736.9468763866071,542.3521428476523,1051.6274992470892,709.47863448576,510.5538906820423,1112.0936580700252,577.3149460564784,388.1414274005729,863.6725375972704,409.39932732595275,274.8517455300906,719.7714871332054
215.0,401.61441536924633,241.27081336544646,670.3373483850052,588.3289597980487,432.09309323782514,919.2200783178855,480.04581894009857,334.4935797097994,706.5621503337383,462.110034044338,319.82272462536,694.3867322492374,521.4135369851108,355.22569673256476,801.5052811582617,424.15164208063345,292.77922509037296,629.0561938116244,462.9783191551826,314.52651856612687,697.1566152894792,426.9094238556743,284.02462826465404,690.4578931488877,367.1775285920014,267.21497683738636,510.5903673745843,376.997934320432,250.34528571217854,597.5832994180735,377.8039252456199,174.9659039754717,1023.3282602093436,385.8353311897385,258.35298351370295,576.055737528755,573.9360286531689,324.0002249302479,1030.3668594268777,654.6668808102706,508.4548698145741,1022.8924692539321,540.3338674400661,356.1619020036899,875.1697254445957,427.95323977135445,299.3684495848172,625.4649554892742,351.59461326451355,257.63276622935746,485.48647546691205,471.85841315333164,336.9720052747201,787.7060238473567,476.833719224838,315.9490837915455,736.1854844193786,495.33502627022665,336.68076591166727,779.3526861783886,603.6179688442967,382.21999410555026,887.8644833802163,248.66072535223287,144.487729087002,416.37119346838443,512.8986818940582,362.2014597885031,735.4307049328437,571.5500456769239,421.19412234373135,810.7094417377026,424.50908182178046,273.7396619117053,689.0867733371007,685.6754062537209,502.36791821674564,940.6017376406753,689.5392320354717,517.3012945489404,972.2324369211294,651.5940755207622,471.5845877415732,981.8148623366949,554.5812086460013,378.29515769579314,843.0992113678565,381.85919411358236,258.42277283002636,638.1165800715162
225.0,378.3672510216345,224.9675711544502,647.5512143842949,578.3720991891216,411.75754028539603,876.0055669353594,441.2479319278287,312.727231928553,648.0243811122684,433.3320315217733,300.89249936227276,639.94775197534,479.8379030300303,320.56353472928106,746.2950049171445,372.0983609864039,260.48190239834753,542.0540494555551,411.37108353416875,280.11168540761696,630.4127034684035,400.94106393717107,267.21518472217457,634.6184861696613,331.7019169475648,235.9864118204642,460.16228219012936,333.5727391928589,217.53464331521508,506.1509349273952,357.47946543171435,162.32732521634915,912.5433826089031,353.87777502954316,244.373668422948,539.8174081046029,511.11414143023103,290.038326540263,881.9052467393484,612.1958158239785,473.5351626935267,912.7088000129668,487.52771330942244,324.6019905192058,770.1159463608735,409.8590181144868,285.38558033057,591.3079668654541,336.45394365451966,243.4498766882453,467.17676299627124,453.66562849357763,320.4998003978393,764.997894751175,439.47914822284986,290.07173567534954,676.5708195442255,460.1507865218406,316.14401636511167,733.9267087045968,567.91244722584,372.42991638608623,858.9463355747538,216.2561340507768,128.4021807938182,359.3897053627818,480.3125791378015,333.27532498651783,665.9344126283462,540.1660814765313,399.73796572561787,768.4728213907439,390.8915275443237,258.96823526175893,642.9768629834729,612.1219461369485,452.12284499219527,847.379018517648,640.7835054066534,470.88734117959183,915.1621644038795,597.1360860136435,438.20130100944647,888.9720144894845,551.9909345756819,366.85819023102636,832.78521693017,353.3976220638488,244.6052492882762,591.9170707158569
235.0,345.36432548670103,206.4888065348532,610.0401934774634,558.366368519299,402.18291725570975,853.7347340077375,408.49982086111277,289.753523493969,603.163943092187,399.4346811043889,286.3721892417485,581.7270598970778,448.62393423105357,296.5662299897899,678.8268300221047,331.41343595303556,230.01845829091522,486.1825327735097,370.1738060365043,250.56123299751212,563.3154336941387,381.2479702619339,257.0303014685905,585.3857596638532,293.30132076153996,206.3445852086082,418.84503284084025,299.86584725162095,189.0489029212479,442.83126107468,332.0837377907043,154.73082420794395,813.2638047546835,330.1022512573058,226.75883092441074,502.24142400747,461.1454513958596,266.81345353866544,768.9767854387622,563.7991840698269,432.09323006048334,808.5351072391077,435.4499436558069,283.94993198192924,679.0703942770807,394.07044068357163,272.82014029730635,559.0957755351232,316.5514709112697,234.08554992597254,444.2759473571367,439.2839130447478,311.81264286564056,753.7563730211276,399.8183311543911,263.88199869326553,616.2439793773744,432.76335596518516,294.23505400148525,679.91643931748,545.0373992574032,356.0223922011975,821.8678120336847,188.02445797966809,110.37678881608812,306.7537390881227,449.8018414056275,307.97431000717137,635.719066146922,516.1697869291434,376.07232832189436,715.2668805091229,358.71246480300965,241.63717377630027,581.4958242277448,559.5439022512546,408.68251728877436,773.5269674242577,598.898087591654,443.76072379081546,858.2577979734034,553.9589710741523,386.32565958627964,807.3207780676462,540.3371674745736,352.3202170746568,808.1119187444111,331.71076543334766,231.19808274828566,538.4159197251455
245.0,313.506255254512,194.484474319022,542.1842394622889,535.5080774604454,381.70305838867546,819.5439038569534,384.8677955102644,277.4768229064155,556.1299586433898,371.5178088944242,272.18497682088525,522.180118892616,409.760607046,266.7642903744995,621.8512822578598,299.0092077690861,207.33009162788534,438.70533895094934,328.99487285330565,221.79575896884742,509.21677450444395,363.89530055113164,245.44082634808154,549.6822946280564,263.63340007453155,174.88305482919134,377.107492248842,264.40585280257227,171.34444356285084,396.27718673569564,311.2126170777219,143.89530749444899,734.955902232127,305.6002012012559,211.43488521687607,457.5579743097551,413.90832519504016,249.65359127259285,684.5681666260408,503.5187971002427,378.7164386706416,708.0146344262901,376.2889280301531,247.77100148037138,575.559476796823,379.2300562354128,262.50796513266073,539.1560598481469,297.3418337772948,216.9775566365905,410.9939079576937,430.97265626373,306.5900757922113,745.6701114529733,360.5073479802878,240.5440181511837,560.2267642908558,400.6265208749537,270.20975989101925,622.2005018473509,508.5616146675949,341.64726321574597,794.419932705559,166.81300033983396,100.6755193769846,273.03650981371345,423.1581863804141,285.3943994876968,598.1518085115936,490.20991328680725,354.8105122923193,673.8796523830941,333.29847624366397,219.88445575144138,534.751716670426,510.52910274356975,375.0595607711776,714.3746626857794,556.1852812338811,414.06477951292914,795.2007261211562,514.3183993655103,357.17229204382033,740.7288083908196,526.5888711412276,339.1687250367377,771.9553408654666,316.87383457871493,225.52905601296314,519.4837322977716
255.0,292.0212172858192,179.20006977138317,493.5662294539546,513.6973841589106,365.0456765466789,775.6907351737269,361.1207849064088,261.5454170156918,527.4950310923606,345.10338705624986,250.6485033346394,492.14309791107405,381.3654777033471,243.4476322592429,587.2808345536997,271.7944385972884,186.24972415742093,394.43578505239327,301.1076759605176,202.78467833737582,457.46271848844543,339.51512498962484,231.4136648917863,514.6557995309712,231.55985623322587,155.90956458243323,334.450054972566,238.59889090086057,153.64572498921618,359.3414316115197,307.3744187310107,138.19197100745095,671.0234803742783,281.74062176511313,195.78117351386524,429.6335060704562,382.10322180191406,233.58316514857316,616.9405441650597,448.4278881567078,320.570235730177,617.9982871010876,323.73075151223907,217.82976933479338,500.81487775014745,365.7183204228844,257.4394291279349,512.2763454537704,274.8028341141106,198.80241597201123,381.47676836764373,429.00840729519024,301.2777469846687,741.7266287628803,329.9805904125693,214.9768612307742,514.3733444358279,369.7396207434123,250.82148431481323,586.4429438933699,476.8621712592939,319.1406076505663,751.3679065224968,146.65048297479004,90.37280464901679,250.93398444573384,395.8396309122448,265.2600057160059,549.8812978718568,453.21378611797934,328.44856881338836,633.2354220394158,309.75263702840516,201.01944159485092,483.35675423579124,466.2495715117548,335.80150846741685,647.2295391669226,523.1553050867639,394.22898223554614,734.0224917650057,468.87814094251326,328.425657549757,676.2204729398584,501.1561456267448,329.5486308644225,734.8481787473405,308.1174254660147,218.96569249412013,493.4792192785195
