SnapshotNumber,R200_Au1_ckpc,R200_Au2_ckpc,R200_Au3_ckpc,R200_Au4_ckpc,R200_Au5_ckpc,R200_Au6_ckpc,R200_Au7_ckpc,R200_Au8_ckpc,R200_Au9_ckpc,R200_Au10_ckpc,R200_Au11_ckpc,R200_Au12_ckpc,R200_Au13_ckpc,R200_Au14_ckpc,R200_Au15_ckpc,R200_Au16_ckpc,R200_Au17_ckpc,R200_Au18_ckpc,R200_Au19_ckpc,R200_Au20_ckpc,R200_Au21_ckpc,R200_Au22_ckpc,R200_Au23_ckpc,R200_Au24_ckpc,R200_Au25_ckpc,R200_Au26_ckpc,R200_Au27_ckpc,R200_Au28_ckpc,R200_Au29_ckpc,R200_Au30_ckpc,Time_Gyr,Redshift,ExpansionFactor
61,242.31251615575235,268.73407575678505,237.2696263539997,124.4381415346159,200.1733867506793,218.4980111222748,125.35835475156102,226.69292418007234,217.78714415843075,207.31991945474712,204.3339044132714,186.22190248338245,214.68578089263318,243.38983251085602,172.24827645819536,210.70022049670695,256.1408025387802,244.3315278504017,211.10989798728355,214.84701774527372,196.76711806614912,251.4929023484873,231.11100743544108,258.360189446591,223.39729832146432,218.62048340772517,261.77107557814895,193.153174204585,261.5009989027114,162.26996243730028,3.2927893443027587,2.0020281392528516,0.3331081367707903
62,244.42545991565197,268.9846492154911,238.07800940150128,128.11832377318527,204.3495157817938,215.52474902973285,129.69303811847135,230.2081206387715,241.4747133743311,217.93386903469835,205.93846725541547,190.1125413611239,211.704823055045,243.39383429828007,177.34060592490945,240.0397427651635,254.9837142893113,244.986325814623,215.79469377811247,218.83312783727467,198.23289364334474,253.26510050558176,263.8621634221172,264.9162386271812,223.34571484181143,222.61437719614437,275.8134575883636,198.5058067505279,265.1266183089028,166.46692494964714,3.456027342139815,1.9040895435327672,0.344341999449342
63,244.87880526240534,269.67596898691767,242.05596200375322,138.76402379841304,219.46329941734797,215.24449198299126,150.9332504704478,232.16077302327918,258.24611651716253,224.6730989352324,205.82879189458484,193.7714283737581,210.62750669994134,242.9721734332743,190.67499038479014,249.81028266373121,255.05334978805843,245.1378000649763,215.7601288889333,219.53594725058463,198.69046065595205,253.15397394711385,279.7052838096264,272.16708165839026,223.78973734313732,224.9703525846047,279.8751838724047,213.0914863731651,265.6215866424349,167.7530378617772,3.601989761790254,1.822689252620354,0.3542720825792927
64,245.82269938624995,269.235574479685,244.63091432054398,145.89186683593994,226.65061957016093,215.5322468841922,162.60456243798993,234.41932027945393,266.16943573835624,228.82176515045325,210.36308090015203,198.3771778690405,209.72719248090152,241.5566840529952,195.83129348068158,255.4781109389257,255.02617281412364,245.77137976071293,214.96975388483997,220.4971677947048,196.8171404089498,252.30009805246743,285.442791559254,277.18455351364724,223.12544063074463,227.0603850121095,283.0216881798593,221.9746628922137,265.4551606588489,167.75111392551563,3.753719577468845,1.7435705743308647,0.3644885279628326
65,246.83051216966444,267.42355633893686,246.4632272403712,153.1594975852713,231.77189603217042,217.2931213021472,169.07912467246177,235.20793625610813,269.35505641848886,234.1759368454054,220.13817228221853,201.01657655363294,209.12509937632555,240.91426524437688,198.03418950625044,267.91812889129517,256.69727086915333,247.71481923900805,214.86665288906315,221.238509908932,195.84371661197054,251.1842809842895,287.12543323185304,281.8087068335117,222.44797320040135,231.2944300216578,285.66790309577846,228.11397648462773,265.88939857004453,168.0326462671506,3.911395417821742,1.6666695561144653,0.3749995936718436
66,249.11432345743393,267.16333021715855,248.07495811932978,165.09189320046835,237.38277579402262,220.5540723323611,170.83854789277947,236.52124813001595,276.23118262947423,240.62400372907513,223.27810222461932,204.43671956708937,208.51289186397452,241.48097990958306,197.6478191292425,275.01998229840876,260.58219290771757,249.59405421577443,214.88945428224307,221.6921191098012,197.326246925524,254.7002030418073,288.6710686547858,285.33601859369793,222.724008581289,234.3304454180912,286.98633813710273,237.06093973618826,265.8551195228242,155.70756976400767,4.047462659390993,1.6042345220731056,0.3839899945738943
67,254.08348802164346,269.1899277176392,253.42822831271937,172.8586369917353,239.9988453772034,228.58636330340983,172.31783499949202,236.87709938095475,277.87945730348105,242.30836045342735,231.77097254276487,206.96457392419705,208.750250629044,242.5386171452113,200.13904173993004,281.4141569789117,261.8563444332614,253.07609300724576,214.1492555358513,221.56305047145403,198.60677492553478,256.1317435474686,287.76486169382486,284.5887397618637,223.6708270882512,240.02775939073433,304.7327482016086,242.7027563931264,265.8121113019372,156.36983260092384,4.216501575203794,1.5312390291576135,0.395063440663206
68,255.10875915239146,271.90250194370003,293.94472086871116,180.75090937862817,241.56890929369726,232.65242119251988,139.86669213648338,236.56660905010287,277.2068271985954,242.65642800794797,232.6123373547504,209.28906272149675,210.36327879073892,243.26975690029147,201.52467162942963,292.9565432290861,263.381882967702,259.6480174104742,214.06757069914607,222.53143905238872,198.40125455711382,257.07370274113015,286.4029127112247,284.7045057552023,224.60146254277325,258.7126985453954,308.00522086154893,246.7958813169563,265.4745979120514,156.5716919934871,4.362284942523422,1.4719748452657977,0.40453486082803386
69,255.71557964321013,273.7417630219118,305.652455698165,196.59959269041366,241.03163635025373,243.82967732201394,140.3507544998928,237.15863172258972,276.3809198402314,242.45185311677554,231.15027772301997,211.30451238558183,211.0099412530542,244.51941396874525,201.82959903600525,299.95969320902066,264.0119226207173,265.43862580092093,214.35237922938646,228.372311651909,198.5193952374953,258.3213369280289,284.8603995619964,283.80808338437157,227.38160541034017,291.8165395336199,308.73130341274157,248.05224467752183,265.91345327027483,156.9846786544336,4.512645611341976,1.4140982203725216,0.41423335287728646
70,257.334962291529,275.2624862187377,309.6011644692412,209.09801035376273,242.57648021083887,253.38440654164168,173.16434496673702,237.9275685797685,276.88147308588276,242.278303072061,228.50575587101105,210.95699452713598,211.74703971358446,250.04854293036325,201.3672166857833,302.47180427054803,264.40539507101084,277.37723298176246,214.59149702189507,230.51988626451677,199.62175574576378,259.46448488504257,283.69495593219165,284.82849520181895,228.99247876342216,298.02652205340155,308.040027617001,247.77121805627561,265.7397932863454,157.95255052105804,4.6676818138046885,1.3575766674029972,0.42416436072959446
71,259.3368234686467,277.56217272914546,311.95630431966794,224.72679324781225,246.1331017657299,259.93297985561554,174.65620911963944,238.25389015757267,277.27989280084887,241.1219184335678,225.6940164730685,210.9481114385683,212.31648087132132,259.26228468091296,201.25756331279564,305.15845482972446,264.59983356656517,281.3689939494117,214.3972784047706,233.336375036545,200.508943222539,259.5010506679337,283.9217385447833,295.6341347969509,231.23862487615096,304.7404659344979,307.5772055099192,249.88785577379744,266.050767349743,165.7791012452559,4.8274895792332035,1.3023784599059653,0.4343334588184266
72,260.42049431037424,281.9821689268543,314.3256263288228,232.84580427161077,246.5400527637758,269.43537800892875,168.86525991762636,238.52434062634103,276.757703517696,240.0841142323159,221.63783112546065,211.78356152078968,212.83356897490066,261.7753632075318,201.6768055150726,305.2943836750843,264.21302343269747,284.1968284484224,214.27095824679708,234.72358805073986,203.0400957560951,258.4119928046738,285.4585788305203,295.9761996703354,232.4368743676958,308.90188509865254,306.11099017586383,250.38337380340428,266.0457101458555,184.5373918441293,4.992162284984807,1.2484726142451428,0.4447463552211064
73,261.0104721134631,285.89732424952876,314.4513748028786,243.84823506149692,246.53240099441555,271.908724503266,180.49406938467015,238.40356140480083,275.93100459698434,239.654449792462,218.33314627554103,212.97077311515386,213.3281855029449,263.25118722897355,206.89469655917708,304.84673317966514,264.55535216019786,286.6777827364339,214.37410321825988,235.2321888469253,209.34449407367276,258.33178115344884,288.6578979368352,300.2986358087007,232.82401431920837,310.88745328411517,303.1051421000118,249.2382909162076,265.964509041696,190.92708100466245,5.1274639756249885,1.2062580807810006,0.45325613023749545
74,262.42578559099826,297.04428113138357,311.3720433557563,249.25253903846465,249.59381234950158,273.4424205274555,209.54730993740606,237.91943307786244,273.85860641955696,238.17240321145434,216.6224701031306,215.5801803819089,278.2600009020968,265.1347318229659,209.71285640727248,304.40952690966594,265.2405373234304,289.3756690833779,214.8858922516788,236.360846815409,240.0265940350559,258.78312560649016,290.84258802840895,306.7258142415306,232.9188698738642,311.82472906722,298.25497574206037,247.9485719978273,265.6333061627482,194.60885736184855,5.301118608963015,1.1546027123602154,0.46412268687092223
75,262.5794586256505,312.8270448898872,307.9245034899352,250.87849605183732,252.08879488134028,273.46187976850103,221.84508853347776,238.1718095396936,272.8284319998223,237.56951854453075,217.90805530702892,229.50796175446328,214.99095016548165,266.9242564003359,212.76890272866913,301.8831237501955,266.0699407488297,291.99248625322025,216.8261215048975,236.97452751324033,253.55190992953416,259.2014003436756,291.6141634267464,308.0172482116641,233.3129579837614,311.0176213146118,295.3995465000981,247.4589247222986,265.57055285885673,195.8873404924613,5.443716379882912,1.1141505637653806,0.4730032085410998
76,262.41373625304016,323.1493037447424,304.81366346380923,250.97851874959562,252.83490835749615,273.311922679314,227.1972153590319,239.58415465842523,271.8188821768117,237.15256307792467,225.7055381027949,249.75894105035118,215.63468824467935,275.9268488946594,214.1426591829545,300.97621317825894,266.80558801172265,290.8731071544781,217.26132688118466,237.06060991854343,278.41259653244254,259.9184458913996,291.8373400330878,308.9793922451898,233.5666537161719,310.2471453084238,293.55283154311286,247.42409597900357,265.7479727639374,197.5321850629618,5.589624137609857,1.074457894547674,0.4820536500780824
77,262.4442553791093,329.0381977933513,302.1256496583675,250.37240186975262,252.69614308039067,273.3363291850322,229.08078194086718,248.31875932239512,270.61249718336086,236.9139949814908,234.51613275213583,253.3831752224343,218.26694088030024,280.5727262033972,215.1024065415944,298.8026269473948,267.24090332722477,288.27753024096336,217.63364702652245,236.6060112647397,289.9433072379896,260.57194657288454,291.54668273661224,309.2773934812238,233.51153019379777,310.32693919063195,292.7496596143998,253.28900129091113,265.65599761671314,200.03864524884088,5.738880497117503,1.035510445664141,0.4912772627279358
78,262.8045701621749,331.45178133044357,298.48943211185525,249.87444318957398,252.0217319602229,271.8441901840924,230.88365313893172,252.6595113339705,269.3324968915818,236.66148659260168,236.59343421854982,256.5263813534405,229.85888772857248,281.8475593520738,216.39344473055408,295.96830603470227,267.10675549714705,285.3897568819638,220.69840053374287,235.47192229903763,299.94592881930936,261.90645472743404,291.16020242038934,309.11521115133473,232.81535110907058,308.67826873545135,293.2680010250295,256.15133471557203,265.6662659393892,207.33647630051806,5.9302151786088215,0.987852810815766,0.5030553542792862
79,263.05114183345694,332.0040279949628,297.19601923585276,248.45253335914202,251.97129184840546,268.95494363961257,231.75118348407452,253.64329140499768,269.59538354236184,237.01120323534647,237.31349210076334,256.6338799178152,245.79365344566108,281.8264070471181,216.9664259310122,294.8122732016969,269.95950222226463,283.9966731136908,222.06804526138927,233.9513310292697,302.229432277277,262.4597568084167,290.48913345235593,307.66799331362205,232.4210431207435,306.7613685836443,294.06532418750743,258.2169166616727,265.5681561839709,216.34975488653433,6.087135431576196,0.9505313515850327,0.5126808134549512
80,263.157826847641,332.79708551590085,296.23169840587104,246.99500322306739,253.79170934517546,267.22885398926667,231.26885816026126,254.4657686598554,269.71319440509853,239.12966594383641,237.37356288781012,257.3416905714837,250.84610795911408,281.9849393950709,216.75947635279692,293.9260971656992,271.2130951146135,282.84387249360486,222.72979138399518,233.65247226735917,303.30927723432444,262.8181366612993,289.7624572294026,306.0245999407589,232.01413609838352,304.8657966395369,294.38172924812346,259.3154073095751,265.3714749284316,219.67462457631814,6.207093384145743,0.9230008161779089,0.5200205801199638
81,262.5324046416534,333.0212295873337,295.61133340377097,243.97171878772483,268.3875473512737,265.2743106502619,229.29885736763504,255.09127881721497,270.00818330664293,244.44667818413666,237.24922163570562,258.85570747619784,254.80974647558,285.1566857462772,216.35402052807424,293.36958485964004,271.05713534429043,281.2003471936838,223.6048855471263,233.3443566235501,304.3588449315756,263.14687690183234,288.46372329539673,304.28811004067904,231.18161039927972,303.11424506700934,296.277081313801,263.40404671343515,265.11232621095974,225.10735883427103,6.370083836422556,0.8868969375752482,0.5299706518603222
82,262.8416856411409,330.1492874752865,295.25119452344927,240.13598355392764,274.16544676847263,263.36367703370684,226.43628207670125,255.43398133804618,269.70143090909926,245.4840206406858,237.23556718520928,259.7885417150188,260.2020011145896,288.44824385393224,216.83388321347272,292.10548177834227,270.9438319893666,279.93718958963456,224.51678735942147,232.97665392524007,305.03140907293226,263.83920811403635,288.0733731188077,303.07422719276883,230.9254300406114,303.55987268087347,299.8001714081333,279.21992416348064,264.4920051845457,237.71888196195704,6.536579634256445,0.8514709006246495,0.5401111082343341
83,269.0306697708677,325.92212466059385,294.5437576631116,240.30773059551706,275.5857075106804,261.91966942107064,222.47594173668372,254.85172126784656,269.88344627336465,245.94160964113607,237.05289218565417,266.26688585848484,269.4208880203988,298.5236451955466,230.69134746414733,290.79859035458736,270.492949281028,278.4709302798932,228.67292944125867,232.61609727590155,304.4465984129459,263.82502595530826,287.93557530679374,302.0214492704412,230.6472618389538,304.25644754677444,301.0446833213276,312.88832500829835,263.64263679771204,258.77650726575035,6.706603691288952,0.8167099790118506,0.5504455920608321
84,269.53685190432435,323.2647619082792,294.05362665503714,245.04056982327762,276.08203909047785,260.69435289480595,219.46884035378127,253.82209654418668,270.47999844150735,246.38143246445102,236.2876932617836,266.17521854106246,270.86817182164043,299.5887143221052,235.91530715291685,289.8280469650397,269.88496343453096,277.3634246163652,233.21900393066812,232.52306671221385,302.7477956757497,263.92124475622944,288.42421114154496,300.7553892711174,230.17357773743532,303.6805419631987,303.26954520204276,318.51754263120364,263.11607193380434,265.1251890991085,6.836449148364225,0.7910682489463392,0.5583260161014446
85,269.8402401618907,320.56995385935375,293.4048313719519,249.3691405698369,276.9647630351262,259.17081525407747,216.68766405759388,251.37086981989668,270.48835382184325,248.0679879731022,234.2811266862662,264.46663121373604,271.8972908249115,299.7913982587806,237.96136389444302,288.5407467093882,269.06486086671606,276.18797651800026,234.91510216317664,232.64215286984387,297.9955851583156,264.0610874376414,289.5223279961165,298.471490031976,229.28359780460048,301.7907088461115,311.47538621780603,322.84354080013316,262.7348027363699,270.20330342533,7.012693145811377,0.7574413726158526,0.5690090239036288
86,270.0418247064166,319.66277943330124,292.72628653730214,250.1293702411919,278.5479317060417,258.8162173101891,215.41601914615077,249.82950003850385,270.17896288314085,252.5401393343816,232.8993886449757,263.09465577473276,272.2411806892642,299.6315026645624,238.91183238334145,287.89641495842983,268.6425623542636,275.0732808298148,235.53722619271585,233.4853206849545,294.59221886906,263.3030565505853,294.28982006442817,297.0867396561959,229.2142921234982,300.53614848867113,315.3497980674214,323.37346980401827,262.11936301109944,268.80456878140876,7.147221247739244,0.7326361820223115,0.5771552102951079
87,270.4894752018357,318.0343377936708,291.76634128807535,251.64107842239216,278.9765187415891,257.87625901023955,213.58454176435714,247.67022789342576,269.45943270915905,254.40908400062898,231.37354228073332,261.8751220511743,271.7399458204801,299.83728688709925,240.39286752357162,286.7908002493989,267.6404883978693,273.9826398418596,236.09921347167935,234.5667047910112,289.8837641591746,261.5409508134229,304.77648202131434,295.07452220503023,228.96086024520355,299.3814129384021,317.5101915924919,323.8089390344213,261.30651643147104,272.3898404957148,7.329727457620475,0.7001063537185233,0.5881984958251407
88,270.18305262193684,316.4396255051859,290.6260297628073,254.04485538151127,280.54123961223655,257.6630868724583,214.04443948832133,245.6395626419921,268.7751490474891,254.93723198923195,230.7423592598825,261.07856846320095,270.55658209863907,303.85593898672437,243.93680209305782,285.70218214299877,266.15575930001694,273.2495211809104,236.36667359380115,236.61164015254494,292.3010416538891,260.06503884060925,311.07472374285504,293.6846266739907,229.5016952192113,298.40845088612565,317.8555986180108,324.23106164412985,260.83496515072255,271.877897547395,7.468962790865496,0.6761104112134777,0.596619407235837
89,270.2678377445036,314.7502995283181,289.5190298196681,260.01444481389086,279.4195737778235,256.6933570331012,214.6380672733464,243.24407509967995,268.0547833354737,254.1885679232893,229.24740581504008,260.52405705085386,268.4140866777618,304.63705710891924,245.78221976730666,284.01608837905036,263.86170167741443,272.71174251707816,236.98264102730337,242.4373411404026,291.1286498656997,258.40649584392645,313.36090971766737,292.1479403031546,231.3080185086252,297.2945467602878,316.6855155533353,323.799352334878,260.1248237856972,271.26558009582897,7.657754221503942,0.6446418406845371,0.6080351206337894
90,269.90360912538586,313.24186753572326,288.676829469649,260.1208000104301,278.24641241512944,256.1014223119863,217.5887698389813,241.35701245080938,267.3467308155323,253.1630989019544,227.80616867062054,259.86640066704393,266.06877539315127,305.16977856886393,246.05214252784327,283.2758676448156,261.6695577070673,272.1047021478296,243.96727724344098,266.1057589450593,289.5249225615892,257.217767088396,314.0270973845571,291.2775515384232,231.61138477834854,296.16250266398373,315.7956015840294,321.56125377268324,259.7345615604801,270.4408161053004,7.801706538457736,0.6214287452425136,0.616740021992414
91,268.7556238429146,311.95571064790727,287.69595179389637,259.55239228131376,277.52648645997385,255.32962703521898,237.48763581723858,239.79816233424006,266.44459160552435,252.4869507421905,226.67051856806626,259.0876792197349,265.07659596610216,306.60591453370995,246.1442056264395,282.29879386590017,260.5405699209388,271.2435922528397,249.7864698297738,271.8072286200274,288.48010423842373,257.8948607254085,314.26498385785834,290.3034900939973,231.73073479009446,295.159373291126,315.11762843329734,317.73710613214143,259.5093400847407,269.1448086638252,7.947679589143912,0.5985432881875667,0.6255695465925124
92,267.42036810170345,310.6439818986947,286.73466528624726,258.52052479766894,275.99503319576917,254.34248282421441,243.36311728162403,238.325086793172,265.38194114169454,252.31045432651538,225.60151361761254,262.26454873835775,266.12381096415345,310.5127584517345,245.3160774959335,281.3747107885889,259.8829795006579,270.35673459370935,272.28728919601275,274.65880998946653,287.60852813017095,257.1820808192244,314.5064323617238,289.76155572784006,231.45670030291885,294.09784420728863,314.31935979357087,312.47510747500047,259.35993269162844,266.8713976257896,8.09567108278565,0.5759808451078874,0.6345254785958663
93,265.40041092980556,308.8707503129797,285.7141655174279,256.5365837125875,274.11388527666276,253.02620259150302,245.58804512586815,236.56663103794585,263.9929031365316,250.9560031983746,224.27771354259883,261.8218894832972,262.8099571837073,309.6678755848707,247.43684892793735,280.93609729663837,259.4149682626306,269.2731297155107,278.31523436368593,275.99076755422925,285.4829853362384,255.8002548265619,314.658104502664,288.85937254214616,230.54070875182765,292.5348603762373,312.4199619647833,306.3000416498858,259.1230796469477,262.4088549518965,8.2961265593909,0.5463921831410221,0.6466664866145445
94,262.9954026514791,307.4767870309871,284.8041766474728,255.29699707622285,272.56543540982733,251.85719693113398,246.6072695997941,235.2675672862951,263.00197701653286,249.57993802057533,223.41106271117562,261.32993348425464,260.7670227158856,309.5060450604695,247.30476795510063,279.7749632840595,260.8765001861293,268.6505879169547,279.84550028436917,276.09268120648466,284.14396967387614,254.65688699111837,314.15423109272126,288.327530595921,229.67051787768315,291.24362429669077,309.9249574451016,302.68506435970124,259.3173202519152,257.696530381645,8.448811765628912,0.524565820433923,0.6559244517992534
95,260.5966169327185,305.6116462615769,284.154479862825,254.00250679591386,270.8142136549447,250.490828392093,247.2047672451853,234.1999475699497,262.27752156572143,247.92997028265836,222.60085467270594,263.2632365669317,258.74414116087013,309.7318162322836,246.41300700698366,278.92814548701267,260.77825850365315,267.77769253812255,279.41544006334146,276.3496751153436,282.7769854752314,253.97315302552315,313.23909706750663,288.4659660553816,228.7170590421382,292.0379571125221,306.69039182647487,299.5251254801802,260.67315661416427,252.85500524598837,8.603498656296038,0.5030475232448832,0.6653149581332802
96,258.6271218604811,303.22959329133124,283.58646791488246,251.41361418666787,269.5523533336318,248.9405755221325,247.44096065457634,233.25952752529741,261.4485359093389,246.71450431005292,221.55014360761933,263.00863933295864,257.6065561281328,308.3418547377151,245.36761699990043,278.21620111886216,259.8357935896028,266.76203009476086,279.24375898528103,283.29022570628763,280.9054902191973,253.18071116418884,311.32290052667526,291.5776636073842,227.62021748246005,291.9348341289023,303.3031646139734,296.4940133727334,264.52206256591205,248.40994290727176,8.76017945037901,0.4818329434209512,0.6748399031346985
97,256.985619442115,301.2643418727907,282.49116550421354,248.1682085614474,268.22661832843505,247.5590133835859,247.9070809381065,232.2640279339569,260.94525617115687,245.92597628477068,220.21728454129402,262.4311506246877,256.798590849648,306.53427814125087,243.6625257396093,276.9992399729334,259.73739799222574,265.7090762696893,278.625350901207,285.57322344386654,278.76800802652156,252.44965936048064,308.6515535062194,292.63809329907207,226.57188110441626,291.2124895110179,300.5537827387485,295.11748645023135,293.7604847323038,244.6487684490513,8.918845098287537,0.4609177941806475,0.684501211487295
98,255.24609521970262,299.7200477082803,281.76433536635926,245.16957249809582,266.78705226008265,246.30827891082563,249.66890083331,231.07683832743572,260.29681269355945,245.18969137443102,219.3110116168041,262.8500630093198,255.88279718914373,305.0020113268556,241.66607357186697,275.6253515915901,258.88673232265575,264.65744171519714,277.58132414038914,284.538651455534,276.1985306826351,251.73866046957866,305.92613837985283,292.17298445631945,225.16430734761332,291.28265271799677,298.159174710156,294.5790701389524,298.3533273637515,242.02014380752365,9.079485288857464,0.4402978492477432,0.6943008354294861
99,253.62266680827372,297.81049149603166,281.32000503523153,243.0295177277904,265.095417559701,244.84811023359228,251.27885069698647,229.70912852997236,259.5411564935462,244.2399045086653,218.3422492425386,263.31167578503715,255.2630038709614,303.28443097174653,239.85704577776542,274.2117091901221,257.75558972791424,263.35609122787554,276.08856947984566,281.9036723273825,272.8655254909453,250.39436772489893,302.8649249153537,291.4748484535662,223.77962293536223,290.6669711264534,296.51721054708713,292.4801546228799,299.79313529837674,240.11826135247827,9.242088460024403,0.41996894199726653,0.7042407551488017
100,252.31417027198057,296.4693650007424,282.9502716658301,241.29993201040918,263.073657384678,242.84470990746533,250.13519701958407,228.4795463621678,258.5449313033871,243.15904811084033,218.20926676813932,262.51406678060033,255.4312548455155,301.10699686835926,238.50501331235344,272.78799635656503,256.6782953606536,262.1669447033283,273.49802778237546,279.40686480457566,271.7408253341997,248.7235994875141,299.6070741710013,290.37798490604507,222.5549440565443,290.0669668669614,295.38167038374775,291.3154365918938,299.78420823412307,238.37244860697095,9.406641813167088,0.3999269646135635,0.7143229791820179
101,251.1076093757858,296.3403183502382,282.01490882506533,239.67487649859908,261.44803018895016,241.25995811185462,248.23997688096446,227.29367602622597,257.4165152011763,241.8299489656662,217.9914991711733,261.6727459443008,253.88269503946518,298.45161302191366,237.24711080277865,271.1577297259665,255.4571345367139,261.15068858820587,269.7746724140966,277.0222832323862,272.76224859242456,247.2391122559346,296.38196332485995,288.8263907776622,221.16916025214374,289.53523485995123,294.4964178371556,289.9969135991975,299.0227032678747,237.21384319633586,9.573131331095743,0.38016786726023866,0.7245495448210172
102,249.21324676304278,295.77463711365255,280.9136916846323,238.80976481618512,259.901207422496,240.18978780572246,246.9450688316387,225.92570237464676,255.86813129786987,240.33554521689854,217.47377342014727,260.32207672515415,252.19609555512804,295.52305221416896,236.33767162889828,269.53271818984234,254.1434048937893,260.4571700324804,265.2195169455326,274.85291866737606,281.1809539161672,245.80238261932783,293.2600634137103,287.1934856059049,219.84982370925687,288.90257865362014,293.1917032098566,288.73459153318186,298.2246764944211,236.77127189264726,9.741541799636419,0.36068765726181673,0.7349225185244588
103,248.7724784624793,295.05295213105774,280.17017277394916,238.15591232921236,258.78495059745825,239.5768546945528,245.70345931371898,224.97934561238733,254.6034785204974,239.23146965687687,216.8857085593985,259.09957464279216,251.025023037518,293.234073783297,235.37647307262108,268.5075789861523,253.27233450592524,259.73717811379584,262.216791143385,273.5028870956761,282.41715442471155,244.81706339929138,291.54015234724443,285.92414941797574,218.990692720136,288.39041582687037,292.385474970968,288.0555189903004,297.52761789597434,236.84433749490069,9.8548745956245,0.3478538418581776,0.7419202059930923
104,247.3818793204641,294.1989882850394,278.6717452499144,237.42338734002388,257.61486753278274,238.15712166057676,243.5086768022132,223.65849190833418,252.94643069713786,237.42446474433035,215.66496550447562,257.3086868191568,249.15168080267276,290.1152741580089,236.32795300229702,266.94696984214386,251.8558996483976,258.6085641209981,258.4256912308561,271.52703753681476,288.53184163297755,243.47820165183,288.8019183084151,283.71162271717753,217.88030664917642,287.5089012135864,291.34791263598896,286.9445172597371,296.7095162218715,238.65793876034402,10.02644966918346,0.32882972420595435,0.7525418658117033
105,245.78347307435703,293.97082043833944,276.75557069692604,237.25142042000456,257.20492618809027,236.85042812740872,241.50162649415,222.53614445078844,251.2261898130271,235.99875101706124,214.4171993905189,255.94607820126694,247.5051871439481,287.34515774684513,235.10004191055964,265.33565673220204,250.03334933085765,257.33089454057597,254.5457164569645,269.14463276108125,290.0902959683731,241.96981363492114,285.77652304014555,281.76605041811246,217.104465609299,286.58055249473523,290.6218300847964,285.8259517111855,294.8207165334048,255.61711808230405,10.199899472047434,0.31007412012783386,0.7633155900388464
106,244.56031135670534,301.5150032828687,274.9995555922717,238.16204693740636,256.65413072120833,235.42691318443855,239.4625838745374,221.29954816107028,249.71113947969246,234.58559234813902,215.5402944347263,255.45139570969368,246.07964931942288,284.8074748239212,233.85819052636703,263.4766945466718,248.71157213739895,256.0992455155304,251.32075952572407,265.5532924021101,290.73739818754814,240.21386449379574,283.1931054038039,278.66860098836696,217.03230150860813,284.8253949159575,290.8471614997507,284.5513384409389,290.92304154590676,261.3483592966797,10.37520464157412,0.29158323972192446,0.7742435556962617
107,243.0716024592719,306.72818892857345,273.50768044544776,243.40471828055976,254.8863521205547,234.0230993487868,237.33836035118426,220.41858324386104,248.02275898007318,232.9544022281349,215.4985395208896,253.39133271218333,244.56928239664498,282.54019839407965,232.49962767158723,261.62822056224746,247.39225758235506,254.76000997473818,248.5281935268682,262.0813680184139,291.85602969962866,238.56552385626,280.700541534694,274.87158634607397,216.623701422338,282.5763464079541,290.2073152687621,282.31484499128237,286.3343546167841,262.0649870753869,10.55234476363581,0.2733533465784399,0.7853279709729014
108,242.04639729205286,306.9259915641052,272.4961077408821,267.4352318835642,253.50008458360838,233.005567938771,235.99239653043733,219.73465138767892,246.69185683177395,231.7115613910078,214.7038548995704,251.34949763651107,243.8080192966695,282.5438044003299,231.49696004343224,260.4524426462377,246.21498449302203,253.86314784704768,246.8400548935218,257.548640149699,291.13269562880976,237.53658075573279,278.9350496697113,273.7914335592247,215.85047693577633,281.42108314945335,290.2039071530988,280.29983508405707,283.33055141033003,261.9567409243506,10.671447056182869,0.2613432561610123,0.7928056023731169
109,240.74724558903014,306.35362602325074,270.67542638999623,276.02313365910953,251.49057163713042,231.56521030807102,235.9628448694597,218.8014433555271,244.54733852934166,230.39464351084973,213.13563796188762,248.71568386403794,245.24325375995298,281.0208824192051,230.26317819761672,258.5373454975558,244.26508058888803,252.76303009876412,244.48058343802614,253.99327190185835,289.34035660753705,235.65596054485806,276.4271162983519,275.0998201563029,214.96773100328497,279.6514355821456,292.91030279527956,278.77460437941835,279.0083571382376,261.4126077738944,10.851597339445332,0.24354018155467028,0.8041557601699713
110,239.22768774788273,305.58336989549264,268.6045453737351,279.39686033601555,249.46850363230556,230.1233135283618,245.92696573770522,218.00576928127336,242.26603385567296,229.1368289526469,211.3423534633664,246.48539098610442,244.22565638640822,278.97638681453117,228.951735290363,256.6045041595815,242.7732933934361,252.9262238694307,242.06603243584232,255.5701300618359,287.4054484123218,233.7234710123716,273.9775826379721,273.22034331326364,214.02715704373173,277.7888673903651,292.6851033073832,276.92751562910234,275.1306251243309,260.58898715120125,11.033523308879232,0.22598838626019768,0.8156684118765909
111,238.44415096295907,304.8793191629753,267.05299522103826,280.7531804308104,248.25066297265727,229.26306115924848,246.42364912299047,218.20055958231555,240.91751944513928,228.4634952367856,210.13801333931357,245.0465725044137,243.3601049471345,277.6487828426803,228.08022514563916,255.36749010084654,241.49190786754872,252.1589580883191,240.59783819591786,261.1549762175888,285.9580546718652,232.25839904615165,272.53135425319397,272.262069140104,213.79527325156658,276.3024232407596,291.59637526176806,275.6087067944472,272.8994747205208,259.7732161884553,11.155782009478271,0.21442503551449454,0.823434934850752
