Snapshot,Time_Gyr,Redshift,ExpansionFactor,SubhaloGasMassUnder10000K_Msun,SubhaloGasMassUnder20000K_Msun,SubhaloGasMassUnder50000K_Msun,SubhaloGasMassUnder100000K_Msun,Suite,Simulation,Galaxy
33,0.5182708119307342,9.388771271940549,0.0962577742664274,5593176.0,427881536.0,464102336.0,464939072.0,Au,8,
34,0.5564188833159369,8.907999185598532,0.1009285508878038,22742840.0,586815296.0,668956672.0,694413056.0,Au,8,
35,0.5973702376945801,8.449476294368743,0.1058259705456833,39210056.0,725362432.0,837767168.0,922429184.0,Au,8,
36,0.6413297674084788,8.012172948865935,0.1109610307829075,17787754.0,666360064.0,769436800.0,892271616.0,Au,8,
37,0.6885170787669509,7.5951071498715965,0.116345262783017,37854264.0,1046061184.0,1202646912.0,1390303488.0,Au,8,
38,0.7339395587876801,7.23627606616736,0.1214140944240273,19409764.0,1138666496.0,1358629376.0,1576428032.0,Au,8,
39,0.787921774026992,6.855117262650799,0.1273055470164348,29543024.0,994491264.0,1197453568.0,1497952768.0,Au,8,
40,0.8458612530579325,6.491597745667503,0.1334828742744916,4725715.5,954374016.0,1150688512.0,1568091392.0,Au,8,
41,0.9080449696290196,6.144901203416368,0.1399599478746949,9528830.0,1251510272.0,1531995904.0,1875220480.0,Au,8,
42,0.9678924784861273,5.846613747881867,0.1460576040687806,0.0,1566850560.0,2011935744.0,2292731648.0,Au,8,
43,1.0390037466243902,5.529765807949103,0.1531448492046431,0.0,2142960128.0,2452809472.0,2745654784.0,Au,8,
44,1.115309430693374,5.227580973127337,0.1605759932010687,87292.0625,2577731072.0,3052165632.0,3435688960.0,Au,8,
45,1.197181863756146,4.939380663491011,0.1683677232791182,845878656.0,3804722176.0,4407973376.0,4824276480.0,Au,8,
46,1.2850184010331818,4.664517702470927,0.1765375363843931,491299136.0,4790022144.0,5894690816.0,6621864448.0,Au,8,
47,1.3695201902147045,4.428033736605549,0.1842287739031916,836717568.0,5824900096.0,7325636096.0,8651746304.0,Au,8,
48,1.469878490582777,4.176834914726472,0.1931682227600717,751207296.0,6298422272.0,8478888960.0,10190376960.0,Au,8,
49,1.577506484958674,3.937261084727584,0.2025414461255243,462239168.0,6503486976.0,9213488128.0,11735811072.0,Au,8,
50,1.6929110344480442,3.7087742646422353,0.2123694923132991,302183680.0,6298222592.0,8386723328.0,10329094144.0,Au,8,
51,1.816629764214748,3.4908613692606485,0.2226744309777334,602182080.0,7225818112.0,10015682560.0,11928579072.0,Au,8,
52,1.949231863937383,3.283033057956525,0.2334794026729061,1029945856.0,8248634880.0,11550212096.0,13339793408.0,Au,8,
53,2.0913186379114133,3.084822635834013,0.2448086708165791,799648896.0,8068206592.0,11890348032.0,13905550336.0,Au,8,
54,2.243523728229641,2.8957850057274284,0.2566876761756205,470547264.0,7734898688.0,12354407424.0,14311667712.0,Au,8,
55,2.38970908764874,2.7331426173187188,0.2678708269437177,888050496.0,7171462656.0,11146894336.0,13866592256.0,Au,8,
56,2.545136331266385,2.577290271601893,0.2795411957308694,1559842176.0,7827885568.0,11219568640.0,14275677184.0,Au,8,
57,2.691478124041424,2.4442257045541464,0.2903410187891416,639056640.0,6875167232.0,12175851520.0,15416781824.0,Au,8,
58,2.845920886458248,2.316110743956892,0.3015580833126119,1203774208.0,8947779584.0,15281411072.0,18968498176.0,Au,8,
59,2.988012615874371,2.207925472383703,0.3117279402557108,2047429120.0,15487660032.0,23878291456.0,28639842304.0,Au,8,
60,3.1368772698499368,2.1032696525957717,0.3222407692362591,1954277120.0,15705673728.0,24845238272.0,30218467328.0,Au,8,
61,3.29278934427696,2.002028139252852,0.3331081367707903,3093245184.0,18709223424.0,27145637888.0,33230784512.0,Au,8,
62,3.456027342112737,1.9040895435327672,0.344341999449342,4380615168.0,20501295104.0,28715595776.0,34240806912.0,Au,8,
63,3.6019897617620327,1.822689252620354,0.3542720825792927,3559503360.0,20478429184.0,31843272704.0,38645436416.0,Au,8,
64,3.7537195774394343,1.7435705743308647,0.3644885279628326,3012991232.0,19118512128.0,31368411136.0,39599165440.0,Au,8,
65,3.911395417791096,1.666669556114465,0.3749995936718436,4488958976.0,21708390400.0,32831956992.0,40443142144.0,Au,8,
66,4.047462659359281,1.6042345220731056,0.3839899945738943,4732808704.0,24185374720.0,37744697344.0,44567302144.0,Au,8,
67,4.216501575170758,1.5312390291576137,0.395063440663206,5607754240.0,25225113600.0,39601655808.0,47403655168.0,Au,8,
68,4.362284942489244,1.4719748452657977,0.4045348608280338,6230995968.0,26104924160.0,40630300672.0,48837353472.0,Au,8,
69,4.51264561130662,1.4140982203725216,0.4142333528772864,5045270528.0,25967097856.0,41973776384.0,50151419904.0,Au,8,
70,4.667681813768118,1.3575766674029972,0.4241643607295944,5836818432.0,28543332352.0,43268456448.0,51796013056.0,Au,8,
71,4.827489579195381,1.3023784599059651,0.4343334588184266,6306038784.0,29296156672.0,43217784832.0,52279132160.0,Au,8,
72,4.992162284945694,1.2484726142451428,0.4447463552211064,3454434304.0,25290053632.0,41360183296.0,50924179456.0,Au,8,
73,5.127463975584815,1.2062580807810006,0.4532561302374954,4367580672.0,26231803904.0,42437455872.0,52991475712.0,Au,8,
74,5.301118608921481,1.1546027123602154,0.4641226868709222,4795570688.0,28689463296.0,45512224768.0,53158428672.0,Au,8,
75,5.443716379840261,1.1141505637653806,0.4730032085410998,6217880576.0,30182936576.0,46757777408.0,53658648576.0,Au,8,
76,5.589624137566063,1.074457894547674,0.4820536500780824,5910368256.0,28150067200.0,45121261568.0,52787400704.0,Au,8,
77,5.738880497072539,1.035510445664141,0.4912772627279358,3372832512.0,28064917504.0,45622272000.0,52182360064.0,Au,8,
78,5.930215178562359,0.987852810815766,0.5030553542792862,5347387904.0,30988310528.0,47875231744.0,54169178112.0,Au,8,
79,6.087135431528504,0.9505313515850328,0.5126808134549512,5597731840.0,32191025152.0,49649057792.0,55358005248.0,Au,8,
80,6.207093384097111,0.9230008161779087,0.5200205801199638,6767247872.0,32792631296.0,51542089728.0,57143865344.0,Au,8,
81,6.370083836372647,0.8868969375752482,0.5299706518603222,4935370240.0,32923879424.0,52257951744.0,58489139200.0,Au,8,
82,6.536579634205232,0.8514709006246495,0.5401111082343341,7171952640.0,38086791168.0,57201475584.0,63274078208.0,Au,8,
83,6.706603691236406,0.8167099790118506,0.5504455920608321,6733302784.0,34210279424.0,51204476928.0,58529591296.0,Au,8,
84,6.836449148310662,0.7910682489463392,0.5583260161014446,10525258752.0,37491433472.0,54552621056.0,60201029632.0,Au,8,
85,7.012693145756433,0.7574413726158526,0.5690090239036288,6771284992.0,35102003200.0,53061165056.0,58806886400.0,Au,8,
86,7.147221247683246,0.7326361820223115,0.5771552102951079,11624557568.0,38710456320.0,54026252288.0,59169599488.0,Au,8,
87,7.329727457563047,0.7001063537185233,0.5881984958251407,11842821120.0,40516767744.0,55186325504.0,60208873472.0,Au,8,
88,7.468962790806977,0.6761104112134777,0.596619407235837,7930834432.0,41646784512.0,56755707904.0,61272358912.0,Au,8,
89,7.657754221443944,0.6446418406845371,0.6080351206337894,9484792832.0,37717000192.0,55487623168.0,59994714112.0,Au,8,
90,7.80170653839661,0.6214287452425136,0.616740021992414,9838342144.0,38111215616.0,54128107520.0,58500108288.0,Au,8,
91,7.947679589081643,0.5985432881875667,0.6255695465925124,9923103744.0,38982320128.0,53663584256.0,58156290048.0,Au,8,
92,8.095671082722221,0.5759808451078874,0.6345254785958663,13151758336.0,40574099456.0,55078756352.0,58957934592.0,Au,8,
93,8.296126559325902,0.5463921831410221,0.6466664866145445,12689391616.0,44763938816.0,57829220352.0,61530877952.0,Au,8,
94,8.448811765562718,0.524565820433923,0.6559244517992534,6624971776.0,42644344832.0,57383206912.0,61433970688.0,Au,8,
95,8.60349865622863,0.5030475232448832,0.6653149581332802,13438297088.0,44103847936.0,59266027520.0,63091388416.0,Au,8,
96,8.760179450310375,0.4818329434209512,0.6748399031346985,7773778432.0,44339417088.0,58871488512.0,62884048896.0,Au,8,
97,8.918845098217659,0.4609177941806475,0.684501211487295,14029412352.0,43394859008.0,58602602496.0,62902607872.0,Au,8,
98,9.079485288786328,0.4402978492477432,0.6943008354294861,12267500544.0,45862359040.0,58719535104.0,62869848064.0,Au,8,
99,9.242088459951992,0.4199689419972665,0.7042407551488017,13900642304.0,47361437696.0,59606368256.0,63399587840.0,Au,8,
100,9.406641813093389,0.3999269646135635,0.7143229791820179,11401858048.0,45736587264.0,59053236224.0,62935711744.0,Au,8,
101,9.573131331020738,0.3801678672602386,0.7245495448210172,15528125440.0,45901381632.0,58441617408.0,62502649856.0,Au,8,
102,9.741541799560094,0.3606876572618167,0.7349225185244588,17703055360.0,49055809536.0,59712724992.0,63484960768.0,Au,8,
103,9.854874595547289,0.3478538418581776,0.7419202059930923,15848627200.0,50112524288.0,59824914432.0,63575408640.0,Au,8,
104,10.026449669104904,0.3288297242059543,0.7525418658117033,16050464768.0,50867781632.0,60197638144.0,63763402752.0,Au,8,
105,10.19989947196752,0.3100741201278338,0.7633155900388464,21976303616.0,53861629952.0,61943980032.0,65213640704.0,Au,8,
106,10.375204641492832,0.2915832397219244,0.7742435556962617,8468240896.0,54681333760.0,62236200960.0,65281568768.0,Au,8,
107,10.552344763553132,0.2733533465784399,0.7853279709729014,10611178496.0,55598608384.0,62629441536.0,65421127680.0,Au,8,
108,10.67144705609926,0.2613432561610123,0.7928056023731169,29448388608.0,57173516288.0,63680667648.0,66356092928.0,Au,8,
109,10.85159733936031,0.2435401815546702,0.8041557601699713,34298306560.0,57629155328.0,63742099456.0,66304110592.0,Au,8,
110,11.033523308792786,0.2259883862601976,0.8156684118765909,31626909696.0,57891528704.0,63366877184.0,65605058560.0,Au,8,
111,11.155782009390869,0.2144250355144945,0.823434934850752,26958929920.0,58138714112.0,63546351616.0,65963520000.0,Au,8,
112,11.340613907183544,0.1972841823760098,0.8352235958012078,32646103040.0,58451054592.0,63767150592.0,66241368064.0,Au,8,
113,11.527155884914244,0.1803852617057493,0.8471810284677068,24825384960.0,58964021248.0,64754601984.0,67258118144.0,Au,8,
114,11.652454415336605,0.1692520332436107,0.8552476040823377,28305848320.0,59340689408.0,65196613632.0,67699429376.0,Au,8,
115,11.841788296065106,0.1527487689023809,0.8674917093619414,34882244608.0,60395458560.0,66717794304.0,69362229248.0,Au,8,
116,11.968923189270404,0.141876203969562,0.8757516765159388,27765047296.0,58801946624.0,65943113728.0,68689715200.0,Au,8,
117,12.160973462266846,0.1257593324112609,0.8882893272206793,25152827392.0,57593466880.0,65173626880.0,67923279872.0,Au,8,
118,12.354616159128051,0.1098699404588254,0.9010064725120812,25269002240.0,55798075392.0,62780915712.0,65342844928.0,Au,8,
119,12.48458181323533,0.0994018026302219,0.9095855560793044,29103167488.0,57758232576.0,63321747456.0,65576615936.0,Au,8,
120,12.680814521632618,0.0838844307974793,0.9226075876597282,24690139136.0,57959530496.0,63950340096.0,66397413376.0,Au,8,
121,12.812479750823842,0.0736613846564386,0.9313923498515226,35847651328.0,61650935808.0,68158214144.0,70817554432.0,Au,8,
122,13.011220678541196,0.0585073227945129,0.9447265771954694,25113700352.0,62466637824.0,68630966272.0,71247634432.0,Au,8,
123,13.144530370226075,0.0485236299818059,0.9537219490392906,30114953216.0,62358036480.0,70538158080.0,73765142528.0,Au,8,
124,13.345696086314067,0.0337243718735154,0.9673758568617342,22820737024.0,62958948352.0,70421495808.0,73567526912.0,Au,8,
125,13.48059417811007,0.0239744283827625,0.9765868876036023,22373836800.0,61963427840.0,69965987840.0,72970051584.0,Au,8,
126,13.684100038722406,0.0095216669679447,0.99056814006128,21205782528.0,56864108544.0,65584799744.0,68907466752.0,Au,8,
127,13.82052979916365,2.220446049250313e-16,0.9999999999999998,25307650048.0,55578128384.0,63361937408.0,66566406144.0,Au,8,
30,0.4217845366394565,10.919033198155365,0.0838994223251902,3611153.0,286817216.0,378420992.0,412202528.0,Au,9,
31,0.4528384166734556,10.367443572408746,0.087970526849785,2363304.0,234842048.0,350915712.0,428605824.0,Au,9,
32,0.4861761234395592,9.841380439471834,0.0922391761439484,3068481.25,503581952.0,620270016.0,735424448.0,Au,9,
33,0.5182708119307342,9.388771271940549,0.0962577742664274,13397598.0,729702400.0,911643904.0,1052220672.0,Au,9,
34,0.5564188833159369,8.907999185598532,0.1009285508878038,25932098.0,1012700544.0,1166060416.0,1318053504.0,Au,9,
35,0.5973702376945801,8.449476294368743,0.1058259705456833,32355884.0,1348406528.0,1562837120.0,1800287232.0,Au,9,
36,0.6413297674084788,8.012172948865935,0.1109610307829075,46229884.0,1592034304.0,1827615872.0,1978629632.0,Au,9,
37,0.6885170787669509,7.5951071498715965,0.116345262783017,36927612.0,1539365760.0,1962583296.0,2276485632.0,Au,9,
38,0.7339395587876801,7.23627606616736,0.1214140944240273,44659216.0,2079359872.0,2418375168.0,2654917376.0,Au,9,
39,0.787921774026992,6.855117262650799,0.1273055470164348,57483260.0,2167182336.0,2576843008.0,2999206400.0,Au,9,
40,0.8458612530579325,6.491597745667503,0.1334828742744916,36898044.0,2097755776.0,2605945856.0,3180274688.0,Au,9,
41,0.9080449696290196,6.144901203416368,0.1399599478746949,69681248.0,2365873664.0,2812200960.0,3306325760.0,Au,9,
42,0.9678924784861273,5.846613747881867,0.1460576040687806,0.0,2616033024.0,3228997120.0,4035439616.0,Au,9,
43,1.0390037466243902,5.529765807949103,0.1531448492046431,0.0,3730925824.0,4453428736.0,4893050368.0,Au,9,
44,1.115309430693374,5.227580973127337,0.1605759932010687,0.0,3607341056.0,4602887168.0,5344535552.0,Au,9,
45,1.197181863756146,4.939380663491011,0.1683677232791182,327471360.0,2933313280.0,3821994496.0,4695501824.0,Au,9,
46,1.2850184010331818,4.664517702470927,0.1765375363843931,494125184.0,3318772224.0,4187221248.0,5126411264.0,Au,9,
47,1.3695201902147045,4.428033736605549,0.1842287739031916,1665780736.0,5534735872.0,6475772928.0,7115315200.0,Au,9,
48,1.469878490582777,4.176834914726472,0.1931682227600717,2190824192.0,7106919424.0,8628690944.0,9513860096.0,Au,9,
49,1.577506484958674,3.937261084727584,0.2025414461255243,1116044032.0,6630525952.0,9146511360.0,10542476288.0,Au,9,
50,1.6929110344480442,3.7087742646422353,0.2123694923132991,1210185984.0,8863452160.0,11763131392.0,13853918208.0,Au,9,
51,1.816629764214748,3.4908613692606485,0.2226744309777334,1106452352.0,11743131648.0,15851215872.0,18150205440.0,Au,9,
52,1.949231863937383,3.283033057956525,0.2334794026729061,1398769408.0,10862118912.0,15443764224.0,19400493056.0,Au,9,
53,2.0913186379114133,3.084822635834013,0.2448086708165791,1938724736.0,11963551744.0,17304958976.0,21295316992.0,Au,9,
54,2.243523728229641,2.8957850057274284,0.2566876761756205,1164877440.0,11422020608.0,17375916032.0,21864843264.0,Au,9,
55,2.38970908764874,2.7331426173187188,0.2678708269437177,830563072.0,11077480448.0,18038237184.0,22516080640.0,Au,9,
56,2.545136331266385,2.577290271601893,0.2795411957308694,1144687744.0,11977043968.0,19187572736.0,24338245632.0,Au,9,
57,2.691478124041424,2.4442257045541464,0.2903410187891416,1012174400.0,11116758016.0,18934149120.0,24456833024.0,Au,9,
58,2.845920886458248,2.316110743956892,0.3015580833126119,2542140672.0,12734595072.0,20460611584.0,26696179712.0,Au,9,
59,2.988012615874371,2.207925472383703,0.3117279402557108,1539668352.0,12197454848.0,21213286400.0,27205877760.0,Au,9,
60,3.1368772698499368,2.1032696525957717,0.3222407692362591,1453786624.0,11522141184.0,20502272000.0,27520149504.0,Au,9,
61,3.29278934427696,2.002028139252852,0.3331081367707903,2798429696.0,15582458880.0,26568321024.0,35687702528.0,Au,9,
62,3.456027342112737,1.9040895435327672,0.344341999449342,3720413184.0,18393970688.0,28213401600.0,37562335232.0,Au,9,
63,3.6019897617620327,1.822689252620354,0.3542720825792927,3983236096.0,20807147520.0,31295944704.0,40045772800.0,Au,9,
64,3.7537195774394343,1.7435705743308647,0.3644885279628326,1372070144.0,14208108544.0,25300176896.0,33730566144.0,Au,9,
65,3.911395417791096,1.666669556114465,0.3749995936718436,2703996928.0,17798445056.0,26278934528.0,32067379200.0,Au,9,
66,4.047462659359281,1.6042345220731056,0.3839899945738943,1892617216.0,18336829440.0,29072404480.0,35275669504.0,Au,9,
67,4.216501575170758,1.5312390291576137,0.395063440663206,3402359552.0,20473878528.0,31644260352.0,39391559680.0,Au,9,
68,4.362284942489244,1.4719748452657977,0.4045348608280338,1837230848.0,11962555392.0,27480352768.0,37339717632.0,Au,9,
69,4.51264561130662,1.4140982203725216,0.4142333528772864,1676523136.0,12731334656.0,23903379456.0,32160542720.0,Au,9,
70,4.667681813768118,1.3575766674029972,0.4241643607295944,1813195520.0,13772248064.0,24262965248.0,32018993152.0,Au,9,
71,4.827489579195381,1.3023784599059651,0.4343334588184266,1085208576.0,7537280000.0,16472365056.0,23175979008.0,Au,9,
72,4.992162284945694,1.2484726142451428,0.4447463552211064,1171054848.0,6969102848.0,15615703040.0,21793323008.0,Au,9,
73,5.127463975584815,1.2062580807810006,0.4532561302374954,1179650048.0,7413020160.0,18000959488.0,24815011840.0,Au,9,
74,5.301118608921481,1.1546027123602154,0.4641226868709222,987772032.0,5049521152.0,15719354368.0,23434313728.0,Au,9,
75,5.443716379840261,1.1141505637653806,0.4730032085410998,894079104.0,5660494336.0,13751632896.0,20464070656.0,Au,9,
76,5.589624137566063,1.074457894547674,0.4820536500780824,901006144.0,5824254976.0,13607567360.0,19958155264.0,Au,9,
77,5.738880497072539,1.035510445664141,0.4912772627279358,791987072.0,4775160320.0,13425169408.0,20421257216.0,Au,9,
78,5.930215178562359,0.987852810815766,0.5030553542792862,579480832.0,3907846400.0,11631528960.0,18276757504.0,Au,9,
79,6.087135431528504,0.9505313515850328,0.5126808134549512,592038400.0,4545848320.0,11156982784.0,16733370368.0,Au,9,
80,6.207093384097111,0.9230008161779087,0.5200205801199638,696792768.0,4502550528.0,12522306560.0,18661806080.0,Au,9,
81,6.370083836372647,0.8868969375752482,0.5299706518603222,402634176.0,4180513024.0,9706091520.0,14545950720.0,Au,9,
82,6.536579634205232,0.8514709006246495,0.5401111082343341,350017280.0,2760430592.0,8648231936.0,13497540608.0,Au,9,
83,6.706603691236406,0.8167099790118506,0.5504455920608321,468237056.0,4443964416.0,9960118272.0,14800625664.0,Au,9,
84,6.836449148310662,0.7910682489463392,0.5583260161014446,420495744.0,4211163904.0,9766424576.0,14806181888.0,Au,9,
85,7.012693145756433,0.7574413726158526,0.5690090239036288,565877888.0,5377760256.0,12298306560.0,17918486528.0,Au,9,
86,7.147221247683246,0.7326361820223115,0.5771552102951079,1049700992.0,7906976768.0,17631397888.0,26242330624.0,Au,9,
87,7.329727457563047,0.7001063537185233,0.5881984958251407,1986855296.0,13434228736.0,25850871808.0,34465349632.0,Au,9,
88,7.468962790806977,0.6761104112134777,0.596619407235837,1980363264.0,15380943872.0,24206450688.0,32184887296.0,Au,9,
89,7.657754221443944,0.6446418406845371,0.6080351206337894,2431325184.0,16752470016.0,29979901952.0,40090636288.0,Au,9,
90,7.80170653839661,0.6214287452425136,0.616740021992414,1534478464.0,12946610176.0,27761702912.0,38172246016.0,Au,9,
91,7.947679589081643,0.5985432881875667,0.6255695465925124,933402048.0,13647040512.0,22356647936.0,34066518016.0,Au,9,
92,8.095671082722221,0.5759808451078874,0.6345254785958663,4046612992.0,20027146240.0,31046010880.0,42612957184.0,Au,9,
93,8.296126559325902,0.5463921831410221,0.6466664866145445,2178062336.0,14742798336.0,26727063552.0,37928087552.0,Au,9,
94,8.448811765562718,0.524565820433923,0.6559244517992534,2279271936.0,16689552384.0,30493171712.0,41048465408.0,Au,9,
95,8.60349865622863,0.5030475232448832,0.6653149581332802,3642055680.0,19157882880.0,28580290560.0,39049048064.0,Au,9,
96,8.760179450310375,0.4818329434209512,0.6748399031346985,4636653568.0,23124396032.0,32016531456.0,41569087488.0,Au,9,
97,8.918845098217659,0.4609177941806475,0.684501211487295,1819280640.0,13692615680.0,30098501632.0,40904138752.0,Au,9,
98,9.079485288786328,0.4402978492477432,0.6943008354294861,1275654272.0,13026977792.0,26106748928.0,38528225280.0,Au,9,
99,9.242088459951992,0.4199689419972665,0.7042407551488017,3221759232.0,19022663680.0,27569645568.0,38974238720.0,Au,9,
100,9.406641813093389,0.3999269646135635,0.7143229791820179,3425274368.0,19544985600.0,28166549504.0,39395332096.0,Au,9,
101,9.573131331020738,0.3801678672602386,0.7245495448210172,1588253824.0,13281655808.0,25978429440.0,36705079296.0,Au,9,
102,9.741541799560094,0.3606876572618167,0.7349225185244588,3439402496.0,18777208832.0,28280150016.0,38141313024.0,Au,9,
103,9.854874595547289,0.3478538418581776,0.7419202059930923,2549372672.0,16007211008.0,26515654656.0,36470104064.0,Au,9,
104,10.026449669104904,0.3288297242059543,0.7525418658117033,2802656256.0,15195116544.0,24573566976.0,35056979968.0,Au,9,
105,10.19989947196752,0.3100741201278338,0.7633155900388464,2763077632.0,16761569280.0,25011308544.0,35288403968.0,Au,9,
106,10.375204641492832,0.2915832397219244,0.7742435556962617,3857609984.0,14957453312.0,23717163008.0,32767651840.0,Au,9,
107,10.552344763553132,0.2733533465784399,0.7853279709729014,1329072768.0,11826822144.0,20242298880.0,29173692416.0,Au,9,
108,10.67144705609926,0.2613432561610123,0.7928056023731169,446183552.0,9144652800.0,18728431616.0,26821924864.0,Au,9,
109,10.85159733936031,0.2435401815546702,0.8041557601699713,696681472.0,11124418560.0,20191436800.0,26705823744.0,Au,9,
110,11.033523308792786,0.2259883862601976,0.8156684118765909,1389217920.0,11972353024.0,20337842176.0,26864156672.0,Au,9,
111,11.155782009390869,0.2144250355144945,0.823434934850752,271901248.0,10578202624.0,18872981504.0,23593259008.0,Au,9,
112,11.340613907183544,0.1972841823760098,0.8352235958012078,349133888.0,10484303872.0,19105906688.0,23215425536.0,Au,9,
113,11.527155884914244,0.1803852617057493,0.8471810284677068,897793920.0,12362768384.0,20270178304.0,24116875264.0,Au,9,
114,11.652454415336605,0.1692520332436107,0.8552476040823377,5045677568.0,15514754048.0,23282216960.0,26524403712.0,Au,9,
115,11.841788296065106,0.1527487689023809,0.8674917093619414,2594083328.0,16849510400.0,25198616576.0,28651069440.0,Au,9,
116,11.968923189270404,0.141876203969562,0.8757516765159388,1334019200.0,16119947264.0,25163966464.0,29178771456.0,Au,9,
117,12.160973462266846,0.1257593324112609,0.8882893272206793,1933571200.0,17383067648.0,25743810560.0,29303951360.0,Au,9,
118,12.354616159128051,0.1098699404588254,0.9010064725120812,3285798400.0,17711493120.0,25338185728.0,28601284608.0,Au,9,
119,12.48458181323533,0.0994018026302219,0.9095855560793044,1133541504.0,14163277824.0,23301152768.0,27078148096.0,Au,9,
120,12.680814521632618,0.0838844307974793,0.9226075876597282,4837096448.0,15055321088.0,22886774784.0,26688477184.0,Au,9,
121,12.812479750823842,0.0736613846564386,0.9313923498515226,3216446208.0,15127635968.0,22866950144.0,26368501760.0,Au,9,
122,13.011220678541196,0.0585073227945129,0.9447265771954694,4906735616.0,16950700032.0,24676521984.0,28257398784.0,Au,9,
123,13.144530370226075,0.0485236299818059,0.9537219490392906,7244114432.0,17784268800.0,25248241664.0,28557117440.0,Au,9,
124,13.345696086314067,0.0337243718735154,0.9673758568617342,1652951552.0,17392269312.0,24765777920.0,28482629632.0,Au,9,
125,13.48059417811007,0.0239744283827625,0.9765868876036023,3230466816.0,15154335744.0,23141533696.0,26885922816.0,Au,9,
126,13.684100038722406,0.0095216669679447,0.99056814006128,202195264.0,12673916928.0,20917444608.0,24694181888.0,Au,9,
127,13.82052979916365,2.220446049250313e-16,0.9999999999999998,4733611520.0,15470475264.0,22128162816.0,25439277056.0,Au,9,
30,0.4217845366394565,10.919033198155365,0.0838994223251902,4188751.0,168705808.0,200432464.0,209847680.0,Au,10,
31,0.4528384166734556,10.367443572408746,0.087970526849785,3343239.0,205588976.0,238137456.0,247311184.0,Au,10,
32,0.4861761234395592,9.841380439471834,0.0922391761439484,3039193.5,308606240.0,356844224.0,364936544.0,Au,10,
33,0.5182708119307342,9.388771271940549,0.0962577742664274,6596256.0,490753984.0,552058880.0,566469888.0,Au,10,
34,0.5564188833159369,8.907999185598532,0.1009285508878038,6516866.5,524197152.0,627818752.0,697734784.0,Au,10,
35,0.5973702376945801,8.449476294368743,0.1058259705456833,12065331.0,565899008.0,656381056.0,774056192.0,Au,10,
36,0.6413297674084788,8.012172948865935,0.1109610307829075,22393800.0,687323584.0,733648128.0,775686336.0,Au,10,
37,0.6885170787669509,7.5951071498715965,0.116345262783017,35466000.0,900478080.0,1022988992.0,1086332672.0,Au,10,
38,0.7339395587876801,7.23627606616736,0.1214140944240273,53937456.0,1406370304.0,1586358272.0,1739782144.0,Au,10,
39,0.787921774026992,6.855117262650799,0.1273055470164348,27839966.0,1241216384.0,1515007488.0,1783946752.0,Au,10,
40,0.8458612530579325,6.491597745667503,0.1334828742744916,22169944.0,1187331840.0,1467450880.0,1879045248.0,Au,10,
41,0.9080449696290196,6.144901203416368,0.1399599478746949,11062750.0,1612897152.0,1849700864.0,2242489856.0,Au,10,
42,0.9678924784861273,5.846613747881867,0.1460576040687806,0.0,2128773760.0,2580849152.0,2933017856.0,Au,10,
43,1.0390037466243902,5.529765807949103,0.1531448492046431,0.0,3068679680.0,3517656320.0,3880693504.0,Au,10,
44,1.115309430693374,5.227580973127337,0.1605759932010687,118683.390625,5003412480.0,5774690816.0,6206098432.0,Au,10,
45,1.197181863756146,4.939380663491011,0.1683677232791182,545580928.0,5427933696.0,6966262784.0,7980016128.0,Au,10,
46,1.2850184010331818,4.664517702470927,0.1765375363843931,376952928.0,4719299072.0,6620022784.0,8437215744.0,Au,10,
47,1.3695201902147045,4.428033736605549,0.1842287739031916,617763072.0,5425057280.0,7205148160.0,8761549824.0,Au,10,
48,1.469878490582777,4.176834914726472,0.1931682227600717,1055676416.0,7632492032.0,9623462912.0,10813550592.0,Au,10,
49,1.577506484958674,3.937261084727584,0.2025414461255243,549385344.0,7437526528.0,9907831808.0,11834327040.0,Au,10,
50,1.6929110344480442,3.7087742646422353,0.2123694923132991,421190976.0,7584116736.0,10668055552.0,12712194048.0,Au,10,
51,1.816629764214748,3.4908613692606485,0.2226744309777334,208265296.0,8306434048.0,11967575040.0,13982900224.0,Au,10,
52,1.949231863937383,3.283033057956525,0.2334794026729061,179134512.0,5305261056.0,8803146752.0,11134939136.0,Au,10,
53,2.0913186379114133,3.084822635834013,0.2448086708165791,338804064.0,7283566592.0,11746491392.0,14270445568.0,Au,10,
54,2.243523728229641,2.8957850057274284,0.2566876761756205,697879488.0,7137399808.0,11877302272.0,15006323712.0,Au,10,
55,2.38970908764874,2.7331426173187188,0.2678708269437177,678431168.0,6996427264.0,11750159360.0,14760225792.0,Au,10,
56,2.545136331266385,2.577290271601893,0.2795411957308694,809906176.0,7621471232.0,12698224640.0,15917615104.0,Au,10,
57,2.691478124041424,2.4442257045541464,0.2903410187891416,1011251136.0,7999801344.0,13767685120.0,17849528320.0,Au,10,
58,2.845920886458248,2.316110743956892,0.3015580833126119,798946560.0,6406294528.0,11529497600.0,16003627008.0,Au,10,
59,2.988012615874371,2.207925472383703,0.3117279402557108,653005056.0,6762811392.0,12915637248.0,17393831936.0,Au,10,
60,3.1368772698499368,2.1032696525957717,0.3222407692362591,1968267776.0,10519763968.0,16394720256.0,21249026048.0,Au,10,
61,3.29278934427696,2.002028139252852,0.3331081367707903,859076096.0,8542834176.0,16501601280.0,22109714432.0,Au,10,
62,3.456027342112737,1.9040895435327672,0.344341999449342,1409038208.0,12218004480.0,20087220224.0,25635004416.0,Au,10,
63,3.6019897617620327,1.822689252620354,0.3542720825792927,1960792448.0,12638375936.0,21374232576.0,27545800704.0,Au,10,
