# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
7.676575478399172425e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.182872292702086270e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.345914934063330293e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.138757845386862755e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.646987654268741608e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.078138736076653004e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.581781199201941490e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.705545699223875999e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.052281284704804420e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.138953655958175659e-03 0.000000000000000000e+00 7.575180006824666634e-06 7.575180006824666634e-06 7.575180006824666634e-06 0.000000000000000000e+00
2.639767713844776154e-03 4.828896635444834828e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.673434024676680565e-03 4.389195510157151148e-06 7.836016266082879156e-06 7.836016266082879156e-06 7.836016266082879156e-06 0.000000000000000000e+00
4.497844725847244263e-03 2.118913471349515021e-05 7.902286597527563572e-06 7.902286597527563572e-06 0.000000000000000000e+00 0.000000000000000000e+00
7.173509337007999420e-03 1.942287417477928102e-05 6.901291271788068116e-06 6.901291271788068116e-06 0.000000000000000000e+00 0.000000000000000000e+00
8.815295994281768799e-03 2.437739021843299270e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.146793179214000702e-02 2.193691034335643053e-05 1.433348916179966182e-05 0.000000000000000000e+00 1.433348916179966182e-05 0.000000000000000000e+00
1.268081087619066238e-02 5.529874033527448773e-05 2.708665488171391189e-05 0.000000000000000000e+00 2.708665488171391189e-05 8.034474376472644508e-06
1.014620438218116760e-02 2.728683284658472985e-05 6.897150888107717037e-05 8.811473890091292560e-06 6.897150888107717037e-05 8.489440006087534130e-06
2.216626703739166260e-02 3.307028600829653442e-05 1.234085648320615292e-04 0.000000000000000000e+00 1.234085648320615292e-04 0.000000000000000000e+00
2.793595194816589355e-02 2.385799598414450884e-04 2.471538900863379240e-04 7.512026058975607157e-06 2.471538900863379240e-04 5.285834049573168159e-05
4.127959907054901123e-02 3.424274909775704145e-04 3.899530565831810236e-04 9.217134902428369969e-06 3.807359316851943731e-04 1.053113155649043620e-04
4.770990461111068726e-02 5.314010195434093475e-04 1.106437062844634056e-03 0.000000000000000000e+00 1.106437062844634056e-03 1.005556769086979330e-04
5.640107393264770508e-02 7.394030690193176270e-04 1.222759019583463669e-03 0.000000000000000000e+00 1.222759019583463669e-03 1.513463066658005118e-04
6.924759596586227417e-02 9.473215322941541672e-04 1.559818862006068230e-03 1.463682019675616175e-05 1.551660825498402119e-03 2.464400022290647030e-04
7.624863833189010620e-02 1.226690714247524738e-03 1.729045645333826542e-03 0.000000000000000000e+00 1.729045645333826542e-03 2.529124903958290815e-04
