Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1.839005281154016,1.7004551235882113,1.5922530732097737
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,1.565271429653604,1.423196491016279,1.3781093247495253
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,1.6016232949699265,1.4494840314591666,1.4037682811365781
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,1.6355947462716116,1.4734189702419134,1.4267836631777722
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,1.6739029972779709,1.5019552828858935,1.4501467256741494
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,1.7144149269029134,1.5351403372097667,1.4779963233856037
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,1.757779410711514,1.5729161725915435,1.5079220568823288
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,1.8052899058762075,1.6147092786698476,1.5369283918633385
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,2.0246198010463052,1.8470763102575931,1.749830160041568
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,2.0971954936670096,1.9368441226815065,1.8264299705587148
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,2.1723007177430826,2.0192507362485164,1.900213985772662
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,3.147960518068447,2.4325349540616887,2.018227442577645
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,3.3340973393630957,2.5191571036252727,2.086360320280031
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,3.5057697689066263,2.625262616338581,2.1952264037786238
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,3.6665175892973894,2.743023010812949,2.2929340959820537
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,3.8475164950032155,2.8533222743235322,2.385539467626627
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,4.0889259207564255,3.003449479030648,2.4874468528865
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,4.251699318110444,3.1942928215002353,2.5927734429421476
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,4.436576057994918,3.39880167972128,2.7107504661664974
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,4.633366969106139,3.5644395466012657,2.8230123907043976
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,4.906733589631758,3.761282612903637,2.9500300310607734
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,5.45168757074881,4.019403647415646,3.1175236445678753
52.0,1.949231863937383,3.2830330579565246,0.23347940267290615,5.952666740521693,4.271706234936744,3.2773097630076298
53.0,2.0913186379114133,3.084822635834013,0.24480867081657914,6.359333813348361,4.461358986284977,3.446337056766133
