Time_Gyr,SnapshotNumber,VirialRadius_ckpc
,0,
,1,
,2,
,3,
,4,
,5,
,6,
,7,
,8,
,9,
,10,
,11,
,12,
,13,
,14,
,15,
,16,
,17,
,18,
,19,
,20,
,21,
,22,
,23,
,24,
,25,
,26,
,27,
,28,
,29,
,30,
,31,
0.4780873012769339,32,46.720827178729685
0.51144273747843,33,50.45790251107828
0.5471208106629557,34,56.36632200886262
0.5891997750159086,35,62.776957163958635
0.6303016906900535,36,64.8301329394387
0.6741780982620621,37,72.82127031019202
0.7211528104403899,38,89.21713441654357
0.7766504355647659,39,94.07680945347118
0.8307696690240871,40,97.96159527326438
0.8886787464488208,41,102.00886262924668
0.9569792349999162,42,104.4460856720827
1.0235859033603345,43,110.28064992614475
1.094853121042702,44,125.48005908419498
1.1789142813106497,45,130.1477104874446
1.260877564365467,46,135.43574593796157
1.3482981877900693,47,136.7503692762186
1.4517049514969056,48,136.7799113737075
1.5524152659289694,49,143.47119645494828
1.6600143869141089,50,146.8685376661743
1.7870610578518569,51,151.9645494830133
1.9103746631890275,52,156.08567208271788
2.0566279658005517,53,177.6514032496307
2.1979545826256524,54,190.62038404726735
2.3495344837482337,55,196.32200886262922
2.4942982026932317,56,200.16248153618903
2.648679024181495,57,199.06942392909897
2.7919964070004784,58,199.46824224519938
2.9444522970841254,59,201.71344165435744
3.103679461620113,60,206.410635155096
3.2503461041698882,61,209.86706056129987
3.4035482502094134,62,212.96898079763662
3.5395210614408477,63,214.84490398818312
3.706074245251531,64,214.519940915805
3.852039404050016,65,215.0073855243722
4.005330648859183,66,213.87001477104872
4.1380238212264,67,212.9394387001477
4.302863700119068,68,214.6381093057607
4.444078540437953,69,216.88330871491877
4.618010469172704,70,222.03840472673556
4.767519355776625,71,227.07533234859673
4.9218213133602315,72,230.67946824224518
5.048501545881991,73,232.98375184638107
5.210902319443069,74,237.16395864106352
5.378187481427072,75,238.81831610044313
5.516742183317032,76,239.8227474150665
5.657151746908872,77,241.25553914327918
5.835657267816712,78,241.55096011816838
5.984925889355136,79,241.28508124076808
6.1314743443417274,80,241.506646971935
6.288280009550495,81,242.92466765140324
6.441930961431011,82,253.5302806499261
6.60150134785066,83,260.66469719350073
6.767286363666197,84,266.6469719350074
6.891938257577819,85,271.1669128508124
7.058261067482293,86,272.6735598227474
7.230838364822614,87,272.8508124076809
7.363097920077097,88,272.6587887740029
7.541245459552444,89,272.2156573116691
7.6760992541526205,90,271.7872968980797
7.859537305692069,91,271.90546528803543
7.9965535098945315,92,275.6129985228951
8.184930564043999,93,283.61890694239287
8.33063774295648,94,284.18020679468236
8.473061122257839,95,283.44165435745936
8.619165545014738,96,282.4963072378139
8.822454757224136,97,281.0930576070901
8.977680498782219,98,279.1432791728212
9.128933347146273,99,277.0901033973412
9.28399281865738,100,274.9778434268833
9.442976215473088,101,271.8463810930576
9.597321544370372,102,268.2274741506647
9.755404100736131,103,264.7562776957164
9.917333999546388,104,261.9497784342688
10.083224987834548,105,259.74889217134415
10.253194588767297,106,257.66617429837515
10.417575859721632,107,255.19940915805023
10.585809115748917,108,252.80649926144756
10.758003408639935,109,250.6794682422452
10.871586753389128,110,249.42392909896603
11.050552250154956,111,247.60709010339733
11.222886201331546,112,246.27769571639584
11.399102192939777,113,245.0073855243722
11.579305643595353,114,243.39734121122598
11.69400588091851,115,242.30428360413586
11.880922573432047,116,240.59084194977842
12.060042487650401,117,238.90694239290988
12.181593952274879,118,237.8729689807976
12.367202557614284,119,236.1742983751846
12.55684042003699,120,234.46085672082714
12.672601171018869,121,233.205317577548
12.868907973792403,122,231.21122599704577
13.056016187829684,123,229.64549483013292
13.178327328662581,124,228.7149187592319
13.371812419226801,125,227.37075332348596
13.498307651451075,126,226.52880354505172
13.698436884332015,127,225.33234859675036
