SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,1.658424075455636,2.690817488710792
51,1.7852109411306938,2.854731094284114
52,1.9087251005943775,2.9994088131524617
53,2.0542946412802117,3.1322658468268574
54,2.1960331217841973,3.2462239875042664
55,2.3473074604764466,3.3849448010267214
56,2.492093805618768,3.50980130482121
57,2.645527836580647,3.6359307470753057
58,2.789547102003453,3.7843576046910035
59,2.9410991694788162,4.027292773288909
60,3.1005271216365293,4.356931130208786
61,3.24676259845616,4.5698539830897165
62,3.399534921540906,4.72707260233311
63,3.5358684189171163,4.860435014908222
64,3.701422795540636,5.004910850203328
65,3.8490727526664066,5.146069005892125
66,4.002189339946645,5.321789004017047
67,4.134073017989484,5.4965085171772285
68,4.297609020790753,5.775019859173278
69,4.438387551251412,5.944942404243562
70,4.612848329419118,6.115471493323726
71,4.762936382575863,6.23325403244338
72,4.917388364118559,6.350969128156929
73,5.04414557229201,6.447111266818166
74,5.206651492909871,6.578569184799678
75,5.373737289661653,6.7105349382298085
76,5.510751380834336,6.844793767467533
77,5.65077692188168,7.009037220427668
78,5.830093858735267,7.245162838234277
79,5.9770131818759085,7.378634678852409
80,6.127044501216197,7.510461972309742
81,6.280214482862782,7.6753061628938015
82,6.436547553740773,7.883208725148064
83,6.596065774621037,8.129859534112803
84,6.758788717127001,8.327214126310183
85,6.882944328993475,8.460772616072584
86,7.051314723485368,8.675001459148564
87,7.222929885887396,8.958795272429454
88,7.353776306456494,9.337083997340343
89,7.531090252205096,9.739468330678935
90,7.666216917034915,9.960536203121064
91,7.849241734747805,10.248325703229897
92,7.988651455432529,10.482531193865336
93,8.177382403083039,10.775122128514806
94,8.321065170061159,11.048738687149854
95,8.46657293854438,11.250702656506236
96,8.613900426061454,11.411569026065285
97,8.813156671342265,11.547208881870418
98,8.96470378407691,11.732519243014535
99,9.118045505078774,12.00426703866187
100,9.27317206867788,12.331674850084456
101,9.43007269490069,12.726325970619659
102,9.58873560276994,13.15199480493239
103,9.749148026266017,13.861371696671894
104,9.911296232903506,15.666413618329
105,10.075165544860939,16.791441095381582
106,10.240740362585964,17.588343449023455
107,10.408004190783336,18.06075279699271
108,10.576939666678843,18.492024347108014
109,10.747528590438506,18.86929114809063
110,10.862163768931895,19.16809312913283
111,11.035465825156916,19.494340556654343
112,11.210368956667406,19.789706943790836
113,11.386852185757396,20.070139306248226
114,11.564893863921924,20.3983001612648
115,11.684443143597386,20.596898213346932
116,11.865032433823059,20.912987145315704
117,12.047119470537792,21.200919571848072
118,12.169331196658252,21.390806258415758
119,12.353861440878127,21.579706752661053
120,12.539825033771278,21.771628354183793
121,12.664584768785309,21.88981064064428
122,12.852881684242274,22.0473512909857
123,13.042544673427637,22.20588885313128
124,13.169732865216234,22.297461812690138
125,13.361615184557813,22.434896288400786
126,13.49025876910861,22.518179515394607
127,13.684287694692006,22.648446230964957
