Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.9016270192750335,6.1788363000124304,0.13929834282448653,3.26183022615836,2.5943416238281545,2.2124140321888084
31.0,0.9408235520130295,5.977616828479627,0.14331540762147194,3.378062391712451,2.6545091464661486,2.260523476624003
32.0,0.9817162432109339,5.782037445957332,0.14744831593285945,3.488136046000243,2.7164106910227055,2.3112408714595496
33.0,1.0171412614273008,5.623248840958556,0.15098330502335075,3.583186703673857,2.7855551148216198,2.3523971694397403
34.0,1.061333567335198,5.437602229737511,0.15533733901430788,3.711650598145889,2.866704182755667,2.403657019809154
35.0,1.0996152207180008,5.2868779251693665,0.15906146292367532,3.812440715848561,2.941442206305015,2.4495059629748606
36.0,1.1392690677058177,5.139682545684944,0.16287487057499644,3.9056457524232586,3.0144260216502126,2.4957826248109822
37.0,1.1887329941227875,4.9675900747618,0.16757183175654297,4.0207281132085555,3.0965514262684652,2.5453931327682526
38.0,1.222887837331828,4.855550003953163,0.170778150528112,4.109401853311969,3.1564825095415854,2.5797702401831915
39.0,1.2669540184102086,4.718453353567881,0.17487245906728888,4.201372962582587,3.230369910997179,2.6200424166066902
40.0,1.3125949903702092,4.584566562467239,0.1790649263133152,4.300979509394414,3.3043534471395923,2.6626537445689826
41.0,1.359865573512625,4.453814477855031,0.1833579055650784,4.403082407079247,3.365970784784186,2.707748801770992
42.0,1.3988933134958883,4.351420420518502,0.18686627501098288,4.495520777021482,3.416895786721177,2.7476318906857635
43.0,1.449240943696033,4.226127012732526,0.19134628713838725,4.621761962835049,3.4776840876071042,2.797669423340485
44.0,1.4908067298866303,4.128007732884895,0.19500750624598293,4.761328080165435,3.527846407704397,2.835767613790728
45.0,1.5335511640597344,4.031730618957529,0.198738779105623,4.943890767199996,3.5861176186822594,2.8762722711573137
46.0,1.577506484958674,3.9372610847275835,0.20254144612552438,5.101598075167017,3.643602963571632,2.9245360089149375
47.0,1.6227057098538533,3.844565193320247,0.2064168733612696,5.225334322192136,3.7018709767220734,2.9754423957211302
48.0,1.669182644236522,3.753609645017388,0.21036645300654302,5.351961573840479,3.761522849688575,3.0291420237091784
49.0,1.7169718907593048,3.66436176529508,0.2143916038932579,5.460779440675814,3.8225861637326317,3.0806255646974625
50.0,1.7661088573246462,3.5767894930857462,0.21849377200125142,5.560526517012938,3.8846859735892343,3.136500797929017
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,5.661678498243253,3.952984372171315,3.1869167771736766
52.0,1.8685716501485172,3.4065465253286398,0.22693508266667403,5.773241375139413,4.036924543850485,3.234630888343465
53.0,1.9084833274036512,3.344350865135782,0.23018398629474995,5.856170970896261,4.112597132463365,3.2719585374788647
