# ConfigFile: 01
# Timestamp: 2026-03-26 10:11:09.329413-03:00
SnapshotNumber,Time_Gyr,MeanDelay_Gyr
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,1.6600143869141086,1.7841634705008087
51,1.7870610578518569,1.7884117022424673
52,1.910374663189027,1.751476340291239
53,2.0566279658005517,1.8370501114141138
54,2.1979545826256524,1.8926679392700245
55,2.3495344837482337,1.6417652931977207
56,2.4942982026932317,1.7231454478942236
57,2.648679024181495,1.8524183825898228
58,2.7919964070004784,1.811785321979879
59,2.9444522970841254,2.129953035247331
60,3.103679461620113,2.28628107390574
61,3.2503461041698882,1.9430485864513207
62,3.4035482502094134,1.9312678557522946
63,3.5395210614408477,2.1167628041800546
64,3.706074245251531,1.9353429886590403
65,3.852039404050016,2.1822188947836456
66,4.005330648859183,2.3726342841248123
67,4.1380238212264,2.3401187208738534
68,4.302863700119068,2.7480153835510617
69,4.444078540437954,2.7574138156948105
70,4.618010469172704,3.07352826766055
71,4.767519355776625,3.472997889698781
72,4.921821313360232,2.9737140721476214
73,5.048501545881991,3.1896304854622857
74,5.210902319443069,4.038791121788146
75,5.378187481427072,2.8346565495864473
76,5.516742183317032,1.8347612780515616
77,5.657151746908872,1.9743287523498576
78,5.835657267816712,4.003627435278234
79,5.984925889355137,3.1136035955882826
80,6.1314743443417274,3.0083218729479495
81,6.288280009550495,3.381419103975341
82,6.441930961431011,3.5622431676391786
83,6.60150134785066,3.5560257364326398
84,6.767286363666197,3.489450463510658
85,6.891938257577819,3.290079393039427
86,7.058261067482293,4.138042690227427
87,7.230838364822614,4.143248312635701
88,7.363097920077097,4.164764267079305
89,7.541245459552444,3.811662498210153
90,7.6760992541526205,3.8443953448969896
91,7.859537305692069,4.1289922731370226
92,7.996553509894531,3.715068184514302
93,8.184930564043999,3.4676236694360183
94,8.33063774295648,3.4436856671819336
95,8.473061122257839,3.1606409929188897
96,8.619165545014738,3.0184740984313647
97,8.822454757224136,2.9684405478014044
98,8.977680498782219,3.1066186343146174
99,9.128933347146274,3.0888269498583787
100,9.28399281865738,3.1534659502399816
101,9.442976215473088,2.9036701945663754
102,9.597321544370372,2.6594198049073894
103,9.755404100736131,2.800905835162803
104,9.91733399954639,2.7391229487649316
105,10.083224987834548,2.676514729125537
106,10.253194588767297,2.5118130894638964
107,10.417575859721632,2.542899346194585
108,10.585809115748921,2.6242308513445236
109,10.758003408639935,2.3467259454523903
110,10.87158675338913,2.3141515902456327
111,11.050552250154956,2.1679161566637815
112,11.222886201331546,2.0388449425600186
113,11.399102192939777,1.89298041502151
114,11.579305643595353,1.6349061734431845
115,11.69400588091851,1.5416724491063662
116,11.880922573432047,1.60199958473756
117,12.060042487650401,1.6383943966816137
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
