SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,0.588579847511807,1467.4784945223744
36,0.6296157675006637,1324.2150899123267
37,0.6735067612001536,1196.3138744563107
38,0.7204501377792731,1084.7959969980795
39,0.7758651800373145,967.255289096282
40,0.8299211591567458,823.5854303404444
41,0.8877297039012763,742.7009348966111
42,0.9559611038451133,663.7377923235017
43,1.0225083933455177,599.9846513454528
44,1.0936628506455037,543.6658362578714
45,1.1776285666554693,489.152541910837
46,1.259501882076255,441.2152948773197
47,1.347020121131645,397.0227910922428
48,1.4502627846921008,354.14250490306506
49,1.550895775549458,319.59539922979684
50,1.658424075455636,289.60415733123256
51,1.7852109411306938,263.50660943822834
52,1.9087251005943775,241.75626001470894
53,2.0542946412802117,220.92312032171318
54,2.1960331217841973,201.66691921674948
55,2.3473074604764466,183.34684149609137
56,2.492093805618768,171.80248131160099
57,2.645527836580647,166.1626892004089
58,2.789547102003453,159.5336187778782
59,2.9410991694788162,148.24105689735663
60,3.1005271216365293,136.7086717782519
61,3.24676259845616,127.03333299422187
62,3.399534921540906,118.63732873727919
63,3.5358684189171163,111.79210377595803
64,3.701422795540636,103.99438215822359
65,3.8490727526664066,97.32510765568856
66,4.002189339946645,91.4068507692509
67,4.134073017989484,87.83201339620871
68,4.297609020790753,85.49609961732493
69,4.438387551251412,82.7512117898682
70,4.612848329419118,79.22045284599156
71,4.762936382575863,75.5328469636216
72,4.917388364118559,71.83436910601313
73,5.04414557229201,68.92756013335244
74,5.206651492909871,65.34210973556006
75,5.373737289661653,61.65564626421971
76,5.510751380834336,59.34757177748255
77,5.65077692188168,56.923850320881016
78,5.830093858735267,54.01038392148386
79,5.9770131818759085,52.44929945511614
80,6.127044501216197,52.27330781473144
81,6.280214482862782,50.45811150282903
82,6.436547553740773,48.400714244511974
83,6.596065774621037,46.354798092886355
84,6.758788717127001,44.36733004386664
85,6.882944328993475,42.97501874739325
86,7.051314723485368,41.34766976735939
87,7.222929885887396,39.89502300024614
88,7.353776306456494,38.86673517524949
89,7.531090252205096,37.579736519952334
90,7.666216917034915,36.59990094093014
91,7.849241734747805,35.630045914130385
92,7.988651455432529,34.947808501422784
93,8.177382403083039,34.496578986575955
94,8.321065170061159,34.56263582555002
95,8.46657293854438,36.09300213725902
96,8.613900426061454,36.03047961201523
97,8.813156671342265,35.38394043273086
98,8.96470378407691,34.7530824775593
99,9.118045505078774,34.09522444415256
100,9.27317206867788,33.33440283927125
101,9.43007269490069,32.69533305309005
102,9.58873560276994,31.96409983793173
103,9.749148026266017,31.171712240559206
104,9.911296232903506,30.459803795721346
105,10.075165544860939,30.041045724995218
106,10.240740362585964,29.924147519477486
107,10.408004190783336,29.20900016526117
108,10.576939666678843,28.406172314009748
109,10.747528590438506,27.621167003839233
110,10.862163768931895,27.058317131362823
111,11.035465825156916,26.259454664705395
112,11.210368956667406,25.439392598819968
113,11.386852185757396,24.677924216610453
114,11.564893863921924,23.989357726173
115,11.684443143597386,23.56345142477773
116,11.865032433823059,22.977908137511392
117,12.047119470537792,22.616219746056686
118,12.169331196658252,22.22308460475317
119,12.353861440878127,21.513400828750026
120,12.539825033771278,20.79421433683025
121,12.664584768785309,20.31563348369565
122,12.852881684242274,19.617548880503524
123,13.042544673427637,18.9424691018094
124,13.169732865216234,18.511229351503143
125,13.361615184557813,17.924312906266575
126,13.49025876910861,17.559420471581962
127,13.684287694692006,17.000744336586507
