SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,1.658424075455636,2.4583838390821198
51,1.7852109411306938,2.6604878316690597
52,1.9087251005943775,2.95412927553151
53,2.0542946412802117,3.5029365933633323
54,2.1960331217841973,4.0072017845906265
55,2.3473074604764466,4.643394987739342
56,2.492093805618768,4.999624805757903
57,2.645527836580647,5.31729843444761
58,2.789547102003453,5.684492942376669
59,2.9410991694788162,6.019123897928654
60,3.1005271216365293,6.277294576630312
61,3.24676259845616,6.474295425929446
62,3.399534921540906,6.726449795490429
63,3.5358684189171163,6.929481693217661
64,3.701422795540636,7.17784091958872
65,3.8490727526664066,7.352965986475676
66,4.002189339946645,7.613088504148733
67,4.134073017989484,7.711582675767274
68,4.297609020790753,7.905459689422018
69,4.438387551251412,8.054598052639875
70,4.612848329419118,8.237777916783179
71,4.762936382575863,8.378709623419688
72,4.917388364118559,8.506413489558037
73,5.04414557229201,8.60702565211533
74,5.206651492909871,8.75570933064832
75,5.373737289661653,8.913822579974028
76,5.510751380834336,9.103415374083317
77,5.65077692188168,9.428882959306412
78,5.830093858735267,9.792095626404803
79,5.9770131818759085,10.138304515553267
80,6.127044501216197,10.3617530062374
81,6.280214482862782,10.552625885127473
82,6.436547553740773,10.732411246711818
83,6.596065774621037,10.883554153019753
84,6.758788717127001,11.011974437856068
85,6.882944328993475,11.113434332762957
86,7.051314723485368,11.24455771358438
87,7.222929885887396,11.416552691795921
88,7.353776306456494,11.542455684997732
89,7.531090252205096,11.673150286548552
90,7.666216917034915,11.765882736718336
91,7.849241734747805,11.90451511451622
92,7.988651455432529,12.003482729912724
93,8.177382403083039,12.157572600415925
94,8.321065170061159,12.277176111500422
95,8.46657293854438,12.408017212635365
96,8.613900426061454,12.558791190112549
97,8.813156671342265,12.804400422765784
98,8.96470378407691,13.158916910282217
99,9.118045505078774,13.531246496621847
100,9.27317206867788,13.789643177730717
101,9.43007269490069,14.088959693897655
102,9.58873560276994,14.433359670498254
103,9.749148026266017,14.97762259802928
104,9.911296232903506,15.84347444496471
105,10.075165544860939,16.3744871997439
106,10.240740362585964,16.740310953942238
107,10.408004190783336,17.09373048115804
108,10.576939666678843,17.374918567079867
109,10.747528590438506,17.579181865274865
110,10.862163768931895,17.704128144729133
111,11.035465825156916,17.895279730145095
112,11.210368956667406,18.052184357901787
113,11.386852185757396,18.18462355510989
114,11.564893863921924,18.316905533252083
115,11.684443143597386,18.393347944299467
116,11.865032433823059,18.502942139285793
117,12.047119470537792,18.610304895484667
118,12.169331196658252,18.673774947015968
119,12.353861440878127,18.761821197074102
120,12.539825033771278,18.85870208668698
121,12.664584768785309,18.917184006036905
122,12.852881684242274,19.010288064907876
123,13.042544673427637,19.100699747275513
124,13.169732865216234,19.156832313538576
125,13.361615184557813,19.24803545097654
126,13.49025876910861,19.318024734001323
127,13.684287694692006,19.434951054514983
