SnapshotNumbers,Times_Gyr,Delta
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
35.0,0.588579847511807,0.0012294806592706717
36.0,0.6296157675006637,0.001450654987327188
37.0,0.6735067612001536,0.001714196661782132
38.0,0.7204501377792731,0.0020305727442474115
39.0,0.7758651800373145,0.002448782116903661
40.0,0.8299211591567458,0.002917405490933299
41.0,0.8877297039012763,0.003507064778835983
42.0,0.9559611038451133,0.004253318353491274
43.0,1.0225083933455177,0.005101512640025108
44.0,1.0936628506455037,0.006160623611323565
45.0,1.1776285666554693,0.007459783671927575
46.0,1.259501882076255,0.008902869602222791
47.0,1.347020121131645,0.010618337003138086
48.0,1.4502627846921008,0.012873048118475639
49.0,1.550895775549458,0.015348165694583575
50.0,1.658424075455636,0.0182512037854076
51.0,1.7852109411306938,0.02213704258473056
52.0,1.9087251005943775,0.026869103137027395
53.0,2.0542946412802117,0.03353371587888425
54.0,2.1960331217841973,0.04142473562806059
55.0,2.3473074604764466,0.05013641413228269
56.0,2.492093805618768,0.05958209400325608
57.0,2.645527836580647,0.07261310460330708
58.0,2.789547102003453,0.08448437360177671
59.0,2.9410991694788162,0.09814492786501111
60.0,3.1005271216365293,0.11326848952890144
61.0,3.24676259845616,0.1276811811352516
62.0,3.399534921540906,0.14632182301386915
63.0,3.5358684189171163,0.16346628394995852
64.0,3.701422795540636,0.18398978775625738
65.0,3.8490727526664066,0.2026941811268577
66.0,4.002189339946645,0.22712398931951977
67.0,4.134073017989484,0.24507451773633862
68.0,4.297609020790753,0.26742093673168427
69.0,4.438387551251412,0.2955995806028
70.0,4.612848329419118,0.32143940746570004
71.0,4.762936382575863,0.3417314753884239
72.0,4.917388364118559,0.3629292676875196
73.0,5.04414557229201,0.39289337555384163
74.0,5.206651492909871,0.42113475176429577
75.0,5.373737289661653,0.43705401996122084
76.0,5.510751380834336,0.4767687641564468
77.0,5.65077692188168,0.5027884194598663
78.0,5.830093858735267,0.5361175986095578
79.0,5.9770131818759085,0.5634870214655381
80.0,6.127044501216197,0.5917712335883014
81.0,6.280214482862782,0.620958586703135
82.0,6.436547553740773,0.651090676286647
83.0,6.596065774621037,0.6825149809873602
84.0,6.758788717127001,0.7153891611132506
85.0,6.882944328993475,0.74043249968408
86.0,7.051314723485368,0.7745788577143933
87.0,7.222929885887396,0.8096861725175722
88.0,7.353776306456494,0.8365674416463571
89.0,7.531090252205096,0.8732541005035254
90.0,7.666216917034915,0.901333784313672
91.0,7.849241734747805,0.9396665960587528
92.0,7.988651455432529,0.9691867242635777
93.0,8.177382403083039,1.009377996267178
94.0,8.321065170061159,1.0401030593574323
95.0,8.46657293854438,1.0721562731632501
96.0,8.613900426061454,1.1061193954892434
97.0,8.813156671342265,1.1601137347855697
98.0,8.96470378407691,1.200718905091572
99.0,9.118045505078774,1.240242106199143
100.0,9.27317206867788,1.2971614930051694
101.0,9.43007269490069,1.348838958687608
102.0,9.58873560276994,1.4020372146797602
103.0,9.749148026266017,1.4567734740423106
104.0,9.911296232903506,1.5153328875927385
105.0,10.075165544860939,1.5722066644091917
106.0,10.240740362585964,1.702615201449803
107.0,10.408004190783336,2.001243153938529
108.0,10.576939666678843,2.2329740778382092
109.0,10.747528590438506,2.3223689828511853
110.0,10.862163768931895,2.3730066165070833
111.0,11.035465825156916,2.446213761308638
112.0,11.210368956667406,2.5220490913820868
113.0,11.386852185757396,2.5931109257173075
114.0,11.564893863921924,2.6623085305869902
115.0,11.684443143597386,2.7077286357403363
116.0,11.865032433823059,2.7767435154834574
117.0,12.047119470537792,2.844774838558414
118.0,12.169331196658252,2.8889392125889697
119.0,12.353861440878127,2.954074960467269
120.0,12.539825033771278,3.0191097744881663
121.0,12.664584768785309,3.0619895627417932
122.0,12.852881684242274,3.1269386638807903
123.0,13.042544673427637,3.1920919511808377
124.0,13.169732865216234,3.259081954154245
125.0,13.361615184557813,3.3243611646461515
126.0,13.49025876910861,3.364171813217551
127.0,13.684287694692006,3.4238835418610636
