SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,0.588579847511807,2.179170147707914
36,0.6296157675006637,2.2473507415073675
37,0.6735067612001536,2.321854489613022
38,0.7204501377792731,2.405056873848538
39,0.7758651800373145,2.500216616670511
40,0.8299211591567458,2.605174412470879
41,0.8877297039012763,2.7323335949420375
42,0.9559611038451133,2.8651339046920925
43,1.0225083933455177,3.0068816318779734
44,1.0936628506455037,3.173884011457408
45,1.1776285666554693,3.317297278122546
46,1.259501882076255,3.4641394390172993
47,1.347020121131645,3.619254136641753
48,1.4502627846921008,3.790935793334202
49,1.550895775549458,3.961677485469372
50,1.658424075455636,4.115243441301303
51,1.7852109411306938,4.3241527415513366
52,1.9087251005943775,4.609949757987084
53,2.0542946412802117,4.978112145790521
54,2.1960331217841973,5.393775237165657
55,2.3473074604764466,5.7390542112709975
56,2.492093805618768,6.082028050151764
57,2.645527836580647,6.57593755202634
58,2.789547102003453,6.914663796257673
59,2.9410991694788162,7.256703700289654
60,3.1005271216365293,7.5761071853492075
61,3.24676259845616,7.831505984724436
62,3.399534921540906,8.211901981092318
63,3.5358684189171163,8.517770780488181
64,3.701422795540636,8.806109654037488
65,3.8490727526664066,9.045608782084592
66,4.002189339946645,9.392557315474852
67,4.134073017989484,9.546600734890406
68,4.297609020790753,9.710773171283845
69,4.438387551251412,10.106280957070108
70,4.612848329419118,10.24838555366976
71,4.762936382575863,10.297639785800202
72,4.917388364118559,10.356411131157783
73,5.04414557229201,10.620614198222762
74,5.206651492909871,10.789732782160666
75,5.373737289661653,10.655118423444398
76,5.510751380834336,11.063530678695578
77,5.65077692188168,11.175990548473772
78,5.830093858735267,11.306339446737667
79,5.9770131818759085,11.400849544300163
80,6.127044501216197,11.482620431074963
81,6.280214482862782,11.562458237971452
82,6.436547553740773,11.631495273699432
83,6.596065774621037,11.707151589417371
84,6.758788717127001,11.801808186563994
85,6.882944328993475,11.85752269303822
86,7.051314723485368,11.926945630109744
87,7.222929885887396,11.999671060855073
88,7.353776306456494,12.052487734092129
89,7.531090252205096,12.127530359479016
90,7.666216917034915,12.186667953796906
91,7.849241734747805,12.266270825384701
92,7.988651455432529,12.320482817831525
93,8.177382403083039,12.402664618073988
94,8.321065170061159,12.473454289070556
95,8.46657293854438,12.54617793323559
96,8.613900426061454,12.626823274425048
97,8.813156671342265,12.790259639737293
98,8.96470378407691,12.907093951365805
99,9.118045505078774,13.03165254289624
100,9.27317206867788,13.274815947126724
101,9.43007269490069,13.50258885541294
102,9.58873560276994,13.761454513849033
103,9.749148026266017,14.088087842714094
104,9.911296232903506,14.50318369484582
105,10.075165544860939,15.021363443371861
106,10.240740362585964,15.905383025318885
107,10.408004190783336,17.53096920945593
108,10.576939666678843,18.960714034904775
109,10.747528590438506,19.726328007854544
110,10.862163768931895,20.107634266882314
111,11.035465825156916,20.587247106597736
112,11.210368956667406,21.001501479410905
113,11.386852185757396,21.307456927951055
114,11.564893863921924,21.57742886278595
115,11.684443143597386,21.73896787982576
116,11.865032433823059,21.969295597932664
117,12.047119470537792,22.188510786609715
118,12.169331196658252,22.317626944470632
119,12.353861440878127,22.491354012277384
120,12.539825033771278,22.662910385026695
121,12.664584768785309,22.768874248855234
122,12.852881684242274,22.940846894813095
123,13.042544673427637,23.119018974391796
124,13.169732865216234,23.311982152226065
125,13.361615184557813,23.478368161604013
126,13.49025876910861,23.556409562014693
127,13.684287694692006,23.661153191502287
