Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.9016270192750335,6.1788363000124304,0.13929834282448653,3.126341807220377,2.4236995567641095,2.0127584729692485
31.0,0.9408235520130295,5.977616828479627,0.14331540762147194,3.247487041122812,2.4784839366687583,2.0518069437321254
32.0,0.9817162432109339,5.782037445957332,0.14744831593285945,2.253707519949406,1.778058800234414,1.7598385224725017
33.0,1.0171412614273008,5.623248840958556,0.15098330502335075,3.451306770657699,2.590266592373851,2.1589128804685873
34.0,1.061333567335198,5.437602229737511,0.15533733901430788,3.554142373673045,2.6595763038775435,2.2271517047102103
35.0,1.0996152207180008,5.2868779251693665,0.15906146292367532,2.368980766673234,1.935344541485684,1.9480082508198437
36.0,1.1392690677058177,5.139682545684944,0.16287487057499644,3.7147711343270964,2.776129918229243,2.3196111107079327
37.0,1.1887329941227875,4.9675900747618,0.16757183175654297,3.8264214518167754,2.841805298869968,2.3744689795736247
38.0,1.222887837331828,4.855550003953163,0.170778150528112,3.917885093357152,2.88695702312836,2.4145574844858695
39.0,1.2669540184102086,4.718453353567881,0.17487245906728888,4.0514353759253945,2.9794605769101854,2.4637083510163618
40.0,1.3125949903702092,4.584566562467239,0.1790649263133152,4.1368379009676985,3.0420170764952252,2.5208352801514384
41.0,1.359865573512625,4.453814477855031,0.1833579055650784,4.231945941530812,3.169351366537006,2.5789693953822326
42.0,1.3988933134958883,4.351420420518502,0.18686627501098288,4.30715851454982,3.2595013193376223,2.630297949075124
43.0,1.449240943696033,4.226127012732526,0.19134628713838725,4.399194423545996,3.360162331003964,2.6891399167296437
44.0,1.4908067298866303,4.128007732884895,0.19500750624598293,4.475282573579571,3.435274100633038,2.7316080549369395
45.0,1.5335511640597344,4.031730618957529,0.198738779105623,4.551586592578395,3.5025396009584164,2.7795682951847804
46.0,1.577506484958674,3.9372610847275835,0.20254144612552438,4.633615628293959,3.5639039105083956,2.822642503114353
47.0,1.6227057098538533,3.844565193320247,0.2064168733612696,4.729895138594346,3.6286283372200603,2.8712009480575382
48.0,1.669182644236522,3.753609645017388,0.21036645300654302,4.836861138574084,3.711425685324967,2.920012693132743
49.0,1.7169718907593048,3.66436176529508,0.2143916038932579,4.999493225683219,3.8097992510648515,2.985857773295706
50.0,1.7661088573246462,3.5767894930857462,0.21849377200125142,5.1980926737130675,3.9132453705499035,3.0514671339750814
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,5.450353320978061,4.018348364367006,3.117774862781001
52.0,1.8685716501485172,3.4065465253286398,0.22693508266667403,5.685824203208041,4.128660219323056,3.180906277328697
53.0,1.9084833274036512,3.344350865135782,0.23018398629474995,5.827373348284307,4.205241390651676,3.2281760144769267
