Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.9016270192750335,6.1788363000124304,0.13929834282448653,3.8098487268263943,3.0711576785895023,2.579487099213702
31.0,0.9408235520130295,5.977616828479627,0.14331540762147194,3.940687570275965,3.1648534224063916,2.647643109348235
32.0,0.9817162432109339,5.782037445957332,0.14744831593285945,4.087434746349095,3.262482094221604,2.7138640915336008
33.0,1.0171412614273008,5.623248840958556,0.15098330502335075,4.209350355302019,3.351981089278013,2.775548572450447
34.0,1.061333567335198,5.437602229737511,0.15533733901430788,4.675623026283948,3.6240102746969796,2.891832301641574
35.0,1.0996152207180008,5.2868779251693665,0.15906146292367532,4.558023235196851,3.587402745576722,2.899618678302545
36.0,1.1392690677058177,5.139682545684944,0.16287487057499644,4.73248946977527,3.690312029783622,2.954820063785633
37.0,1.1887329941227875,4.9675900747618,0.16757183175654297,4.921703887673949,3.8151959845647334,3.045842020449686
38.0,1.222887837331828,4.855550003953163,0.170778150528112,5.059345921587129,3.9160838421136885,3.110293140251417
39.0,1.2669540184102086,4.718453353567881,0.17487245906728888,5.229552940469631,4.066934955003033,3.1856289946760037
40.0,1.3125949903702092,4.584566562467239,0.1790649263133152,5.409404578745315,4.199242266411529,3.2585632399950013
41.0,1.359865573512625,4.453814477855031,0.1833579055650784,5.658559913861009,4.30324520759611,3.3251751602836657
42.0,1.3988933134958883,4.351420420518502,0.18686627501098288,5.827906579760852,4.395790333134396,3.3822530486625872
43.0,1.449240943696033,4.226127012732526,0.19134628713838725,6.03740643463634,4.538039689992048,3.466305666169133
44.0,1.4908067298866303,4.128007732884895,0.19500750624598293,6.160631310333293,4.62726067392712,3.5356250063163825
45.0,1.5335511640597344,4.031730618957529,0.198738779105623,6.312239246542569,4.724805602636765,3.596569943377461
46.0,1.577506484958674,3.9372610847275835,0.20254144612552438,6.480389459678421,4.820455418871567,3.6542013908576845
47.0,1.6227057098538533,3.844565193320247,0.2064168733612696,6.337490450439708,4.545444659111763,3.326200389676458
48.0,1.669182644236522,3.753609645017388,0.21036645300654302,6.5216173091627985,4.616392057982985,3.381470709807346
49.0,1.7169718907593048,3.66436176529508,0.2143916038932579,6.858660590119611,4.682970824869895,3.4499732437754558
50.0,1.7661088573246462,3.5767894930857462,0.21849377200125142,7.119025887396387,4.753823088375368,3.515935374045086
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,7.354248891158137,4.839411740089612,3.5740350219519796
52.0,1.8685716501485172,3.4065465253286398,0.22693508266667403,8.207215485823925,5.4723049572016365,4.137951669744538
53.0,1.9084833274036512,3.344350865135782,0.23018398629474995,7.635872402014617,4.97576270427085,3.6823040573768364
