SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,0.588579847511807,2.26586775296647
36,0.6296157675006637,2.360892608976232
37,0.6735067612001536,2.4660058372621947
38,0.7204501377792731,2.5817996891918824
39,0.7758651800373145,2.7015916844974237
40,0.8299211591567458,2.8168390661796257
41,0.8877297039012763,2.941643089177972
42,0.9559611038451133,3.1025744455952244
43,1.0225083933455177,3.2656255795315294
44,1.0936628506455037,3.4611024758397186
45,1.1776285666554693,3.743565510123977
46,1.259501882076255,4.061946624610181
47,1.347020121131645,4.303824137673929
48,1.4502627846921008,4.5579955563870485
49,1.550895775549458,4.826187163958804
50,1.658424075455636,5.091979394195466
51,1.7852109411306938,5.338236708850409
52,1.9087251005943775,5.54924702752641
53,2.0542946412802117,5.801449188110263
54,2.1960331217841973,6.007696930367033
55,2.3473074604764466,6.246038801028583
56,2.492093805618768,6.427795207322492
57,2.645527836580647,6.581449598878981
58,2.789547102003453,6.797812958761437
59,2.9410991694788162,6.936335908516311
60,3.1005271216365293,7.0611816928290345
61,3.24676259845616,7.157790575592131
62,3.399534921540906,7.262825417667686
63,3.5358684189171163,7.348763949623747
64,3.701422795540636,7.491157078940906
65,3.8490727526664066,7.689498756750822
66,4.002189339946645,7.944037317714399
67,4.134073017989484,8.101473453108614
68,4.297609020790753,8.35460329551022
69,4.438387551251412,8.516439778169014
70,4.612848329419118,8.631707258879528
71,4.762936382575863,8.722702259713213
72,4.917388364118559,8.81907308065211
73,5.04414557229201,8.907297988739657
74,5.206651492909871,9.023916124152576
75,5.373737289661653,9.10989530081033
76,5.510751380834336,9.174815162250358
77,5.65077692188168,9.235750056344195
78,5.830093858735267,9.312942831115139
79,5.9770131818759085,9.372855801280704
80,6.127044501216197,9.43117960827459
81,6.280214482862782,9.49359557743231
82,6.436547553740773,9.567054399388406
83,6.596065774621037,9.63232443056609
84,6.758788717127001,9.697299675995232
85,6.882944328993475,9.761416469593021
86,7.051314723485368,9.878669734300523
87,7.222929885887396,10.05780031420705
88,7.353776306456494,10.287207050172295
89,7.531090252205096,10.46590170448704
90,7.666216917034915,10.637611723141662
91,7.849241734747805,10.862775330908205
92,7.988651455432529,11.017479785032613
93,8.177382403083039,11.230776926485174
94,8.321065170061159,11.41414080839877
95,8.46657293854438,11.564865654917867
96,8.613900426061454,11.71722343582585
97,8.813156671342265,11.951049278148771
98,8.96470378407691,12.161763024495936
99,9.118045505078774,12.379908944866921
100,9.27317206867788,12.681577493991153
101,9.43007269490069,13.01564031700959
102,9.58873560276994,13.35239194337077
103,9.749148026266017,13.787143751899155
104,9.911296232903506,14.267958066862406
105,10.075165544860939,14.850002701164755
106,10.240740362585964,15.69382690636301
107,10.408004190783336,17.285032139318716
108,10.576939666678843,18.47507327327677
109,10.747528590438506,19.365629952520226
110,10.862163768931895,19.81853341683754
111,11.035465825156916,20.39195244147955
112,11.210368956667406,20.825298211316404
113,11.386852185757396,21.245358970085693
114,11.564893863921924,21.5387493994168
115,11.684443143597386,21.725180839695522
116,11.865032433823059,22.098754779210054
117,12.047119470537792,22.342996384648078
118,12.169331196658252,22.470091920196268
119,12.353861440878127,22.633614041362627
120,12.539825033771278,22.791444117711695
121,12.664584768785309,22.87806824985566
122,12.852881684242274,22.954147985103322
123,13.042544673427637,23.08006973739822
124,13.169732865216234,23.162968849628797
125,13.361615184557813,23.313981335575264
126,13.49025876910861,23.395277885281953
127,13.684287694692006,23.51108223337086
