Time_Gyr,SnapshotNumber,VirialRadius_ckpc
,0,
,1,
,2,
,3,
,4,
,5,
,6,
,7,
,8,
,9,
,10,
,11,
,12,
,13,
,14,
,15,
,16,
,17,
,18,
,19,
,20,
,21,
,22,
,23,
,24,
,25,
,26,
,27,
,28,
,29,
,30,
,31,
0.4780873012769339,32,25.273264401772522
0.51144273747843,33,27.725258493353024
0.5471208106629557,34,29.084194977843428
0.5891997750159086,35,33.60413589364845
0.6303016906900535,36,42.39290989660265
0.6741780982620621,37,45.18463810930576
0.7211528104403899,38,47.296898079763665
0.7766504355647659,39,48.92171344165435
0.8307696690240871,40,47.25258493353027
0.8886787464488208,41,63.63367799113736
0.9569792349999162,42,75.59822747415066
1.0235859033603345,43,81.19645494830132
1.094853121042702,44,94.54948301329395
1.1789142813106497,45,101.83161004431314
1.260877564365467,46,105.1698670605613
1.3482981877900693,47,115.93796159527325
1.4517049514969056,48,120.7533234859675
1.5524152659289694,49,124.26883308714918
1.6600143869141089,50,127.97636632200886
1.7870610578518569,51,137.0901033973412
1.9103746631890275,52,158.38995568685377
2.0566279658005517,53,166.24815361890694
2.1979545826256524,54,177.85819793205314
2.3495344837482337,55,184.4903988183161
2.4942982026932317,56,190.1033973412112
2.648679024181495,57,229.95568685376662
2.7919964070004784,58,231.47710487444607
2.9444522970841254,59,242.1861152141802
3.103679461620113,60,257.7400295420975
3.2503461041698882,61,264.7858197932053
3.4035482502094134,62,280.85672082717866
3.5395210614408477,63,294.01772525849333
3.706074245251531,64,301.0930576070901
3.852039404050016,65,304.83013293943867
4.005330648859183,66,308.8183161004431
4.1380238212264,67,322.1270310192024
4.302863700119068,68,334.2097488921713
4.444078540437953,69,336.79468242245196
4.618010469172704,70,336.3220088626292
4.767519355776625,71,336.61742983751844
4.9218213133602315,72,337.10487444608566
5.048501545881991,73,336.0709010339734
5.210902319443069,74,334.0472673559823
5.378187481427072,75,332.6735598227474
5.516742183317032,76,330.576070901034
5.657151746908872,77,328.5228951255539
5.835657267816712,78,326.61742983751844
5.984925889355136,79,325.62776957163953
6.1314743443417274,80,324.5790251107829
6.288280009550495,81,323.9143279172821
6.441930961431011,82,322.92466765140324
6.60150134785066,83,322.0974889217134
6.767286363666197,84,321.6100443131462
6.891938257577819,85,320.97488921713443
7.058261067482293,86,320.26587887740027
7.230838364822614,87,319.3796159527326
7.363097920077097,88,318.7592319054653
7.541245459552444,89,318.301329394387
7.6760992541526205,90,318.1388478581979
7.859537305692069,91,319.5716395864106
7.9965535098945315,92,322.55539143279174
8.184930564043999,93,328.4638109305761
8.33063774295648,94,329.2909896602659
8.473061122257839,95,328.9364844903988
8.619165545014738,96,328.4785819793205
8.822454757224136,97,327.4593796159527
8.977680498782219,98,326.3810930576071
9.128933347146273,99,325.3471196454948
9.28399281865738,100,324.12112259970456
9.442976215473088,101,322.0974889217134
9.597321544370372,102,319.5420974889217
9.755404100736131,103,316.9719350073855
9.917333999546388,104,314.53471196454944
10.083224987834548,105,312.3633677991137
10.253194588767297,106,310.8124076809453
10.417575859721632,107,308.92171344165433
10.585809115748917,108,307.2525849335303
10.758003408639935,109,306.0118168389955
10.871586753389128,110,304.87444608567205
11.050552250154956,111,302.8360413589365
11.222886201331546,112,300.96011816838995
11.399102192939777,113,298.8330871491876
11.579305643595353,114,296.02658788774
11.69400588091851,115,294.2540620384047
11.880922573432047,116,291.7872968980797
12.060042487650401,117,289.2762186115214
12.181593952274879,118,287.44460856720826
12.367202557614284,119,284.7562776957164
12.55684042003699,120,281.97932053175776
12.672601171018869,121,280.1772525849335
12.868907973792403,122,277.6957163958641
13.056016187829684,123,274.9483013293943
13.178327328662581,124,272.8951255539143
13.371812419226801,125,269.4977843426883
13.498307651451075,126,267.2673559822747
13.698436884332015,127,264.0324963072378
