SnapshotNumbers,Times_Gyr,Delta
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,0.588579847511807,0.00660113106977405
36,0.6296157675006637,0.007729586438457215
37,0.6735067612001536,0.009035601209726164
38,0.7204501377792731,0.010572004471270229
39,0.7758651800373145,0.012580884236030338
40,0.8299211591567458,0.014722847083320457
41,0.8877297039012763,0.01725091737098518
42,0.9559611038451133,0.020557165711114985
43,1.0225083933455177,0.024132498897714707
44,1.0936628506455037,0.028388201361561456
45,1.1776285666554693,0.033992502954308265
46,1.259501882076255,0.0401047377774113
47,1.347020121131645,0.04745437772691852
48,1.4502627846921008,0.057606242069917775
49,1.550895775549458,0.0686442943714532
50,1.658424075455636,0.08158194470329572
51,1.7852109411306938,0.09840872220435361
52,1.9087251005943775,0.11634098155868448
53,2.0542946412802117,0.14026501984297085
54,2.1960331217841973,0.1686736047496669
55,2.3473074604764466,0.2062452603095058
56,2.492093805618768,0.2401959120325892
57,2.645527836580647,0.2877922807801745
58,2.789547102003453,0.3349323507065947
59,2.9410991694788162,0.3826890088932836
60,3.1005271216365293,0.43945232793174965
61,3.24676259845616,0.5010160269840305
62,3.399534921540906,0.5681187045444793
63,3.5358684189171163,0.6271796300429798
64,3.701422795540636,0.7039115642531301
65,3.8490727526664066,0.776664000347088
66,4.002189339946645,0.8623377070112277
67,4.134073017989484,0.955593199653569
68,4.297609020790753,1.0615998358646133
69,4.438387551251412,1.150974749494561
70,4.612848329419118,1.267656241236154
71,4.762936382575863,1.3785311598482128
72,4.917388364118559,1.502450258623095
73,5.04414557229201,1.605745789554439
74,5.206651492909871,1.7560088618183736
75,5.373737289661653,1.9241342585450365
76,5.510751380834336,2.0607559500871515
77,5.65077692188168,2.213940749721941
78,5.830093858735267,2.4897111039032045
79,5.9770131818759085,2.6950238743894266
80,6.127044501216197,2.9036075184649413
81,6.280214482862782,3.1050790453529293
82,6.436547553740773,3.310021751369675
83,6.596065774621037,3.5114367284003167
84,6.758788717127001,3.7163365271377975
85,6.882944328993475,3.8783860946557813
86,7.051314723485368,4.099925805533289
87,7.222929885887396,4.3350190860184465
88,7.353776306456494,4.518610139934266
89,7.531090252205096,4.738702377009881
90,7.666216917034915,4.9135673130757755
91,7.849241734747805,5.164098590419684
92,7.988651455432529,5.355407757013945
93,8.177382403083039,5.611736734197306
94,8.321065170061159,5.824813425670723
95,8.46657293854438,6.068069134604083
96,8.613900426061454,6.329536054563117
97,8.813156671342265,6.719493316349138
98,8.96470378407691,7.01604622518707
99,9.118045505078774,7.31105337522363
100,9.27317206867788,7.643492516268201
101,9.43007269490069,7.951915024553357
102,9.58873560276994,8.32475152205969
103,9.749148026266017,8.753750861469003
104,9.911296232903506,9.296433938959723
105,10.075165544860939,9.860974645621623
106,10.240740362585964,10.56488932359983
107,10.408004190783336,11.601593858276042
108,10.576939666678843,12.901144031858712
109,10.747528590438506,13.706787630713226
110,10.862163768931895,14.171729909411306
111,11.035465825156916,14.811566749536585
112,11.210368956667406,15.38758585169142
113,11.386852185757396,15.934966640488671
114,11.564893863921924,16.4693580658344
115,11.684443143597386,16.823215373764146
116,11.865032433823059,17.33487867503567
117,12.047119470537792,17.83360194052603
118,12.169331196658252,18.197378549165716
119,12.353861440878127,18.765525642402956
120,12.539825033771278,19.276159515908343
121,12.664584768785309,19.6257587493339
122,12.852881684242274,20.16245956186631
123,13.042544673427637,20.704178505378835
124,13.169732865216234,21.02481704094614
125,13.361615184557813,21.521595626219852
126,13.49025876910861,21.833709060070664
127,13.684287694692006,22.295353647942974
