# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
7.768177893012762070e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.699120371602475643e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.678709908854216337e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.752503057010471821e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.080020330846309662e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.431528711691498756e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.936065498739480972e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.927657380700111389e-03 0.000000000000000000e+00 7.611182809341698885e-06 0.000000000000000000e+00 7.611182809341698885e-06 0.000000000000000000e+00
4.721781704574823380e-03 0.000000000000000000e+00 5.284188318910310045e-06 5.284188318910310045e-06 0.000000000000000000e+00 0.000000000000000000e+00
5.971170030534267426e-03 1.431993223377503455e-05 6.544494681293144822e-06 0.000000000000000000e+00 6.544494681293144822e-06 0.000000000000000000e+00
8.534407243132591248e-03 1.963375689228996634e-05 6.644131190114421770e-06 6.644131190114421770e-06 6.644131190114421770e-06 0.000000000000000000e+00
1.017966121435165405e-02 2.344321546843275428e-05 6.896477316331584007e-06 6.896477316331584007e-06 0.000000000000000000e+00 0.000000000000000000e+00
1.179109886288642883e-02 3.051676139875780791e-05 3.286347055109217763e-05 0.000000000000000000e+00 3.286347055109217763e-05 0.000000000000000000e+00
1.698564551770687103e-02 5.035414142184890807e-05 1.626089215278625488e-05 8.614964826847426593e-06 1.626089215278625488e-05 0.000000000000000000e+00
1.979131065309047699e-02 8.227297803387045860e-05 5.625015910482034087e-05 0.000000000000000000e+00 5.625015910482034087e-05 1.227153552463278174e-05
3.360414877533912659e-02 1.010572741506621242e-04 1.972326572285965085e-05 1.972326572285965085e-05 1.007847913570003584e-05 1.265799983229953796e-05
3.153284639120101929e-02 9.522443724563345313e-05 4.831604746868833899e-05 3.773743810597807169e-05 3.020983785972930491e-05 0.000000000000000000e+00
4.174920171499252319e-02 3.166951064486056566e-04 2.871652832254767418e-04 0.000000000000000000e+00 2.871652832254767418e-04 5.458267696667462587e-05
2.586460486054420471e-02 3.161204222124069929e-05 1.367400836898013949e-04 3.795973680098541081e-05 1.295600959565490484e-04 0.000000000000000000e+00
4.593297094106674194e-02 5.279819597490131855e-04 6.653915625065565109e-04 0.000000000000000000e+00 6.653915625065565109e-04 9.890608635032549500e-05
5.487681925296783447e-02 7.510250434279441833e-04 1.230635913088917732e-03 0.000000000000000000e+00 1.230635913088917732e-03 1.363378978567197919e-04
7.701427489519119263e-02 5.595203256234526634e-04 9.489643271081149578e-04 2.514612970117013901e-05 9.319303208030760288e-04 1.335408742306753993e-04
8.290007710456848145e-02 1.183787826448678970e-03 1.779690268449485302e-03 2.750008388829883188e-05 1.774782082065939903e-03 1.923209492815658450e-04
1.102143377065658569e-01 1.882315380498766899e-03 3.440906759351491928e-03 0.000000000000000000e+00 3.440906759351491928e-03 3.032980894204229116e-04
1.017557755112648010e-01 1.559745520353317261e-03 3.404091112315654755e-03 2.812145430652890354e-05 3.390988102182745934e-03 6.381515413522720337e-04
