SFR_Au1_Msun/yr,SFR_Au2_Msun/yr,SFR_Au3_Msun/yr,SFR_Au4_Msun/yr,SFR_Au5_Msun/yr,SFR_Au6_Msun/yr,SFR_Au7_Msun/yr,SFR_Au8_Msun/yr,SFR_Au9_Msun/yr,SFR_Au10_Msun/yr,SFR_Au11_Msun/yr,SFR_Au12_Msun/yr,SFR_Au13_Msun/yr,SFR_Au14_Msun/yr,SFR_Au15_Msun/yr,SFR_Au16_Msun/yr,SFR_Au17_Msun/yr,SFR_Au18_Msun/yr,SFR_Au19_Msun/yr,SFR_Au20_Msun/yr,SFR_Au21_Msun/yr,SFR_Au22_Msun/yr,SFR_Au23_Msun/yr,SFR_Au24_Msun/yr,SFR_Au25_Msun/yr,SFR_Au26_Msun/yr,SFR_Au27_Msun/yr,SFR_Au28_Msun/yr,SFR_Au29_Msun/yr,SFR_Au30_Msun/yr,Time_Gyr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05644686607379252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06060478356641973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06460813920813131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06936720898859694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07447682531689938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07996280681870623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08524485123671242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09152397819451322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09826560419965621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10550379041006687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11327510527375036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12075750329935128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12965230769485472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13920223002726545
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494555068332514
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15932754677170183
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17106300649047537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1836627196688345
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005937622251932344,0.0,0.0,0.0,0.0,0.0,0.19719030166495424
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21021479315974367
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22569760432258232
0.0,0.0030509091624519023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423204489771057
0.0035899963659781066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002942942400082124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26016719623837875
0.004135500751446799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008940399052537105,0.0,0.0,0.005107230456089288,0.0,0.0,0.00377249419921954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004945293237460076,0.0,0.0,0.0,0.0031091710457555634,0.0,0.2773499740676755
0.0045229051263065406,0.008369685460439539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003955700700814068,0.0,0.0031654590953473496,0.002790028832126316,0.0,0.0,0.013459785067618217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004040504980689617,0.0,0.0,0.0,0.00589039216392413,0.0,0.29777559044036317
0.0,0.0027698115971404027,0.004277103944203521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002319845268332092,0.0,0.006891254320838091,0.0066341494335167275,0.0,0.0,0.006473363222909295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013744016797073133,0.0,0.0,0.0,0.01141714481835427,0.0,0.3197047486478956
0.0026030133489911944,0.002141667422309076,0.003486242186532132,0.0028202661725281286,0.0029560069610186927,0.007003432127339826,0.0,0.0023700414209954944,0.0,0.0,0.002369120740072529,0.0,0.0064491905076324895,0.0033506069221120325,0.0,0.0,0.013207180283806668,0.0,0.0,0.0,0.0,0.0,0.00442938712671124,0.0,0.03411300385402623,0.0,0.0,0.0,0.04125518619688504,0.007818924798580458,0.343247955321711
0.008155845559547055,0.020282111304035188,0.0035213553598210257,0.023641669083023426,0.00947783779722492,0.0021920468170662168,0.0,0.0,0.0,0.0,0.0023348037065953815,0.0,0.0,0.0033458338922211046,0.0,0.0,0.010196555160139767,0.009709520224663905,0.0,0.0,0.0,0.0,0.0,0.0,0.05035763716488631,0.0,0.0,0.0,0.0,0.0,0.36852379870237556
0.00876095227813946,0.04037971437903724,0.0,0.029343698347934426,0.0026643028410905756,0.014163306010103025,0.0,0.0035161536058160446,0.004651506233574652,0.0,0.011249898313557192,0.0,0.005123302024524836,0.008915484384630454,0.0,0.0,0.007803536528588022,0.008169681134317108,0.0,0.0,0.0,0.0,0.0,0.0032270994420991765,0.04647211302900336,0.0,0.0,0.0,0.0,0.006318270010840406,0.39285844643604356
0.01782081276163233,0.08143136466652451,0.007823058643004862,0.01833928500910244,0.015880600669402646,0.010557435919185508,0.001973358800984582,0.0019133483683580227,0.007893872741466199,0.0,0.003761204931170889,0.0,0.002225114518459971,0.01272039674634459,0.0017681276372211727,0.0024555329891595527,0.022528906701281774,0.020951444549504226,0.0,0.0027600637000004635,0.0,0.0,0.0,0.0,0.05969169139903388,0.002405152163334652,0.0016993768523056168,0.005434516430550761,0.0,0.004266468406827404,0.4217845366427611
0.011375794654660392,0.06744594387852622,0.002260037128938827,0.024054421675369336,0.002119490078290492,0.0,0.0022614152779801967,0.0,0.011317168727787727,0.004467942084757423,0.013220354817088976,0.005075107557452273,0.0,0.024888111780163084,0.00567831166928451,0.005006594581049521,0.011485036237234268,0.010421442292980606,0.0031756440806674805,0.002206044781665276,0.0040854848447312575,0.0,0.012194472545215985,0.0,0.06010093176575676,0.004288572389445341,0.006746507494199863,0.004786857546821409,0.006184435521043746,0.009921564138209512,0.45283841667700353
