Time_Gyr,ExpansionFactor,DiscRadius_Au1_ckpc,DiscHeight_Au1_ckpc,DiscRadius_Au2_ckpc,DiscHeight_Au2_ckpc,DiscRadius_Au3_ckpc,DiscHeight_Au3_ckpc,DiscRadius_Au4_ckpc,DiscHeight_Au4_ckpc,DiscRadius_Au5_ckpc,DiscHeight_Au5_ckpc,DiscRadius_Au6_ckpc,DiscHeight_Au6_ckpc,DiscRadius_Au7_ckpc,DiscHeight_Au7_ckpc,DiscRadius_Au8_ckpc,DiscHeight_Au8_ckpc,DiscRadius_Au9_ckpc,DiscHeight_Au9_ckpc,DiscRadius_Au10_ckpc,DiscHeight_Au10_ckpc,DiscRadius_Au11_ckpc,DiscHeight_Au11_ckpc,DiscRadius_Au12_ckpc,DiscHeight_Au12_ckpc,DiscRadius_Au13_ckpc,DiscHeight_Au13_ckpc,DiscRadius_Au14_ckpc,DiscHeight_Au14_ckpc,DiscRadius_Au15_ckpc,DiscHeight_Au15_ckpc,DiscRadius_Au16_ckpc,DiscHeight_Au16_ckpc,DiscRadius_Au17_ckpc,DiscHeight_Au17_ckpc,DiscRadius_Au18_ckpc,DiscHeight_Au18_ckpc,DiscRadius_Au19_ckpc,DiscHeight_Au19_ckpc,DiscRadius_Au20_ckpc,DiscHeight_Au20_ckpc,DiscRadius_Au21_ckpc,DiscHeight_Au21_ckpc,DiscRadius_Au22_ckpc,DiscHeight_Au22_ckpc,DiscRadius_Au23_ckpc,DiscHeight_Au23_ckpc,DiscRadius_Au24_ckpc,DiscHeight_Au24_ckpc,DiscRadius_Au25_ckpc,DiscHeight_Au25_ckpc,DiscRadius_Au26_ckpc,DiscHeight_Au26_ckpc,DiscRadius_Au27_ckpc,DiscHeight_Au27_ckpc,DiscRadius_Au28_ckpc,DiscHeight_Au28_ckpc,DiscRadius_Au29_ckpc,DiscHeight_Au29_ckpc,DiscRadius_Au30_ckpc,DiscHeight_Au30_ckpc
0.05644686607379252,0.021948016488892295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06060478356641973,0.023013013919833868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06460813920813131,0.024015625374065677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06936720898859694,0.025180950693498495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07447682531689938,0.026402821827539905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07996280681870623,0.027683982584374985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08524485123671242,0.028890094836100794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09152397819451322,0.030291947108067017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09826560419965621,0.031761822340967284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10550379041006687,0.03330302125578822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11327510527375036,0.03491900473648028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12075750329935128,0.03644032629136781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
