InflowRate_Au5_Msun/yr,OutflowRate_Au5_Msun/yr,InflowRate_Au6_Msun/yr,OutflowRate_Au6_Msun/yr,InflowRate_Au9_Msun/yr,OutflowRate_Au9_Msun/yr,InflowRate_Au13_Msun/yr,OutflowRate_Au13_Msun/yr,InflowRate_Au17_Msun/yr,OutflowRate_Au17_Msun/yr,InflowRate_Au23_Msun/yr,OutflowRate_Au23_Msun/yr,InflowRate_Au24_Msun/yr,OutflowRate_Au24_Msun/yr,InflowRate_Au26_Msun/yr,OutflowRate_Au26_Msun/yr,InflowRate_Au28_Msun/yr,OutflowRate_Au28_Msun/yr,Time_Gyr,SnapshotNumber
,,,,,,,,,,,,,,,,,,0.0664712788070151,1
,,,,,,,,,,,,,,,,,,0.0828555189041569,2
,,,,,,,,,,,,,,,,,,0.101099301709486,3
,,,,,,,,,,,,,,,,,,0.1199022971154349,4
,,,,,,,,,,,,,,,,,,0.1401950809428323,5
,,,,,,,,,,,,,,,,,,0.1616084031499022,6
,,,,,,,,,,,,,,,,,,0.1836627196673955,7
,,,,,,,,,,,,,,,,,,0.2072480626785323,8
,,,,,,,,,,,,,,,,,,0.2305610526536377,9
,,,,,,,,,,,,,,,,,,0.256495705651756,10
,,,,,,,,,,,,,,,,,,0.2813198608453668,11
,,,,,,,,,,,,,,,,,,0.3085455030077809,12
,,,,,,,,,,,,,,,,,,0.3360086244230818,13
,,,,,,,,,,,,,,,,,,0.3633240406600398,14
,,,,,,,,,,,,,,,,,,0.3928584464329656,15
,,,,,,,,,,,,,,,,,,0.4217845366394565,16
,,,,,,,,,,,,,,,,,,0.4528384166734556,17
2.0306355971631262,0.24123144622078768,2.820602719839317,3.042602933908781,3.422728892592041,0.332433422216845,1.406594078861344,0.19409769821842127,1.9479028699537,0.3137341878640963,2.7570998391137524,0.19012007737838776,1.05897545527615,0.1967778352102381,0.9876031917160608,0.17564538849412673,2.338340440524072,0.06314333942181727,0.4827349029763504,18
,,,,,,,,,,,,,,,,,,0.5146027127861649,19
,,,,,,,,,,,,,,,,,,0.5485713147777866,20
2.2055293388213326,0.7592512365306457,3.243632245543319,1.5681136021500808,5.0737075437601655,0.7116352264455065,2.112785371944794,0.08570679918217473,2.6245144425290228,0.22186616936843287,6.944917294778488,5.129820844858193,4.03588383861312,2.2051185107616726,3.194104889587027,2.112668859107396,3.0846112441671014,0.721134614972992,0.5806405080928441,21
,,,,,,,,,,,,,,,,,,0.6145811106288943,22
,,,,,,,,,,,,,,,,,,0.64589949215388,23
