Snapshot,Time_Gyr,Redshift,ExpansionFactor,Delta800,Delta1000,Delta1200
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30.0,0.9016270192750335,6.1788363000124304,0.13929834282448653,3.551166270615063,2.6892727283502804,2.1906105582678403
31.0,0.9408235520130295,5.977616828479627,0.14331540762147194,3.7063924517409785,2.7803176731001034,2.238546972110569
32.0,0.9817162432109339,5.782037445957332,0.14744831593285945,3.8513420209696685,2.874145727026502,2.287966868826942
33.0,1.0171412614273008,5.623248840958556,0.15098330502335075,3.983997598893513,2.9328318561121263,2.3295275217210776
34.0,1.061333567335198,5.437602229737511,0.15533733901430788,4.1201937401352895,3.000293023502775,2.382403172476019
35.0,1.0996152207180008,5.2868779251693665,0.15906146292367532,4.243334688476858,3.068984554993316,2.4258278367526307
36.0,1.1392690677058177,5.139682545684944,0.16287487057499644,4.376343542012912,3.1275351761420134,2.4650386971891867
37.0,1.1887329941227875,4.9675900747618,0.16757183175654297,4.565804667300449,3.2195920334060917,2.518479704585822
38.0,1.222887837331828,4.855550003953163,0.170778150528112,4.669718834422459,3.2860494827152498,2.563910876026938
39.0,1.2669540184102086,4.718453353567881,0.17487245906728888,4.79699057008821,3.369526768875358,2.617175382966284
40.0,1.3125949903702092,4.584566562467239,0.1790649263133152,4.995582991641793,3.5811298073637277,2.816416871650398
41.0,1.359865573512625,4.453814477855031,0.1833579055650784,5.15627499058223,3.721376524799527,2.875965072458391
42.0,1.3988933134958883,4.351420420518502,0.18686627501098288,5.183261343757005,3.621529160347393,2.8049281492241622
43.0,1.449240943696033,4.226127012732526,0.19134628713838725,5.483826673184524,3.941833547957355,3.0044819257422724
44.0,1.4908067298866303,4.128007732884895,0.19500750624598293,5.633814616254947,4.0226902145466745,3.0629255529152037
45.0,1.5335511640597344,4.031730618957529,0.198738779105623,5.76948025853872,4.100350252901155,3.1136424851021056
46.0,1.577506484958674,3.9372610847275835,0.20254144612552438,5.91974691850099,4.171882854190262,3.163272886951025
47.0,1.6227057098538533,3.844565193320247,0.2064168733612696,6.102617209052036,4.244356016469307,3.225097087758045
48.0,1.669182644236522,3.753609645017388,0.21036645300654302,6.390692586558877,4.333108118958905,3.3181762116130074
49.0,1.7169718907593048,3.66436176529508,0.2143916038932579,6.600684294772904,4.442875144068252,3.385082145114271
50.0,1.7661088573246462,3.5767894930857462,0.21849377200125142,6.290986888359756,4.390786132950336,3.303238212229204
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,6.615482053786813,4.518009298489268,3.4182751033275607
52.0,1.8685716501485172,3.4065465253286398,0.22693508266667403,6.971153694401287,4.6424823324468925,3.5162393342035085
53.0,1.9084833274036512,3.344350865135782,0.23018398629474995,7.105378909050759,4.720610452789997,3.5687585141790525
