SnapNo,Mgas,Mstar,SFR
35,2597261600.0,88750910.0,0.5609106
36,2969131000.0,111986070.0,0.8371237
37,2961152800.0,139260000.0,0.9098738
38,3249101800.0,178469230.0,1.0995258
39,3677563000.0,222274430.0,1.0561732
40,4601732000.0,264751740.0,1.079169
41,4318967000.0,309892580.0,1.1687053
42,4532362000.0,372638560.0,1.2010933
43,5060812000.0,427129380.0,1.1724026
44,5444777000.0,486070370.0,1.3549291
45,6469410000.0,568374400.0,1.4530914
46,7060438000.0,657264700.0,1.6295147
47,9592693000.0,769132540.0,1.6250155
48,12725578000.0,997446340.0,2.9597754
49,12657588000.0,1266721200.0,3.2813964
50,12887652000.0,1522079000.0,3.228487
51,15374189000.0,1756796300.0,2.3523412
52,18477230000.0,1910695600.0,1.7902126
53,21812589000.0,2120876700.0,2.0413973
54,25341958000.0,2423135200.0,3.3577945
55,28508097000.0,3188384000.0,6.304374
56,27381944000.0,3834920400.0,6.5506525
57,28571040000.0,4492706000.0,4.51934
58,30493432000.0,4972810000.0,4.2956696
59,32066701000.0,5423685000.0,4.7885733
60,33878020000.0,5926261000.0,5.131406
61,35603886000.0,6426441000.0,5.476693
62,36825780000.0,7059344400.0,6.624118
63,36747063000.0,7613533700.0,5.765902
64,35752960000.0,8093277700.0,4.6648335
65,36075490000.0,8460461600.0,4.6151357
66,36860285000.0,8881017000.0,5.0027943
67,37843960000.0,9306748000.0,5.7105722
68,39823010000.0,9853331000.0,5.511545
69,40734120000.0,10338942000.0,6.0008526
70,40858130000.0,11151076000.0,6.93561
71,41581540000.0,11812479000.0,7.6751833
72,43057970000.0,12454920000.0,6.5406804
73,44047900000.0,12934138000.0,6.7232275
74,47617220000.0,13690097000.0,6.481491
75,53740216000.0,14316133000.0,6.001235
76,60068730000.0,14787900000.0,6.424278
77,63493833000.0,15474894000.0,7.6026955
78,71383690000.0,16294604000.0,7.136473
79,80728300000.0,17246730000.0,9.48051
80,88641810000.0,18373585000.0,10.793286
81,92482090000.0,19236434000.0,7.7932463
82,100165255000.0,20040990000.0,5.7800937
83,104642700000.0,20829176000.0,6.346682
84,107107350000.0,21541351000.0,7.4874363
85,106069170000.0,22039863000.0,6.9772305
86,106217690000.0,22625812000.0,6.7339816
87,110091720000.0,23341822000.0,5.8228383
88,116323380000.0,24228060000.0,6.7443037
89,129558140000.0,28431135000.0,17.058222
90,120665340000.0,29198270000.0,15.393688
91,112675810000.0,30974007000.0,11.903078
92,114081180000.0,33976377000.0,11.172737
93,113924410000.0,35634598000.0,10.713097
94,112863380000.0,36903930000.0,10.861136
95,112550620000.0,37941985000.0,12.308648
96,110265930000.0,39167013000.0,13.6026
97,106191390000.0,40727110000.0,13.05518
98,105728840000.0,41814050000.0,10.783752
99,109120274000.0,43402340000.0,11.506774
100,108149285000.0,45503435000.0,15.642054
101,106296260000.0,46845660000.0,13.444328
102,105400520000.0,47808197000.0,13.0982485
103,103922440000.0,49571045000.0,12.489687
104,102833136000.0,52115590000.0,18.288864
105,100610620000.0,54387323000.0,16.050018
106,99033285000.0,56269332000.0,14.526865
107,98128800000.0,57485586000.0,12.133512
108,97830200000.0,58744380000.0,14.865009
109,96332420000.0,60057334000.0,12.141246
110,96279830000.0,60810620000.0,11.755533
111,97115144000.0,61887627000.0,10.377916
112,96741210000.0,62939540000.0,11.650116
113,98339450000.0,64168360000.0,13.375554
114,99040625000.0,65581244000.0,14.3100815
115,99551126000.0,66505660000.0,12.280829
116,101273920000.0,67787150000.0,12.669352
117,103893850000.0,69048200000.0,12.11621
118,105095640000.0,69928985000.0,13.350744
119,105330490000.0,71479340000.0,15.573096
120,106745580000.0,73003430000.0,14.066286
121,107352154000.0,74046080000.0,15.219664
122,106891540000.0,75742100000.0,13.513031
123,109292680000.0,77074970000.0,12.424091
124,111687470000.0,77918530000.0,12.082342
125,116411154000.0,79168545000.0,11.68537
126,117838720000.0,80039990000.0,12.997957
127,119783860000.0,81564120000.0,13.373658
