SnapNo,Mgas,Mstar,SFR
50,4890379300.0,456654430.0,0.4695491
51,5123719000.0,488804960.0,0.47066677
52,5816957400.0,527531740.0,0.4653047
53,4475088000.0,562725440.0,0.5428161
54,4269822500.0,607484300.0,0.5620439
55,3539157200.0,651584800.0,0.6087703
56,2960811300.0,687135170.0,0.42626974
57,24679823000.0,838254700.0,1.7134522
58,29227788000.0,1242524300.0,2.1056368
59,31721134000.0,1716125600.0,3.4158947
60,34318488000.0,2086321500.0,2.5194087
61,35277967000.0,2214694100.0,2.292818
62,44162953000.0,3439046700.0,4.2340813
63,46509707000.0,3838497800.0,3.5765653
64,51905750000.0,4299866000.0,4.367605
65,61674890000.0,4784696300.0,4.6504865
66,70907700000.0,6205296600.0,9.44566
67,73443450000.0,7151777300.0,13.162304
68,69428720000.0,9194466000.0,13.330638
69,72525234000.0,10076906000.0,8.782202
70,74414660000.0,10815708000.0,6.395702
71,75815125000.0,11389218000.0,6.5394273
72,76598140000.0,11956594000.0,7.7483315
73,77410190000.0,12576470000.0,7.45436
74,79236890000.0,13396283000.0,9.124039
75,80794460000.0,14257824000.0,8.359501
76,81557580000.0,15071058000.0,9.5060835
77,83103810000.0,15856984000.0,8.536597
78,84430360000.0,16973620000.0,10.325228
79,84491350000.0,17793212000.0,9.608371
80,84079880000.0,18738315000.0,10.559165
81,84330240000.0,19518300000.0,7.593536
82,86536480000.0,20061864000.0,6.7827415
83,86775070000.0,20631996000.0,7.071226
84,87377960000.0,21236010000.0,7.521122
85,88359460000.0,21830980000.0,9.741594
86,91000840000.0,22809280000.0,9.782854
87,90201104000.0,23870984000.0,11.09528
88,91885265000.0,24807400000.0,11.736623
89,90693050000.0,25898177000.0,9.851315
90,94218190000.0,26606383000.0,9.141336
91,96259560000.0,27616627000.0,9.385918
92,96583760000.0,28610185000.0,12.795062
93,97416780000.0,29812574000.0,10.09396
94,98402150000.0,30623033000.0,10.811661
95,100073660000.0,31546490000.0,11.124824
96,100346490000.0,32527804000.0,10.63225
97,100857140000.0,33786153000.0,9.727986
98,103687274000.0,34578310000.0,8.612519
99,105436940000.0,35277885000.0,9.271436
100,106440606000.0,36178580000.0,10.669361
101,106924370000.0,37203173000.0,10.36389
102,107908470000.0,38259134000.0,12.825901
103,109267630000.0,39322320000.0,11.83533
104,112200130000.0,40328860000.0,11.82988
105,111794570000.0,41391340000.0,9.642174
106,112129850000.0,42157960000.0,10.505064
107,111551450000.0,43273404000.0,11.103734
108,114728960000.0,44166140000.0,10.482247
109,112881600000.0,45280887000.0,10.534234
110,114416600000.0,45872677000.0,9.095534
111,114572960000.0,46635356000.0,9.028435
112,116654940000.0,47387886000.0,8.800787
113,118383880000.0,48210264000.0,9.836945
114,119278300000.0,49255064000.0,8.976831
115,119657800000.0,49801460000.0,9.253852
116,117585940000.0,51060687000.0,13.226538
117,115888590000.0,52451200000.0,12.756973
118,115968820000.0,53265318000.0,11.176285
119,114944434000.0,54372560000.0,10.340623
120,115943700000.0,55198024000.0,8.037698
121,117494120000.0,55651250000.0,7.6730075
122,116818395000.0,56582690000.0,9.799421
123,114623920000.0,57593156000.0,9.613428
124,112739190000.0,58243506000.0,9.4004135
125,111092950000.0,59089592000.0,8.143733
126,110177500000.0,59556870000.0,7.9575567
127,109117580000.0,60320887000.0,7.056385
