SnapNo,Mgas,Mstar,SFR
50,14468397000.0,1066356700.0,2.709776
51,15869517000.0,1286033700.0,2.5596843
52,18048764000.0,1531170700.0,2.8553836
53,16125314000.0,1990118300.0,3.786367
54,15796378000.0,2290417700.0,2.3911428
55,20915937000.0,2457071000.0,1.4739323
56,23709995000.0,2573549000.0,1.6339654
57,27484756000.0,2794634000.0,2.453869
58,34306656000.0,3242173400.0,3.202364
59,35796386000.0,3718999800.0,4.250888
60,36778455000.0,3966739500.0,2.759152
61,40175297000.0,4277251000.0,2.489555
62,43033290000.0,4790031000.0,3.8839107
63,44890018000.0,5273499600.0,6.17055
64,45557920000.0,5975738000.0,4.9017572
65,48054768000.0,6333491700.0,4.1005144
66,47898427000.0,6790995500.0,5.0337934
67,47962000000.0,7216803300.0,4.9337344
68,48399757000.0,7854017500.0,6.796025
69,49512387000.0,8377925000.0,5.407764
70,52927394000.0,8982113000.0,5.1078515
71,53440650000.0,9495089000.0,5.6963725
72,55993192000.0,10013951000.0,5.79218
73,58112905000.0,10420338000.0,5.2213707
74,59826835000.0,10977102000.0,6.3683476
75,62117663000.0,11619967000.0,6.0540285
76,66849440000.0,12111732000.0,6.2952204
77,70169290000.0,12635263000.0,6.309205
78,75044260000.0,13466734000.0,7.0915003
79,84611030000.0,15143118000.0,7.1242776
80,88741090000.0,17506996000.0,13.660689
81,88370020000.0,18626492000.0,12.225027
82,86827380000.0,20522607000.0,13.943028
83,85700650000.0,21509536000.0,9.140853
84,85033970000.0,22217796000.0,6.488069
85,85534420000.0,22657590000.0,6.7179127
86,81757454000.0,23339667000.0,6.763758
87,82649660000.0,24041380000.0,7.425202
88,81864294000.0,24673534000.0,8.833608
89,81077720000.0,25635398000.0,8.852486
90,80724440000.0,26256855000.0,8.762341
91,80710820000.0,27148577000.0,7.956862
92,79850730000.0,27793254000.0,8.542791
93,78813650000.0,28799646000.0,8.163519
94,78863840000.0,29417908000.0,8.109856
95,78606620000.0,30167640000.0,9.787506
96,78620115000.0,31089902000.0,10.170112
97,79313820000.0,32224225000.0,9.773614
98,80298160000.0,33098412000.0,8.2792
99,79619230000.0,33724654000.0,6.359428
100,78636620000.0,34112588000.0,4.9629493
101,80299420000.0,34397622000.0,4.133659
102,81177125000.0,34669974000.0,4.2509503
103,81992280000.0,35016372000.0,5.267942
104,83341935000.0,35534635000.0,5.8827744
105,84189905000.0,36063724000.0,5.8686056
106,85271330000.0,36509434000.0,5.5649343
107,87013890000.0,37044396000.0,6.134045
108,90220070000.0,37594067000.0,6.279245
109,92437870000.0,38554500000.0,7.401056
110,91697940000.0,39084814000.0,7.2870355
111,94016870000.0,39873160000.0,6.606102
112,95940340000.0,40579720000.0,6.780154
113,96771450000.0,41221538000.0,7.142932
114,96371500000.0,42098754000.0,8.494335
115,96059380000.0,42957150000.0,7.5834274
116,96503400000.0,44152230000.0,7.4540005
117,96688360000.0,44797477000.0,5.660386
118,96496570000.0,45185190000.0,5.955519
119,96683610000.0,45873807000.0,5.984099
120,96672680000.0,46358688000.0,5.3274035
121,95490930000.0,46764786000.0,6.4384847
122,94278370000.0,47404642000.0,6.253184
123,93343210000.0,47966142000.0,5.659813
124,92499665000.0,48313310000.0,5.204102
125,91783920000.0,48816267000.0,5.036335
126,90971810000.0,49102303000.0,4.7338634
127,89768670000.0,49512284000.0,4.4175005
