SnapNo,Mgas,Mstar,SFR
50,19050035000.0,930196200.0,2.7069268
51,27532702000.0,1073619400.0,1.8936973
52,37167206000.0,2360198400.0,12.545254
53,43527102000.0,4548507000.0,14.896171
54,47502270000.0,5419133400.0,6.1884866
55,48522230000.0,5935437300.0,6.1026382
56,52231455000.0,6367663000.0,3.799318
57,64340950000.0,6656543000.0,3.1084957
58,77265940000.0,7130042000.0,5.025981
59,93011680000.0,7840022500.0,6.267756
60,107795235000.0,8829948000.0,6.517763
61,122076090000.0,11344127000.0,14.127213
62,128118505000.0,12689363000.0,13.328015
63,135415860000.0,13750312000.0,12.718975
64,140553950000.0,16001579000.0,13.658844
65,140668170000.0,19225997000.0,13.933195
66,138729010000.0,21275138000.0,15.672458
67,136383005000.0,23851962000.0,15.272341
68,134209560000.0,26265604000.0,14.632366
69,131149220000.0,27890448000.0,16.00864
70,128640690000.0,29675948000.0,17.17084
71,127454446000.0,30964378000.0,14.146256
72,127365400000.0,32086040000.0,13.254822
73,128659240000.0,33109004000.0,13.073469
74,132760960000.0,34273835000.0,11.445841
75,136039660000.0,35474907000.0,13.679355
76,138690100000.0,36514505000.0,14.40097
77,142126420000.0,37556486000.0,12.804586
78,144829560000.0,38914240000.0,13.98725
79,147236650000.0,40098750000.0,13.553547
80,149394490000.0,41184207000.0,12.819446
81,152471290000.0,42258924000.0,13.997072
82,154288950000.0,43611240000.0,15.311038
83,155579350000.0,45037760000.0,13.726151
84,158755110000.0,46195740000.0,12.578721
85,161997290000.0,46982128000.0,11.400049
86,165833100000.0,48004444000.0,12.318515
87,171519640000.0,49377923000.0,14.0172415
88,171862280000.0,50353517000.0,14.230306
89,174492930000.0,51945423000.0,13.504886
90,177000240000.0,52962310000.0,12.219721
91,178035560000.0,54080700000.0,12.504471
92,181857420000.0,55837470000.0,14.200319
93,177760500000.0,57030080000.0,15.044894
94,171937000000.0,57815314000.0,14.131114
95,174457500000.0,60030300000.0,14.405096
96,174983040000.0,60943884000.0,11.28612
97,174961210000.0,61842407000.0,10.025884
98,173906870000.0,62475387000.0,9.434504
99,171782130000.0,63173063000.0,10.33999
100,171389220000.0,64402050000.0,12.483193
101,168477930000.0,65665036000.0,12.9650955
102,166339410000.0,66891784000.0,12.100389
103,165507270000.0,68063887000.0,9.917552
104,166043760000.0,69462320000.0,9.483372
105,163624930000.0,70209940000.0,11.527456
106,162166300000.0,71362610000.0,9.844293
107,159136800000.0,72142590000.0,10.842348
108,157742070000.0,73181150000.0,10.997496
109,155220380000.0,74299850000.0,10.195994
110,156137200000.0,75673470000.0,10.993786
111,155659710000.0,77067020000.0,9.918602
112,154512380000.0,77813540000.0,10.3162155
113,153244860000.0,79445750000.0,10.85921
114,153359040000.0,81280400000.0,10.974418
115,152248220000.0,81633820000.0,8.739095
116,150633410000.0,82730330000.0,7.451553
117,149567520000.0,84012360000.0,7.112768
118,148794250000.0,85027260000.0,9.085824
119,142409040000.0,86258170000.0,6.978822
120,139611400000.0,86962800000.0,5.459464
121,137748560000.0,87246210000.0,5.224363
122,135967410000.0,87599096000.0,5.4207935
123,134943320000.0,88131710000.0,5.778753
124,134627430000.0,88354810000.0,4.4469414
125,134701640000.0,88670540000.0,4.13619
126,134988030000.0,88870300000.0,4.3842244
127,135711240000.0,89183810000.0,4.2940264
